set_id	pval	padj	log2err	ES	NES	size	leadingEdge	set_label	cell_type	contrast	analysis_role	ranked_genes	n_samples	n_donors	duplicate_correlation	comparison_FDR	global_primary_FDR	supportive_global_FDR	transition_global_FDR	record_type	dataset_version_id	region	cohort_partition	donor_id
synapse_junction	0.709375	0.744	0.0843144320642653	0.170539790054827	0.947851910862913	401	JAM3;PCDHB9;TJP1;LRP4;SDK1;ARHGAP33;STRN;NTRK3;JUP;PLXNB2;GJA1;GNA13;PRKCA;GJB2;PLXNA3;RHOG;NUMBL;FER;SRGAP2;TESK2;NTN1;PARD3;UGT8;MDGA1;RELN;PLEC;CD9;GJA4;APOD;FLCN;PTPN13;MYO9A;PKP2;PCDH17;APLNR;VEGFA;EPB41L3;OCLN;ADGRL2;SRGAP2C;CLASP1;RCC2;CLDN11;ESAM;FGFR1;CDH20;DLG1;PATJ;DVL1;KIRREL3;PLXNB1;CRK;PIP5K1C;CDH19;ARF6;CRKL;DOCK1;CAV1;DAG1;RAPGEF2;PAK2;NECTIN3;LIMCH1;EPHA7;SPOCK2;EFNA5;ARMCX5-GPRASP2;RHOA;LRFN4;SLK;CDH1;PLXNA1;GJB6;SIGMAR1;PHLDB2;CHD4;ITGB4;ZDHHC2;ECT2;PLXND1;HTR4;PUM2;NLGN4Y;GJC1;EGFLAM;MMP14;ARHGAP6;DKK1;CLDN5;DLG5;ELMO1;SMAD7;CTNNA1;LRRTM3;SDC2;SRGAP2B;PTPRK	Synapse/junction	Vascular	C9_FTD_vs_Ctrl_Frontal	primary_frontal	14637	54	34	0.278551726441978	0.744	0.820407608695652			family_result				
protein_stabilization	0.744	0.744	0.0734381410838857	0.18034632996594	0.909731868952635	196	PDCL3;IFT46;EP300;STXBP4;MSX1;HSPA1A;MORC3;CBL;VHL;P3H1;EGLN3;TTI1;ATM;C10orf90;ZNF207;HSPA1B;DSC3;ZBED3;DVL3;PPP1R10;CRYAB;CSNK2A1;PEX6;DVL1;COG7;PDRG1;BAG3;SOX17;TRIM39;HSPB1;MFSD1;ATP1B3;PLPP3;EPHA4;MAPK8IP3;TESC;USP7;DSP;USP9X;MUL1;SMAD7;PIK3R1;HIP1R;RASSF2;CHEK2;TELO2;CREB1;SPAG1;PTGES3;PFDN2	Protein stabilization	Vascular	C9_FTD_vs_Ctrl_Frontal	primary_frontal	14637	54	34	0.278551726441978	0.744	0.85185892133783			family_result				
small_GTPase	0.0000000001	0.0000000007		-0.401118754205117	-2.19813796379008	452	ARHGEF10;ARHGAP26;KANK1;DOCK11;ARHGEF4;DOK7;FAM13A;RB1;BCAR3;RAPGEF2;AUTS2;KIF14;ARHGAP5;RHOA;GNA13;ARHGAP35;SQSTM1;RAPGEF4;STARD13;SRGAP2;DENND1A;NOTCH1;RAB30;SIPA1L3;ARHGAP17;KCTD13;MYO9B;CRK;NOTCH2;SEMA4D;FARP1;RAPGEF1;DOCK9;ARHGAP6;RASL12;RAB35;RHOC;SIPA1;CCDC125;SH3BP4;MRAS;KSR2;RAB3GAP1;RAF1;ARRB1;PICALM;SYNPO2;DOCK10;RALGPS2;ABCA1;RAB9A;HEG1;RHOQ;FXR1;NCKAP1;ARHGEF10L;SNTA1;RAP1B;DENND4B;SOS1;PKP4;CSNK1E;RRAS2;ERBB2;DOCK3;DAG1;ARHGAP21;ARHGAP1;RTKN;PPP1CB;ARAP1;ARHGAP10;F2R;RGL3;RIPOR2;GIT1;IQSEC1;ABL1;CSNK1A1;RHEB;RAB21;LRP4;LARGE1;FNTA;TNFAIP1;GNB1;TAX1BP3;OPHN1;CDKN2A;BRAP;SGSM3;ABR;CDC42EP2;RAP1A;FLCN;PLEKHG4B;ROCK1;WNK1;ARHGAP31;RHOB;CUL3;GMIP;SPATA13;ALS2;RHOBTB1;F2RL1;FBXO8;DOCK7;PLXNB1;ARL3;ARFGEF1;SYDE1;RHOG;TIAM2;AIF1;APOA1;CRKL;RIN2;ARHGEF2;ARHGEF1;GABARAP;CCNA2;FGD4;MADD;SHTN1;OGT;CHORDC1;KSR1;ARHGAP39;MAP4K4;ARHGEF40;ARHGAP12;LIMK1;SOS2;DVL2;DOCK1;SHOC2;RAB4B;RRAGC;RAB4A;CDC42EP4;APOE;TIAM1;CHML;FGD2;FAM13B;NF1;RGL2;G3BP1;SRGAP3;KRIT1;RASGRP2;WNT4;VAV3;LAMA1;ARHGAP23;TGM2;ARHGAP32;PREX1;SYDE2;PLEKHG1;DOCK6;SPRY3;CYFIP1;ITGAV;ARHGAP28;RAB39A;BCR;ROCK2;RALA;TEK;F11R;CDC42EP1;RALBP1;NTN1;GIT2;TNK2;ARHGEF18;RAPGEF6;EPS8;PLCE1;CDKL5;ARHGEF17;RIT1;RHOH;ELMO1;TRIO	Small GTPase	Astro	C9_ALS_vs_C9_FTD_Occipital_batch_bridged	regional_control	20866	72	37	0.459689963681544	0.0000000007		0.00000000215384615384615		family_result				
axon_development	0.000000102804409273097	0.000000359815432455841	0.704975715167238	-0.328874214125902	-1.75801698666464	364	PARD3;BOC;PAK2;PLXNA3;LLGL1;PALLD;FYN;AUTS2;TNR;ARHGAP35;RAB10;GPM6B;ECE1;NOTCH1;PLXNB2;LGI1;RET;CNTN1;KIF13B;NOTCH2;EFNB1;SEMA4D;NFASC;PRKCA;MT3;SLITRK5;NPR2;DNM2;DSCAML1;PICALM;NFIB;LGR6;MEGF8;ULK1;MARK2;CDH2;EPHA6;PITPNA;NTRK2;BSG;BAIAP2;SOS1;CASP3;PTPRM;DAG1;SEMA3D;CERS2;ENAH;ROBO4;CHODL;DIP2B;MYCBP2;ZDHHC17;CTNNA1;ABL1;NCAM1;VANGL2;RAB21;LRP4;RAB8A;SEMA6D;SPP1;EFNA5;OPHN1;COBL;DHFR;TAOK2;MAPT;PRKG1;MAG;PLEKHG4B;SEMA4F;EPHB3;RUFY3;SMURF1;DOCK7;PLXNB1;EPHA3;AMIGO1;TIAM2;ATL1;OLIG2;EFNA2;DISC1;SEMA6A;APP;PARD6B;SHTN1;SMO;NPTN;MAPK8IP3;C12orf57;CELSR2;GRN;ARHGEF40;LIMK1;APOD;SEMA5B;TSPO;SPTBN4;PTPRJ;PAFAH1B1;APOE;TIAM1;DCLK1;PTK2;PTPRS;ZFYVE27;SEMA6C	Axon development	Astro	C9_ALS_vs_C9_FTD_Occipital_batch_bridged	regional_control	20866	72	37	0.459689963681544	0.000000359815432455841		0.000000928555954724751		family_result				
synapse_junction	0.00000393146073024559	0.00000917340837057304	0.610526878385931	-0.297323508805249	-1.62866549191983	441	PARD3;FAM107A;PAK2;PLXNA3;CDH4;CORO1C;PIP5K1C;RAPGEF2;TBCD;LIN7A;RHOA;GNA13;ITGA2;GPM6B;SRGAP2;PLEC;PLXNB2;PCDH17;AGRN;AGT;PLXNA2;CRK;VCL;SEMA4D;ACE2;FARP1;PTPRK;RAPGEF1;PCDHB9;ARHGAP6;PRKCA;SLITRK5;RHOC;CDH20;PLXNA1;CDH24;PKN2;PCDHB16;MPP7;ERBB4;DOCK10;GJA1;MDGA1;CC2D1A;SDK1;CDH2;TSPAN11;WDR1;NAE1;RAP1B;PKP4;TLN2;DAG1;FGFR1;MYCBP2;SORBS1;FER;LIMCH1;SMAD7;NRG3;PTPN13;SDC2;GJB1;CTNNA1;PEAK1;DLG1;ABL1;CTNNB1;AMIGO2;LRP4;SPOCK2;EFNA5;IGSF11;CLASP1;IKBKB;OPHN1;CDH5;PCDHB10;CPEB3;TAOK2;ANK2;MAPT;RAP1A;FLCN;JAM3;ROCK1;DLG5;MYO1C;GPC4;LSAMP;EPHB3;PPM1F;SRGAP1;PLXNB1;EPHA3;AMIGO1;STRN;SDK2;RHOG;PATJ;CRKL;NECTIN3;FRMPD2;EGFLAM;ADGRL3;APP;PARD6B;MPDZ;SRGAP2C;OGT;SMAD3;GABRG1;MAP4K4;PRKACA;UGT8;PDLIM5;APOD;DOCK1;PTPRJ;TJP1;AFDN;AMOT;PTK2;MMP14;ARMCX5-GPRASP2;PTPRS	Synapse/junction	Astro	C9_ALS_vs_C9_FTD_Occipital_batch_bridged	regional_control	20866	72	37	0.459689963681544	0.00000917340837057304		0.0000244624223215281		family_result				
protein_stabilization	0.0000243162148522523	0.0000425533759914414	0.575610261071129	-0.346714733288269	-1.73353545211641	208	HSPB1;HSPA1B;WFS1;CLU;HSPA1A;FLNA;BAG3;CRYAB;TRIM44;WDR81;EGLN3;MT3;LAMP2;BAG2;HIP1;CBLB;PLPP3;PTGES3;GPIHBP1;CBL;USP2;PPARGC1A;HSP90AA1;BAG6;CSNK2A1;SMAD7;MSX1;SPAG1;USP13;RAB21;CALR;ATM;UBE2B;LAMP1;USP7;CDKN2A;BAG4;TBL1X;ANK2;TMC6;CBX4;MCM8;CCT4;PARVA;APOA1;USP36;GAPDH;SEL1L;CFP;POLR2E;NAA30;SMAD3;MAPK8IP3;NCLN;GRN;SEC16A;COG3;AKT2;EP300;HERC2;TTI1;RASSF2;C10orf90;PFN1;GLMP	Protein stabilization	Astro	C9_ALS_vs_C9_FTD_Occipital_batch_bridged	regional_control	20866	72	37	0.459689963681544	0.0000425533759914414		0.000117388623424666		family_result				
heat_response	0.000358950919041231	0.000502531286657723	0.49849310876659	-0.421511776874357	-1.83929714360135	78	HSPB1;HSPA1B;HSPA1A;HSPB2;BAG3;CRYAB;CREBBP;MAP2K7;DNAJB1;GCLC;EEF1D;MAPKAPK2;HSPA2;VCP;HSP90AA1;DNAJA1;ATM;TRPV1;MAPT;DNAJB6;HSPB6;CHORDC1;PRKACA;EP300;EIF2B3;HSF1;HSPA6;TCIM;YWHAE;DNAJB4;RBBP7	Heat response	Astro	C9_ALS_vs_C9_FTD_Occipital_batch_bridged	regional_control	20866	72	37	0.459689963681544	0.000502531286657723		0.00121091876303066		family_result				
protein_folding	0.00345731052994552	0.00403352895160311	0.431707695803346	-0.292157976623455	-1.45663125940303	198	COX19;HSPB1;HSPA1B;CLU;HSPA1A;HSPB2;TBCD;BAG3;CRYAB;DNAJB1;CWC27;DNAJC5;TAPBP;BAG2;P4HB;ST13;FKBP5;ATPAF2;ZMYND10;HSPA9;ATF6;HSPA2;QSOX2;PTGES3;TRAP1;HSP90AA1;CSNK2A1;HSPA8;CALR;DNAJA1;UGGT1;HSPA5;RIC8B;BAG4;QSOX1;HSPA14;HSPH1;CCT4;DNAJB6;RANBP2;APLF;WDR83OS;LMAN2L;HSPB6;CHORDC1;GRN;CANX;HSPE1;PDIA4;PDIA3;DNAJB2	Protein folding	Astro	C9_ALS_vs_C9_FTD_Occipital_batch_bridged	regional_control	20866	72	37	0.459689963681544	0.00403352895160311		0.00913251838098816		family_result				
mitochondrial_energy	1	1	0.0410713282497468	-0.105189366937481	-0.47944312230273	109	RHOA;NDUFS1;NDUFC1;VCP;NUPR1;AK4;UQCRC2;SDHA;UQCR11;COX7B2;NDUFA2;NDUFB4;C2orf69;NDUFS7;ATPSCKMT;CYCS;PARK7;NDUFA13;SLC25A51;ATP5F1E;NDUFB7;ATP5MF;UQCC3;CYC1;ATP5F1D;UQCRHL;NDUFB10;SDHB;PPIF;ABCD1;SDHC;ANTKMT;COX6A1;ATP5F1C;SHMT2;UQCC2;NDUFS6;SIRT3;UQCRQ;UQCRC1;NDUFA11;NDUFV3;COX6B1;ETFRF1;NDUFS8	Mitochondrial energy	Astro	C9_ALS_vs_C9_FTD_Occipital_batch_bridged	regional_control	20866	72	37	0.459689963681544	1		1		family_result				
mitochondrial_energy	0.00000000162764781954683	0.0000000113935347368278	0.788186810800237	0.492198978122818	2.3414598565469	109	NDUFS3;NDUFS5;ATP5MG;COX7A2L;ATP5ME;UQCRB;TEFM;SNCA;NDUFA12;NDUFS6;ATP5PD;NDUFB8;UQCRH;COX4I1;NDUFAF1;ATP5PF;NDUFA8;COX7A1;NDUFS2;NDUFS8;NDUFA7;ATP5IF1;COX5A;SDHD;ANTKMT;NDUFB3;NDUFB1;NDUFA6;PARK7;NDUFB2;NDUFA3;STOML2;PINK1;NDUFA1;COX6C;COX5B;ISCU;NDUFA11;NDUFAB1;NDUFV1;UQCRC1;NDUFA13;UQCC2;ATP5PO;DNAJC30;NDUFB7;COX6B1;UQCRQ;NDUFC2;SHMT2;UQCR10;CHCHD2;ATP5MF;GHITM;NDUFB9;NDUFB11;UQCRFS1	Mitochondrial energy	Astro	C9_ALS_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.0000000113935347368278		0.0000000227870694736556		family_result				
small_GTPase	0.000000223256656035295	0.000000781398296123534	0.690132458796796	-0.320297462694017	-1.7340521607676	452	NCKAP1;RAP1B;RAB30;ITGAV;NOTCH2;RAPGEF2;ARHGAP5;DOCK4;AUTS2;EPS8;OPHN1;RAB21;MAP4K4;FBXO8;FERMT2;RASA2;PSD3;ARHGAP17;ARHGAP26;BRAP;ARHGEF2;RAB18;ARHGEF12;DOCK11;ARHGAP12;ARFGEF1;ARHGAP21;RAB4A;ROCK1;SHOC2;ARHGEF10;KANK1;PICALM;ARHGAP32;RIN2;RAB3GAP1;SH3BP4;AKAP13;PPP1CB;ABCA1;DENND1A;RHEB;RAPGEF6;FNTA;NF1;STARD13;MAPKAP1;DENND4C;CGNL1;KRIT1;CSNK1A1;RALGAPA1;ERBB2;MYO9A;SOS1;RAP1A;ARHGAP31;ALS2;ARHGAP35;HACE1;RIT1;MAPKAPK5;FARP1;APOE;SQSTM1;RALGPS2;ARFGEF2;RALA;RHOB;FAM13A;TRIO;LRP4;ARFGEF3;GNA13;PREX2;LRRK2;RRAS2;RB1;ARHGAP19;DAG1;DOCK1;GNA12;ARHGAP29;FXR1;RHOA;ARHGEF7;DENND4A;DOK7;ABL1;TAX1BP3;CHM;PLEKHG1;FGD4;MYO6;DOCK3;SOS2;CUL3;RGL1;DOCK7;WNK1;RRAGC;ROBO1	Small GTPase	Astro	C9_ALS_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.000000781398296123534		0.00000189429889969341		family_result				
synapse_junction	0.0016973475190854	0.0039604775445326	0.45505986738723	-0.259976967278742	-1.40440636277817	441	RAP1B;AFDN;PARD3;PRKCA;PAK2;AGT;PKN2;CDH2;ADGRL3;RAPGEF2;DOCK4;ERBB4;OPHN1;MAP4K4;MPP7;CTNNA1;LIMCH1;LSAMP;PDLIM5;FERMT2;CLASP1;CTNNB1;PTPRK;ZDHHC2;SDC2;PCDH17;VCL;PTK2;CORO1C;PEAK1;EFNA5;TJP1;ROCK1;FER;GJA1;SMAD3;ARHGAP32;PTPN13;NRG3;APC;CDH20;ANK2;PATJ;PCDHB5;FAM107A;LIN7A;DLG1;NAE1;GABRG1;GPM6A;MYO9A;RAP1A;MYCBP2;CLASP2;GPHN;STRN;CDH11;FARP1;PCDHB3;GPM6B;SLK;ANKRD28;LRP4;PUM2;GNA13;SETD5;NRCAM;PTPRJ;SDK1;DAG1;WDR1;ADNP;DOCK1;PCDHB13;NLGN4X;RHOA;ARHGEF7;CDH4;TBCD;ABL1;ACTN2;ARMCX5-GPRASP2;IGSF11;ACE2;DST;NLGN1;ABI3;PDCD6IP;SORBS1;NRXN1;HIPK1;PLXNB2;SRGAP1;AMIGO1;ITGA2;NPHP1;ITGA6;SRGAP2;VSIG10;LATS1;EGFLAM;VMP1;RYK;TSC1;OGT;AMOT;PCDHB6;SEMA4D;SRGAP2C;NCKIPSD;SDC4;CAPZA1;RHOC;DSCAM;PCDHB10;PTPN1;GJB6;BCR;PKP4;STAU2;CUL5;MACF1;SLITRK2;CPEB3	Synapse/junction	Astro	C9_ALS_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.0039604775445326		0.00484584408130399		family_result				
axon_development	0.00411188721536018	0.00719580262688031	0.407017918923954	-0.255692695632346	-1.35434253799959	364	PARD3;PRKCA;PAK2;FYN;NOTCH2;CDH2;NEO1;AUTS2;OPHN1;RAB21;CTNNA1;RUFY3;SIN3A;BOC;USP33;SEMA3E;C9orf72;PTK2;ULK2;EPHA6;ZDHHC17;PALLD;EFNA5;STK24;USP9X;PICALM;ENAH;PTPRM;LGR6;RAB10;KIF13B;CAMSAP2;SOS1;NTRK2;MYCBP2;CLASP2;BSG;ARHGAP35;GSK3B;SEMA4F;APOE;SEMA4B;GPM6B;COBL;KLF7;HMCN2;TRIO;LRP4;SPAST;PAFAH1B1;LGI1;PUM2;NRCAM;PTPRJ;CDKL3;SEMA6D;CNTN1;DIP2B;DAG1;ADNP;FGFR2;NFIB;ABL1;GLI2;DOCK7;UNC5C;ROBO1;ADAM17;CTNNA2;OLIG2;B4GALT5;NRXN1;JAK2;TNR;NCAM1;PLXNB2;LRRC4C;GOLGA4;AMIGO1;PLEKHG4;TENM1;SCN11A;SMURF1;TSPO;MTR;DPYSL5;CERS2;RYK;MAP3K13;TUBB2B;SEMA4D;KIF5B;SEMA3B;BMPR2;DSCAM;ALCAM;RTCA;NFASC;DISC1;CDKL5;SMN1;MACF1;SLITRK2;PITPNA;ROBO4;ARHGAP4;NTN1;TIAM2;KIAA0319;PTCH1;FEZ2	Axon development	Astro	C9_ALS_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.00719580262688031		0.0102418988406109		family_result				
protein_stabilization	0.0395235433554023	0.0553329606975632	0.321775918075361	-0.260886435805047	-1.29692723457816	208	CLU;CBLB;EGLN3;RAB21;TBL1X;UBE2B;USP33;BAG3;COG3;SMAD3;USP9X;C10orf90;CTNND1;PRKN;GNAQ;ANK2;LAMP1;STK3;WFS1;EP300;NAA30;DBR1;HSPB1;LAMP2;CALR;CREB1;MCM8;SEL1L;PARVA;PLPP3;HSPA1A;ATP1B2;PDCD10;HERC2;CCNH;CREBL2;MORC3;HSPA1B;ATM;CBL;TSC1;BAG4;FLOT2;PPARGC1A;FBXW7;CSNK2A1;CDK7;NAA16;USP13;MDM4;CBX4;STX12;TRIM44;UFL1;SAV1;TAF1;BAG2;FLNA;SPAG1;HCFC1;MTMR9;SAXO1;CEP63;PTGES3;GTPBP4;HPS4;HIP1;MT3;SEC16A;SMAD7;PER3;VHL;HSP90AA1;WDR81;CDKN2A	Protein stabilization	Astro	C9_ALS_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.0553329606975632		0.0773887562203682		family_result				
protein_folding	0.567164179104478	0.661691542288557	0.0840745577910723	0.187687622936769	0.969844417615285	198	PFDN5;SNRNP70;PFDN2;DNAJC2;CLGN;PFDN6;PPIA;PDCL3;TBCB;PBDC1;MOGS;PDIA2;TTC4;TBCC;ARL2;FKBP8;PPIL1;CCT6A;SACS;METTL21A;NAA10;VBP1;CCT8;UNC45A;DNAJC10;PDCD5;ZPR1;TBCE;CDC37;MKKS;NUDCD2;FKBP1B;LTBP4;DNAJB2;GRPEL1;CHCHD4;AHSA1;COA3;ERP29;DNAJB7	Protein folding	Astro	C9_ALS_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.661691542288557		0.728467752978228		family_result				
heat_response	0.895495495495496	0.895495495495496	0.0459538081039063	-0.182470188459854	-0.777294592157293	78	BAG3;HMOX1;EP300;HSPB2;GSK3B;HSPB1;GCLC;MAPKAPK2;HSPA1A;SIRT1;PDCD6;HSPA1B;ATM;SCN11A;DHX36;HSF1;CREBBP;DNAJB1	Heat response	Astro	C9_ALS_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.895495495495496		0.973576727515212		family_result				
mitochondrial_energy	0.000000000625974468840758	0.00000000438182128188531	0.801215574617779	0.521959022091126	2.35849151116956	109	NDUFC1;ATP5MG;ATP5ME;NDUFS6;PARK7;VCP;NUPR1;ANTKMT;NDUFA13;NDUFS8;ATP5PD;NDUFB7;NDUFS7;NDUFA2;SNCA;ATP5PF;ATP5MF;UQCRH;COX7A1;UQCR11;ATP5F1E;UQCC2;CYCS;NDUFB2;NDUFA11;UQCRC1;NDUFA12;UQCRQ;RHOA;ATP5F1D;NDUFA1;NDUFA3;SHMT2;COX6B1;NDUFB4;NDUFB1;COX4I1;NDUFS2;NDUFB10;NDUFC2;CYC1;UQCR10;COX6A1;UQCRHL;NDUFA7;COX7B2;COX7C;NDUFA6;PPIF;ETFRF1;NDUFB9;SDHA;NDUFS5;SIRT3;COX6C;NDUFS1;ABCD1;COX5A;NDUFV3;COX7A2;ISCU;NDUFAB1;UQCC3;STOML2;SLC25A51;COX7B;COX8A;NDUFB11;C2orf69;COX5B;NDUFV1;ATP5PB;NDUFA8;ATP5PO;CHCHD2;NDUFB3;ATPSCKMT	Mitochondrial energy	Astro	C9_FTD_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.00000000438182128188531		0.00000000922488690923223		family_result				
small_GTPase	0.0000000185573659032371	0.0000000649507806613298	0.73376198835648	0.326814642630113	1.75799766364232	452	SIPA1;NOTCH1;RGL3;MYO9B;RASL12;EPHB2;DENND4B;FLCN;KCTD13;ARHGEF4;ARHGEF10;RAPGEF4;ARHGEF1;ARAP1;CRK;ARHGEF10L;RTKN;GIT1;RGL2;RAB9A;ARHGEF40;ABR;SYNPO2;KNDC1;CYFIP1;MADD;RAB4B;PARK7;WNT4;SIPA1L3;ADCYAP1R1;SGSM3;KSR2;ARHGAP9;TNK2;ARHGAP10;ARHGAP1;RAPGEF1;RAB35;AIF1;RHOBTB1;RAB39A;RND2;LAT;ARHGAP6;HEG1;BCAR3;DOK7;MCF2;LZTR1;KIF14;PSD2;TSC2;DOCK10;ARRB1;MCF2L;RB1;GABARAP;SNTA1;DOCK9;ARL3;FAM13A;SYNGAP1;SRGAP2;RASA4;PLXNB1;RAB15;DVL2;ERAS;TNFAIP1;NISCH;CHORDC1;RHOQ;CFL1;TGM2;SHTN1;SEMA4D;CCNA2;COL1A2;RAB33A;CCDC125;RHOC;RHOA;KANK1;RHOG;APOA1;ARHGAP39;DOK3;RAPGEF3;RAF1;RASAL1;ARHGEF17;PPP2CB;LIMK1;ARHGAP28;RIPOR2;ARHGAP23;HRAS;SYDE1;CDC42SE2;ELMO1;LAMA1;RASA4B;GDI1;GNA13;RASGEF1A;CYTH2;ARHGEF25;KANK2;WASF1;ARHGAP26;RAC3;F2R;MRAS;DOCK11;WNT5A;SQSTM1;NGEF;RAB9B;PKP4;MICALL2;ARHGEF18;NUP62;ARHGAP33;ARHGAP35;ARHGDIG;CDKN2A;LARGE1;RAC1;PLEKHG3;EPS8L2;GNB1;RACGAP1;CHML;FGD2;DBNL;GIT2;ARHGAP18;IGF1;RSU1;KBTBD6	Small GTPase	Astro	C9_FTD_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.0000000649507806613298		0.000000207842498116255		family_result				
protein_folding	0.0000710632791209632	0.000165814317948914	0.538434096309916	0.346439589021148	1.71405928700719	198	ZMYND10;COX19;CRYAB;DNAJB2;PFDN6;NAA10;LTBP4;DNAJC5;DNAJB6;ATPAF2;DNAJA1;AHSA1;HSPA1B;SACS;QSOX2;NUDC;SNRNP70;FKBP4;HSPBP1;HSPA1A;TBCB;CLGN;COA3;HSPH1;P4HB;DNAJB1;ENGASE;TBCD;CCT4;RUVBL2;HSP90B1;HSPB1;HSPA2;TAPBP;CHORDC1;ARL2;HSPE1;TTC1;FKBP8;BAG2;CHCHD4;PDCL3;HSPA4;HYPK;KHSRP;HSPB2;HSP90AA1;PFDN5;PTGES3;HSP90AB1;PDIA4;WDR83OS;CCT5;PDIA2;ST13;TELO2;PBDC1;COX14;GRN;HSPA9;PDIA5;DNAJC7;CCT2;PPIE;VBP1;HSPA8;HSPA5;PPIA;PPIF;CCT8;CDC123;CCT3;DNAJC4;CSNK2A1;PFDN2;ZPR1;TRAP1;DNAJC18;PDRG1;PPIL1;P3H1;HSPA14;HSPA6;MPDU1;GAK;NPPC;CCT7;TCP1	Protein folding	Astro	C9_FTD_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.000165814317948914		0.000292613502262789		family_result				
axon_development	0.000187821020651289	0.000328686786139756	0.518848077743792	0.291451105128518	1.53120852160221	364	LLGL1;NOTCH1;APP;WNT7A;PLXNA3;APOD;EPHB2;SEMA6C;SPP1;BAIAP2;EPHB3;SLITRK5;MEGF8;DNM2;RET;ECE1;PLP1;DCLK1;CASP3;ARHGEF40;VASP;MAPT;RGMA;ULK1;CYFIP1;EPHA3;RNF6;SEMA5B;SEMA3D;TAOK2;EFNB1;MAG;APLP1;MAPK8IP3;TENM3;DSCAML1;PLXND1;DHFR;CHODL;NPR2;MAP6;STK11;C12orf57;MCF2;DRD2;VEGFA;SMO;MT3;PTPRS;PRKG1;KIF5C;BOC;MARK2;PLXNC1;LYPLA2;BRSK2;SVBP;TNR;PLXNB1;STXBP1;PLXNB2;SPTBN4;KIFC2;SEMA3C;NFASC;NECTIN1;CELSR2;APBB1;SHTN1;SEMA4D;MAP1S;CNTN2;SEMA6A;RAB8A;S100A6;LIMK1;FEZ1;GDI1;NRP2;EPHB6;ARHGEF25;RAC3;MAP1B;PITPNA;WNT5A;CRTAC1;CTTN;GRN;GPM6B;CCK;METRN;BRSK1;LGI1;ZFYVE27;ROBO4;ARHGAP35;NOTCH3;VANGL2;NEUROD1;RAC1;CNTN1;EPHB1;EFNA4;ANAPC2;ADCY10;NEUROD6;ATL1;SKIL;TIAM1;PLEKHG4B;MAP2;ZPR1;WNT7B;S100B;CERS2;CELSR3;EFNA2;NOVA2;ACTB;NEXN;SZT2;PARD6B;SEMA6B;TRPV2;SSNA1;IGSF9;RELN;RAB10;PLXNA4;PALLD	Axon development	Astro	C9_FTD_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.000328686786139756		0.000674229304902065		family_result				
heat_response	0.000274109753594342	0.000383753655032079	0.49849310876659	0.43092073524751	1.85446273516765	78	EEF1D;MAP2K7;CRYAB;MAPT;TRPV1;DNAJB6;VCP;EIF2B5;DNAJA1;HSPA1B;YWHAE;HSPA1A;CREBBP;DNAJB1;HDAC6;HSPB1;HSPA2;SOD1;CHORDC1;PRKACA;HSBP1;HSPB2;HSP90AA1;HSP90AB1;MTOR;TRPV4;HDAC2;RBBP7;AKT1;DNAJC7;IGF1;EIF2B3;TCIM;SLU7;STUB1;GCLC;HSBP1L1;CXCL10;HSPA6;SUMO1;MAPKAPK2;HIKESHI;MICA;ATXN3	Heat response	Astro	C9_FTD_vs_Ctrl_Occipital	regional_control	20866	72	37	0.459689963681544	0.000383753655032079		0.000935984524468486		family_result				
