threshold	minimum_nuclei	analysis_role	cell_type	contrast	set_id	set_label	NES	pval	padj	comparison_FDR	global_primary_FDR	direction	size	ES	ranked_genes	leadingEdge	log2err	record_type	analysis	gene	log2FC	AveExpr	t	PValue	FDR	treat_t	treat_PValue	treat_FDR	n_samples	n_donors	duplicate_correlation	global_FDR	global_treat_FDR
min30_primary	30	primary	OPC	FTD_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	2.01168591718957	0.0000922609385618391	0.000161456642483219	0.000161456642483219	0.000528403557217806	positive	54	0.505680093444748	12825	MAPT;NRG3;MAP1B;ERBB4;DNER;PLXNA3;NRXN1;ADGRL3;NLGN2;GPHN;SDK1;DNM3;SDK2;PLXNB1;NLGN1;DSCAM;PLXNC1;NRXN2;SLITRK1;PTEN;NLGN4X	0.538434096309916	seven_family_primary_axis															
min30_primary	30	primary	OPC	ALS_vs_FTD_mean	axon_development	Axon development	-2.1138937290066	0.000000564499167774086	0.0000039514941744186	0.0000039514941744186	0.0000177817237848837	negative	74	-0.52219776017824	12825	GPM6B;DSCAML1;CAMSAP2;MAPT;OLIG2;MAP1B;MARK2;MAP1A;RAB10;OLIG1;PARD3;ANK3;ZPR1;MAPK8IP3;MAP7D2;CNTN4;SPAST;NMNAT2;ACTB;GRM7;SPG11;TAOK2;PITPNA;ATL1;MAP1S;DCC;DCHS2;PICALM;SLITRK5	0.659444398037935	seven_family_primary_axis															
min30_primary	30	primary	OPC	ALS_vs_FTD_mean	heat_response	Heat response	-1.50421835680148	0.0483592400690846	0.0564191134139321	0.0564191134139321	0.0761658031088083	negative	21	-0.494287542120491	12825	HSP90AA1;EIF2B3;MTOR;SOD1;MAP2K7;EIF2B4;DNAJA1;HSPB1	0.271288554688953	seven_family_primary_axis															
min30_primary	30	primary	OPC	ALS_vs_FTD_mean	mitochondrial_energy	Mitochondrial energy	-1.36081724236568	0.115716753022453	0.115716753022453	0.115716753022453	0.155109690221585	negative	21	-0.447165803397311	12825	COX4I1;COX7A2;COX5A;UQCRB;COX6B1;C2orf69;UQCRH;MT-CO1;UQCRC1;COX7C;COX6C;COX5B;COX7B;NDUFA12	0.170932335370056	seven_family_primary_axis															
min30_primary	30	primary	OPC	ALS_vs_FTD_mean	protein_folding	Protein folding	-1.84560071902792	0.00000637148074847595	0.0000223001826196658	0.0000223001826196658	0.000064375098727079	negative	140	-0.412657971644684	12825	PPIA;DNAJB1;HSP90AB1;WIPF1;HSPH1;DNAJB6;COX19;HSPA4;PFDN5;CMC1;CCT3;CWC27;FKBP8;KHSRP;BAG2;PFDN2;HSP90AA1;HSPBP1;PTGES3;ST13;TBCE;ERP44;CCT7;FKBP4;NUDC;CHORDC1;CCT4;HSPA4L;AHSA1;ZPR1;BAG4;RIC8B;DNAJB2;DNAJA1;HSP90B1;RUVBL2;TCP1;BAG1;HSPB1;COA3;ATPAF2;TBCC;TAPBP;HSPA8;BAG3;DNAJB5;DNAJC5;DNAJC18;HSPA9;CLU;NFYC;DNAJA2	0.610526878385931	seven_family_primary_axis															
min30_primary	30	primary	OPC	ALS_vs_FTD_mean	protein_stabilization	Protein stabilization	-1.35549155461325	0.0251334984745961	0.0351868978644346	0.0351868978644346	0.045240297254273	negative	180	-0.291121589652345	12825	HSP90AB1;HIP1;SMAD7;PFDN5;CCT3;PIN1;HSPA1A;POLR2E;NAA16;BAG2;PFDN2;CCNH;HSPA1B;C10orf90;HSP90AA1;PTGES3;PARK7;PIK3R1;PINK1;MTOR;GAPDH;CCT7;CCT4;EGLN3;MAPK8IP3;STUB1;BAG6;BAG4;ATP1B1;RASSF2;PPP1CA;EPHA4;NLK;RUVBL2;TCP1;MT3;BAG1;ZSWIM7;HSPB1;FLOT2;PFN1	0.352487857583619	seven_family_primary_axis															
min30_primary	30	primary	OPC	ALS_vs_FTD_mean	small_GTPase	Small GTPase	-1.41598854946698	0.0102883536319016	0.0180046188558278	0.0180046188558278	0.0209085896390258	negative	161	-0.310773687565878	12825	RIN2;RASGEF1B;ARHGAP35;ARHGAP5;RUNDC3A;CHN1;ARHGEF25;FAM13A;SOS1;ARHGAP31;ARHGEF28;DOCK10;ARHGAP1;RAPGEF4;DIRAS2;ARHGAP20;STARD13;NGEF;TNK2;RND1;DOCK4;RAPGEF2;GDI1;ARHGAP44;DOCK11;RAPGEF1;ARHGEF4;SRGAP2;RAC1;SIPA1L1;DOCK9;RRAGC;MCF2L;ARHGEF2;BCR;PLD1;CCDC88A;PLEKHG4B;SOS2;DOCK3;ARHGEF11;KRIT1;FGD4;RALGAPA2;ARHGAP26;DOCK1;FGD3;SIPA1L3	0.380730400722792	seven_family_primary_axis															
min30_primary	30	primary	OPC	ALS_vs_FTD_mean	synapse_junction	Synapse / junction assembly	-1.84747532200089	0.000202687671788902	0.000472937900840771	0.000472937900840771	0.000798082707668802	negative	54	-0.487342756473876	12825	OPHN1;PLXNB1;SDK1;NLGN4X;DSCAM;ADGRL3;DNER;MAPT;NRXN1;MAP1B;GPHN;DNM3;PLXNA3;ERBB4;NLGN1;NRG3	0.518848077743792	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_Ctrl_mean	axon_development	Axon development	0.853582267031354	0.761341222879684	0.779324055666004	0.779324055666004	0.786303230187215	positive	78	0.206941815224324	16304	PARD3;PARD6B;LLGL1;DOCK7;CELSR3;GRM7;SLITRK2;NTNG2;BRSK2;KLF7;DCC;MAPT;MARK2;DSCAML1;SPG11;ULK1;S100B;RAB8A;APLP1;MAP1B;CELSR1;CELSR2	0.057609110864425	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_Ctrl_mean	heat_response	Heat response	1.3318241883244	0.104536489151874	0.243918474687706	0.243918474687706	0.146351084812623	positive	23	0.415844014362978	16304	LRP11;HSPB1;DNAJA4;DNAJA3;CRYAB;PSIP1;DNAJA1;SOD1;EIF2B5;HSP90AA1	0.193813302725311	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	0.808193360852544	0.779324055666004	0.779324055666004	0.779324055666004	0.787539936102236	positive	22	0.254641677716636	16304	C2orf69;ATP5F1C;NDUFV3;NDUFS2;COX6B1;COX5B;UQCRC2;COX4I1	0.0568864160475701	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_Ctrl_mean	protein_folding	Protein folding	1.24254957539195	0.0757575757575758	0.243918474687706	0.243918474687706	0.116306932801745	positive	152	0.270772229092915	16304	DNAJB2;TBCD;TTC4;COX19;P3H1;PTGES3;QSOX1;PDIA3;PDIA6;ENGASE;PDIA5;HSPB1;UNC45A;CHORDC1;BAG2;PDIA4;HSPA8;BAG3;ATPAF2;DNAJA4;PPIF;DNAJA3;ERO1B;CALR;CRYAB;HSPA4L;ATF6;RIC3;HSP90AB1;FKBP6;ST13;NKTR;DNAJA1;TTC1;CCT4;HSP90AA1;TAPBP;SACS;TBCE;LMAN2L;ERO1A;CSNK2A1;PDIA2;CCT3;ALG12;PPID;DNAJB1;MESD	0.224966093540314	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_Ctrl_mean	protein_stabilization	Protein stabilization	1.14593503659387	0.159090909090909	0.278409090909091	0.278409090909091	0.200454545454545	positive	192	0.242951020257956	16304	ZSWIM7;UBE2B;MORC3;P3H1;DBR1;COG7;PTGES3;TBL1X;ZNF207;HSPB1;SMAD3;PRKRA;TNIP2;BAG2;PEX6;CEP63;BAG3;HSPA1A;PIM1;DNAJA3;MT3;CALR;EFNA1;RTN4;CRYAB;CBL;PYHIN1;FLOT2;PER3;HSP90AB1;AAK1;HSPA1B;IFT46;USP2;TMC8;MYCNOS;RASSF1;CHP1;PRKCD;RABL3;CCT4;HSP90AA1;AKT2;CDK7;CSNK2A1;TRIM44;CCT3;PARK7;RUVBL1;OTUD3;UXT;GAPDH;FLNA;STX12;PTEN;CDKN2A;ATM	0.151148761385484	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_Ctrl_mean	small_GTPase	Small GTPase	1.43649353203199	0.00894155464783459	0.0625908825348421	0.0625908825348421	0.0194247566487441	positive	162	0.309574114139298	16304	ARHGAP39;RAPGEF3;ARHGAP22;ARHGAP33;ARHGEF10L;SIAH2;RIN2;ARHGAP31;RASGEF1C;PLCD4;RACGAP1;TRIO;DOCK11;RASGRF1;NUCB2;GDI2;DOCK7;SWAP70;SIPA1L2;TIAM2;RALGPS1;SOS1;TIAM1;RHOQ;RALGAPA1;ARHGEF1;BCR;RAB18;PREX2;MYO9B;SRGAP2;SIPA1L3;ARHGAP25;RAPGEF4;RHOF;ARHGEF10;DOCK10;GNA13;MCF2L;CHP1;ARHGEF3;GARNL3;CHM;PLD2;FAM13A;ARHGAP28;ARHGAP29;ABR;ARHGEF4;ARHGAP26;ITSN1;ARHGAP35;RRAD;RASGEF1B;DNMBP;TSC2	0.380730400722792	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	-0.913254886968132	0.646245059288538	0.779324055666004	0.779324055666004	0.678557312252965	negative	65	-0.225767828297995	16304	OPHN1;GRIA1;BDNF;CDC42;PCDHB16;DRD2;SPOCK2;PLXNB3;SLITRK1;PCDHB5;DAG1;SDK1;NLGN3;VMP1;CDH1	0.0655321029282414	seven_family_primary_axis															
min30_primary	30	primary	Oligo	FTD_vs_Ctrl_mean	axon_development	Axon development	1.86260798257112	0.000330234761584685	0.000680817757157071	0.000680817757157071	0.00109498894630711	positive	78	0.414937484330842	16304	MAP7D2;PARD3;DOCK7;MAPT;S100A6;RAB3A;STK11;MAPK8IP3;APLP2;NTNG1;MGARP;TAOK2;NPR2;NMNAT2;CELSR2;CAMSAP2;MARK2;MAP1B;APP;RAB10;BAIAP2;CELSR3;SLITRK5;CNTN4;NRCAM	0.49849310876659	seven_family_primary_axis															
min30_primary	30	primary	Oligo	FTD_vs_Ctrl_mean	heat_response	Heat response	1.12325744253865	0.281795511221945	0.281795511221945	0.281795511221945	0.334964475603444	positive	23	0.325770299436292	16304	HSPB1;SOD1;DNAJA4;DNAJA1;HSP90AA1;EIF2B3	0.128142916898415	seven_family_primary_axis															
min30_primary	30	primary	Oligo	FTD_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	2.00565036910229	0.00108449851590354	0.00151829792226496	0.00151829792226496	0.00310560938645105	positive	22	0.59806094012805	16304	C2orf69;COX6B1;UQCRB;COX7C;COX4I1;COX7A2;COX5B;COX6A1;COX6C;COX7B;UQCRC1;UQCRH;NDUFB6;COX5A;NDUFA12;NDUFV3	0.45505986738723	seven_family_primary_axis															
min30_primary	30	primary	Oligo	FTD_vs_Ctrl_mean	protein_folding	Protein folding	1.90623831061021	0.00000548771481622382	0.0000250347606160863	0.0000250347606160863	0.000064375098727079	positive	152	0.374683468693564	16304	HSPB1;ZMYND10;BAG2;PTGES3;CHORDC1;HSPA4L;DNAJB1;BAG3;ATPAF2;ST13;HSPA4;TBCE;FKBP4;DNAJB6;CCT3;HSP90AB1;CCT4;HYPK;PPID;COX19;AHSA1;HSPH1;HSPA8;DNAJA4;TSC1;TBCD;DNAJA1;DNAJB2;RIC8B;PDIA5;P4HB;RUVBL2;HSPD1;PPIA;CLU;NUDC;HSP90AA1;PDIA4;HSPA9	0.610526878385931	seven_family_primary_axis															
min30_primary	30	primary	Oligo	FTD_vs_Ctrl_mean	protein_stabilization	Protein stabilization	1.60945522210013	0.000389038718375469	0.000680817757157071	0.000680817757157071	0.00122547196288273	positive	192	0.307661762012447	16304	HSPB1;BAG2;PTGES3;SMAD3;RTN4;NAA16;UBE2B;SOX4;HIP1;BAG3;MORC3;PIM1;HSPA1B;HSPA1A;MT3;CCT3;HSP90AB1;CCT4;MAPK8IP3;HYPK;PARK7;PYHIN1;PINK1;TSC1;PEX6;PPARGC1A;RUVBL2;HSPD1;CLU;PARVA;FLNA;PRKCD;BAG6;HSP90AA1;CHEK2;TMC8;RASSF2;GAPDH;SPAG1;CCT7;WFS1;MCM8;STUB1;PIN1;TCP1;USP27X;UXT;VHL;LAMP1;MSX1;FLOT2;RPL23;USP33;RPAP3;CCT5;CCNH;PRKRA;HCFC1;CDKN2A;TNIP2;CAMLG;EP300;ZSWIM7;APOA1;CBLB;STK4;LAMP2;ATM;CCT6A;USP36;PFDN5	0.49849310876659	seven_family_primary_axis															
min30_primary	30	primary	Oligo	FTD_vs_Ctrl_mean	small_GTPase	Small GTPase	1.83903316513648	0.00000715278874745322	0.0000250347606160863	0.0000250347606160863	0.000064375098727079	positive	162	0.358418250840997	16304	ARHGAP35;ARHGAP25;RASGEF1B;DOCK7;ARHGAP20;ARHGEF10;SOS1;FAM13A;TIAM2;DOCK11;SIPA1L3;ARHGAP31;RAPGEF1;ARHGAP10;RIT2;ABR;RALGPS2;RAP1GAP2;RAPGEF4;ARHGAP18;RASGRP3;RALGDS;RUNDC3A;SIAH2;DOCK1;RALGAPA2;GNA13;CHN1;RACGAP1;CCDC88A;ARAP1;RAPGEF2;RAC3;ARHGAP24;DNMBP;RALGPS1;STARD13;RGL3;ARHGAP5;RRAD;SIPA1L2;ARHGAP12;MCF2L;ITSN1;PLCE1;RRAGC;OBSCN;DOCK8;TRIO;BCR;SOS2;ARHGAP39;ARHGEF12;SIPA1;SRGAP2;ARHGAP26;RND2;DOCK10;RALGAPB;DIRAS2;ARHGEF11;RASGRF1;RHOBTB1;MYO9B;RHOA;ARHGAP44;ARHGAP11A;MCF2;RAC1;ARHGAP32;GDI1;FGD3;DVL2;RAPGEF3;AKAP13	0.610526878385931	seven_family_primary_axis															
min30_primary	30	primary	Oligo	FTD_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	1.30779727341311	0.0891366746374728	0.103992787077052	0.103992787077052	0.127627511412745	positive	65	0.30159508314852	16304	MAPT;FARP1;PLXNA4;FLRT3;GPM6A;PLXNA1;SPOCK2;GPHN;GRIA1;MAP1B;NRCAM;SDK1;DSCAM;PLXNB2;ZDHHC2;NRG3;DNER	0.287805130535564	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_FTD_mean	axon_development	Axon development	-1.88157198157206	0.000171474831882252	0.000600161911587883	0.000600161911587883	0.000771636743470135	negative	78	-0.422441087877532	16304	MAP7D2;RAB3A;S100A6;NMNAT2;CNTN4;STK11;APLP2;BAIAP2;GPM6B;NTNG1;MAPT;DOCK7;NPR2;MGARP;SLITRK5;MAPK8IP3;TAOK2;CAMSAP2;RAB10;CELSR2;APP;CNTNAP1;PITPNA;CTNNA2;NRCAM;PARD3;MAP1B;SHTN1;MARK2	0.518848077743792	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_FTD_mean	heat_response	Heat response	-0.93445139239187	0.55868544600939	0.55868544600939	0.55868544600939	0.596562425399857	negative	23	-0.269364083952916	16304	HSPB1;SOD1;EIF2B3;MAP2K7;DNAJA2;DNAJA1;DNAJA4;HSP90AA1	0.0817515582532145	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_FTD_mean	mitochondrial_energy	Mitochondrial energy	-2.19372712824255	0.000107232852553699	0.000600161911587883	0.000600161911587883	0.000562972475906921	negative	22	-0.647310605042217	16304	UQCRC1;UQCRB;COX6C;COX7B;COX7C;COX6B1;UQCRH;C2orf69;COX7A2;COX6A1;COX4I1;NDUFA12;COX5A;MT-CO1;COX5B;NDUFB6	0.538434096309916	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_FTD_mean	protein_folding	Protein folding	-1.58964458798259	0.000971926169787948	0.00226782772950521	0.00226782772950521	0.00291577850936384	negative	152	-0.319848168119665	16304	HSPB1;ZMYND10;BAG2;CLU;HSPA4;HSPA4L;PTGES3;CHORDC1;DNAJB1;FKBP4;RIC8B;DNAJB6;HSPH1;HYPK;PPIA;CCT2;TBCE;ST13;RUVBL2;CCT3;KHSRP;BAG3;AHSA1;ATPAF2;PPID;CCT4;TSC1;P4HB;COA3;CCT7;NUDC;HSP90AB1;PFDN4;CCT6A;MKKS;HSPD1;CCT5;GRPEL1;HSPA9;DNAJA2;DNAJA1	0.477270815362862	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_FTD_mean	protein_stabilization	Protein stabilization	-1.43802007800456	0.00478661616308233	0.00670126262831526	0.00670126262831526	0.0115983391643918	negative	192	-0.280510792042708	16304	HSPB1;NAA16;HIP1;SOX4;BAG2;CLU;RTN4;SMAD3;PINK1;PTGES3;PARVA;HSPA1B;PPARGC1A;HYPK;MSX1;USP27X;CCT2;MAPK8IP3;PIM1;RUVBL2;CCT3;BAG3;CHEK2;CCT4;UBE2B;TSC1;CCT7;PARK7;HSP90AB1;MT3;WFS1;HSPA1A;CCT6A;HSPD1;CCT5;BAG6;WDR81;CCNH;APOA1;STUB1;STK4;LAMP1;FLNA;CAMLG;MORC3;PYHIN1;CBLB;TCP1;RASSF2;SPAG1;VHL;LAMP2;PFDN5;RPAP3;MCM8;PIN1;EGLN3;HCFC1;CCT8;PRKCD;FBXW7;HSP90AA1;RPL23;PEX6;TMC8	0.407017918923954	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_FTD_mean	small_GTPase	Small GTPase	-1.49296886697339	0.00346217368571853	0.00605880395000743	0.00605880395000743	0.0087246776880107	negative	162	-0.295436855248697	16304	ARHGAP10;ARHGAP20;RAP1GAP2;ARHGAP35;STARD13;RASGEF1B;RUNDC3A;FAM13A;RIT2;ARHGAP25;ARHGAP18;RAPGEF1;ARHGEF10;RALGPS2;CHN1;DOCK7;SOS1;SIPA1L3;ABR;TIAM2;ARHGAP24;DOCK11;RASGRP3;DIRAS2;FAM13B;DOCK5;SOS2;RALGDS;DEF6;CCDC88A;DOCK1;ARHGAP31;ARHGAP44;RAC1;RALGAPB;RAPGEF4;ARHGAP12;RHOA;ARAP1;PLCE1;RALGAPA2;RND2;ARHGAP4;ARHGAP5;RAPGEF2;RAC3;ARHGAP11A;RHOBTB1;RGL3;DNMBP;ARHGAP15;GNA13;RRAGC;RABIF;KRIT1;RRAD;OBSCN	0.431707695803346	seven_family_primary_axis															
min30_primary	30	primary	Oligo	ALS_vs_FTD_mean	synapse_junction	Synapse / junction assembly	-1.34846461211024	0.0775379552011636	0.0904609477346908	0.0904609477346908	0.116306932801745	negative	65	-0.31616515848568	16304	GRIA1;PLXNA4;SPOCK2;FARP1;MAPT;PLXNA1;SDK1;GPM6A;FLRT3;ZDHHC2;PLXNB2;RHOA;NRCAM;MAP1B;NRG3;DSCAM;GPHN;KIRREL3	0.287805130535564	seven_family_primary_axis															
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	COX7C	0.869896091700805	4.91564042087746	3.24087772857592	0.00447070641621001	0.998912283529694	2.26091890838026	0.0183480535450017	0.999998055253224	23	12	0.587484901762905	0.292624207775199	0.94866624651063
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	MAPT	-0.168437436890477	8.46780102343132	-1.54164048747779	0.139122791959701	0.998912283529694	0	0.801882616373385	0.999998055253224	23	12	0.587484901762905	0.734421877480766	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	HSP90AB1	0.283997544298831	7.5619686727519	1.40097112363236	0.177999397471207	0.998912283529694	0.103411991546383	0.466670619286733	0.999998055253224	23	12	0.587484901762905	0.774894220313795	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	HSP90AA1	0.327409889384159	7.60785620323154	1.30197972726942	0.209937238030643	0.998912283529694	0.255995854839309	0.415964679225433	0.999998055253224	23	12	0.587484901762905	0.80174499497704	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	STARD13	0.149264741590921	7.74063288026508	1.23082608683382	0.232927989683364	0.998912283529694	0	0.821664226910533	0.999998055253224	23	12	0.587484901762905	0.817925692101326	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	BCR	-0.192211868602446	5.26378733795881	-1.06107762399602	0.301531723300622	0.998912283529694	0	0.660394844742651	0.999998055253224	23	12	0.587484901762905	0.856618828240349	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	DOCK7	-0.112694850346048	6.77069061669404	-0.938969273425076	0.359153878672378	0.998912283529694	0	0.890147250650922	0.999998055253224	23	12	0.587484901762905	0.882133836555281	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	CCT5	0.17657476220946	4.74791081840324	0.90521027416273	0.376327151240653	0.998912283529694	0	0.686687887948951	0.999998055253224	23	12	0.587484901762905	0.889200783237396	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	COA3	0.179602249013786	3.36640472765046	0.625957564288959	0.538551365200506	0.998912283529694	0	0.682299776811957	0.999998055253224	23	12	0.587484901762905	0.937101344679338	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	MAP1B	0.0877450235709993	9.86842461761944	0.59671587025646	0.557514935978402	0.998912283529694	0	0.889908367581158	0.999998055253224	23	12	0.587484901762905	0.941822386209372	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	PARK7	0.145180059901134	4.63300198028568	0.550258605950211	0.588551433091396	0.998912283529694	0	0.739077945387808	0.999998055253224	23	12	0.587484901762905	0.948346313907043	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	COX5B	0.157446688883316	4.35474039700407	0.461479754633255	0.65004599986765	0.998912283529694	0	0.736635417721369	0.999998055253224	23	12	0.587484901762905	0.959094348456593	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	BAG3	0.174852073235788	0.604423377797668	0.380695187504471	0.707516677615782	0.998912283529694	0	0.751133317488856	0.999998055253224	23	12	0.587484901762905	0.968172573584406	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	ARHGAP39	0.0247239520940274	5.23371147044745	0.163558942713116	0.871750050143127	0.998912283529694	0	0.970418996699632	0.999998055253224	23	12	0.587484901762905	0.988421103479154	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	CHORDC1	-0.0288518391088175	5.63984788710695	-0.0964316175208641	0.924278976738045	0.998912283529694	0	0.949161409439752	0.999998055253224	23	12	0.587484901762905	0.993481481929113	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	CCT8	0.0155825132846426	4.88870044472979	0.0808348324812505	0.936391524126397	0.998912283529694	0	0.974966947352081	0.999998055253224	23	12	0.587484901762905	0.994495644598231	0.9999999293206
	30		Exc_deep	ALS_region_interaction														shortlist_region_interaction	ALS_focused	ARHGAP35	-0.0114374703728108	6.36982082211508	-0.0794184552387969	0.937503581566298	0.998912283529694	0	0.987578629538697	0.999998055253224	23	12	0.587484901762905	0.994600988303277	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	MAPT	-0.289840070936481	8.40803855167381	-2.49501198723851	0.0223538049289489	0.997352179873981	-0.230749514865264	0.410108660807428	0.999991370713449	22	12	0.539711109036388	0.452427217883847	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	COX5B	0.558374198186979	4.59141478626155	2.17204454335911	0.0432760258901195	0.997352179873981	1.14885534915554	0.135207674325564	0.999991370713449	22	12	0.539711109036388	0.545706398539234	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	COX7C	0.739845605393041	5.2684732099087	2.09677859335682	0.0516978211715531	0.997352179873981	1.35131912526194	0.103121608876972	0.999991370713449	22	12	0.539711109036388	0.573200245905719	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	HSP90AB1	0.398468047360248	7.97903328365845	1.73147176932719	0.100889193987499	0.997352179873981	0.588502713012336	0.286974994195296	0.999991370713449	22	12	0.539711109036388	0.682409379920672	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	HSP90AA1	0.505222340615287	7.95395773209933	1.73253021350029	0.101761976229917	0.997352179873981	0.830521298490415	0.217860377892956	0.999991370713449	22	12	0.539711109036388	0.683594803857969	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	PARK7	0.329829205263852	5.16611964072007	1.45982922364036	0.161278105943226	0.997352179873981	0.295634827477428	0.393938609017344	0.999991370713449	22	12	0.539711109036388	0.758391651394281	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	COA3	0.58373057461867	3.59406507534356	1.37728218868543	0.185692178497304	0.997352179873981	0.756666072418094	0.260342658935469	0.999991370713449	22	12	0.539711109036388	0.782169139439289	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	STARD13	-0.257008311303811	7.0013247286353	-1.28929269099227	0.213477994175377	0.997352179873981	0	0.520734256596183	0.999991370713449	22	12	0.539711109036388	0.804232652319985	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	BCR	-0.274837369267313	5.59059605596581	-1.24259743705818	0.22971880006254	0.997352179873981	-0.0533636752210248	0.491766011339196	0.999991370713449	22	12	0.539711109036388	0.81556168311948	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	DOCK7	-0.166666681589579	6.5225681570177	-1.12064599793912	0.27691892160592	0.997352179873981	0	0.742299394894507	0.999991370713449	22	12	0.539711109036388	0.84376967833222	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	MAP1B	0.198062042003537	9.87009996359929	0.9499439163574	0.354762484733306	0.997352179873981	0	0.640649527387565	0.999991370713449	22	12	0.539711109036388	0.88052901730361	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	ARHGAP35	-0.124006006264061	6.44915519957383	-0.855955388498204	0.403082630103957	0.997352179873981	0	0.832837585546995	0.999991370713449	22	12	0.539711109036388	0.898822929682321	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	BAG3	-0.28594988536971	0.73882060847076	-0.454772645804766	0.654635305788795	0.997352179873981	-0.0364446142195848	0.682636788104031	0.999991370713449	22	12	0.539711109036388	0.960077553239647	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	CCT8	-0.0779884249072849	5.13516743471863	-0.427060192219855	0.67431390070561	0.997352179873981	0	0.876907494921973	0.999991370713449	22	12	0.539711109036388	0.963163193268923	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	CHORDC1	0.119223204926215	5.68044895012513	0.409626257397103	0.687102893322194	0.997352179873981	0	0.789379479762462	0.999991370713449	22	12	0.539711109036388	0.965189703447331	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	CCT5	0.0256989521620392	4.84584752355063	0.107104362307796	0.915870730934567	0.997352179873981	0	0.954340887352594	0.999991370713449	22	12	0.539711109036388	0.992693111004868	0.9999999293206
	30		Exc_intermediate	ALS_region_interaction														shortlist_region_interaction	ALS_focused	ARHGAP39	0.0133228411149844	5.3904949786918	0.0778423224080435	0.938797631471906	0.997352179873981	0	0.980986017868856	0.999991370713449	22	12	0.539711109036388	0.994668842519734	0.9999999293206
