cohort	cell_type	contrast	clr_effect	CI_low	CI_high	t	p_value	contrast_FDR	n_samples	n_donors	duplicate_correlation	analysis_role	compositional_fold_ratio	fold_ratio_CI_low	fold_ratio_CI_high	global_primary_FDR	record_type	full_effect	loo_iterations	loo_same_direction_fraction	loo_effect_min	loo_effect_max	model	clr_effect_per_pTDP_level	FDR
GSE219280	VLMC	ALS_vs_Ctrl_mean	-0.0733523394554685	-0.680163291434459	0.533458612523522	-0.241931891015546	0.809679850061049	0.970575539552179	33	17	0.236677165090426	primary	0.929273352670523	0.506534272904059	1.70481843021721	0.94462649173789	GSE219280_CLR_composition_results.tsv								
GSE219280	Astro	FTD_vs_Ctrl_mean	0.538442247971354	-0.108157473873514	1.18504196981622	1.66661841553188	0.100941427200201	0.141317998080282	33	17	0.236677165090426	primary	1.71333582995718	0.897486254664962	3.27082409447141	0.211976997120423	GSE219280_CLR_composition_results.tsv								
GSE219280	Endo	FTD_vs_Ctrl_mean	1.96692615128576	1.28234940418826	2.65150289838326	5.75040551718172	0.000000343023969966888	0.00000480233557953644	33	17	0.236677165090426	primary	7.14866875519224	3.60509961996853	14.1753267200722	0.0000144070067386093	GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_deep	FTD_vs_Ctrl_mean	-0.468897387296893	-1.06826139960268	0.130466625008896	-1.56574023156802	0.122808476730355	0.156301697656815	33	17	0.236677165090426	primary	0.625691783787601	0.34360539087524	1.13935991313203	0.238184228580531	GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_intermediate	FTD_vs_Ctrl_mean	-0.865689891113813	-1.46752465307604	-0.263855129151587	-2.87884072832598	0.00556800149915248	0.0259840069960449	33	17	0.236677165090426	primary	0.420761173079358	0.230495335526892	0.76808480469429	0.0334080089949149	GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_upper	FTD_vs_Ctrl_mean	-0.7521859504666	-1.41312646262008	-0.0912454383131162	-2.27769414639563	0.0264191580905955	0.0528383161811911	33	17	0.236677165090426	primary	0.471335110606071	0.243381170284202	0.912793648870285	0.085354203061924	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_LAMP5	FTD_vs_Ctrl_mean	-0.202385623314821	-0.753894704631156	0.349123458001513	-0.734445461808229	0.465613914129152	0.543216233150678	33	17	0.236677165090426	primary	0.816779897832981	0.470530402492893	1.41782422128214	0.631620779598892	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_PVALB	FTD_vs_Ctrl_mean	-0.699601660108456	-1.30170304946101	-0.097500270755898	-2.32548618065977	0.023537526073902	0.0528383161811911	33	17	0.236677165090426	primary	0.49678315293045	0.272068052909047	0.907102095952526	0.085354203061924	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_SST	FTD_vs_Ctrl_mean	-0.879691739301905	-1.56291408756161	-0.196469391042201	-2.57692044442371	0.0125142638345282	0.0437999234208488	33	17	0.236677165090426	primary	0.414910792660822	0.209524607651303	0.821626480040618	0.0583998978944651	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_VIP	FTD_vs_Ctrl_mean	-0.51511508571679	-1.11797473621265	0.087744564779067	-1.71009647763305	0.0925525133058456	0.141317998080282	33	17	0.236677165090426	primary	0.597431834790737	0.32694126687744	1.09170922542252	0.204589766255027	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_other_CGE	FTD_vs_Ctrl_mean	-0.669008923505406	-1.2760124791072	-0.0620053679036153	-2.20583608289187	0.031340674311741	0.0548461800455468	33	17	0.236677165090426	primary	0.51221597152154	0.279148193380145	0.939877841603884	0.0940220229352231	GSE219280_CLR_composition_results.tsv								
GSE219280	Micro	FTD_vs_Ctrl_mean	0.187938037515186	-0.425975071982465	0.801851147012837	0.612689363896406	0.542458552845478	0.584186133833592	33	17	0.236677165090426	primary	1.20675873926292	0.653132623219231	2.22966454746912	0.690401794530609	GSE219280_CLR_composition_results.tsv								
GSE219280	OPC	FTD_vs_Ctrl_mean	1.64573609417379	1.00570878589649	2.28576340245109	5.1462899406346	0.0000032508420584632	0.0000227558944092424	33	17	0.236677165090426	primary	5.18482502212512	2.73384429655788	9.83319004081604	0.0000682676832277272	GSE219280_CLR_composition_results.tsv								
GSE219280	Oligo	FTD_vs_Ctrl_mean	-0.0428559116398994	-1.04980076561047	0.964088942330674	-0.0876278468821431	0.930866418269244	0.930866418269244	33	17	0.236677165090426	primary	0.958049423892642	0.350007475690708	2.62239741254016	0.960895481754126	GSE219280_CLR_composition_results.tsv								
GSE219280	VLMC	FTD_vs_Ctrl_mean	0.756389641518491	0.0936857087514722	1.41909357428551	2.28432864544401	0.0260012821635999	0.0528383161811911	33	17	0.236677165090426	primary	2.13057019593437	1.09821453245467	4.13337214693176	0.085354203061924	GSE219280_CLR_composition_results.tsv								
GSE219280	Astro	ALS_vs_FTD_mean	-0.656546811707189	-1.30357096836221	-0.00952265505217109	-2.03084960269004	0.0468275899465832	0.0819482824065206	33	17	0.236677165090426	primary	0.518639204618563	0.271560326194397	0.990522541848843	0.122922423609781	GSE219280_CLR_composition_results.tsv								
GSE219280	Endo	ALS_vs_FTD_mean	-1.34332764972238	-2.02835376014602	-0.658301539298746	-3.9247083525203	0.00023134393258873	0.00161940752812111	33	17	0.236677165090426	primary	0.260975786048852	0.131551908981919	0.51772993209226	0.00242911129218167	GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_deep	ALS_vs_FTD_mean	0.446782055566689	-0.152975385536205	1.04653949666958	1.49091415498191	0.141361938456566	0.16492226153266	33	17	0.236677165090426	primary	1.56327355538701	0.858150844474324	2.84777929743733	0.24738339229899	GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_intermediate	ALS_vs_FTD_mean	0.897091955774442	0.294862143189233	1.49932176835965	2.98131093154401	0.00417922132622864	0.0146272746418002	33	17	0.236677165090426	primary	2.45246086654731	1.34294121233215	4.47865047755971	0.0292545492836005	GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_upper	ALS_vs_FTD_mean	1.02024913807426	0.358874777666096	1.68162349848242	3.08738964358042	0.00308625457308864	0.0144025213410803	33	17	0.236677165090426	primary	2.77388575844027	1.43171750733831	5.37427401805151	0.0259245384139446	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_LAMP5	ALS_vs_FTD_mean	0.211732813696945	-0.340138283940022	0.763603911333912	0.767861830566813	0.445660684627179	0.466196289703944	33	17	0.236677165090426	primary	1.23581764741451	0.711671903163069	2.14599628125434	0.631620779598892	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_PVALB	ALS_vs_FTD_mean	0.809815920014227	0.207319305021683	1.41231253500677	2.69007420451843	0.00929734800152229	0.0260325744042624	33	17	0.236677165090426	primary	2.24749422988961	1.23037537410104	4.10543840498895	0.0488110770079921	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_SST	ALS_vs_FTD_mean	0.630484614665718	-0.0531862078785809	1.31415543721002	1.84569530975458	0.070003619990365	0.108894519985012	33	17	0.236677165090426	primary	1.87852071740289	0.948203433092832	3.72160652720016	0.163341779977518	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_VIP	ALS_vs_FTD_mean	0.462486014561537	-0.140769359304839	1.06574138842791	1.53436953163527	0.130334907017295	0.16492226153266	33	17	0.236677165090426	primary	1.5880169150478	0.868689643777735	2.90299042994365	0.238184228580531	GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_other_CGE	ALS_vs_FTD_mean	0.647320328093841	0.0399183290189432	1.25472232716874	2.13292502474799	0.0371416879558334	0.0742833759116668	33	17	0.236677165090426	primary	1.91041467933635	1.04072577362645	3.50686447814809	0.103996726276333	GSE219280_CLR_composition_results.tsv								
GSE219280	Micro	ALS_vs_FTD_mean	-0.470841657687503	-1.0851577461616	0.143474430786593	-1.53396535741923	0.130434220413148	0.16492226153266	33	17	0.236677165090426	primary	0.624476451628749	0.337848487388919	1.15427729646726	0.238184228580531	GSE219280_CLR_composition_results.tsv								
GSE219280	OPC	ALS_vs_FTD_mean	-1.46339395170879	-2.10384138059534	-0.822946522822246	-4.57309612563546	0.0000254706691273555	0.000356589367782977	33	17	0.236677165090426	primary	0.231449412070547	0.121986928846008	0.439135822621003	0.000356589367782977	GSE219280_CLR_composition_results.tsv								
GSE219280	Oligo	ALS_vs_FTD_mean	-0.36211078864783	-1.36971661173653	0.645495034440867	-0.739925313435662	0.466196289703944	0.466196289703944	33	17	0.236677165090426	primary	0.696205231932701	0.254178980687295	1.90693079207353	0.631620779598892	GSE219280_CLR_composition_results.tsv								
GSE219280	VLMC	ALS_vs_FTD_mean	-0.829741980973959	-1.49288091952336	-0.166603042424558	-2.50421201596445	0.0150842172381856	0.0351965068890997	33	17	0.236677165090426	primary	0.436161809849679	0.224724309420982	0.846535583362153	0.0633537124003794	GSE219280_CLR_composition_results.tsv								
GSE219280	Astro	ALS_region_interaction	-0.236877792874916	-1.16683689352238	0.693081307772546	-0.509792051752043	0.612116949508823	0.94876185381333	33	17	0.236677165090426	secondary	0.789087714266502	0.31135021923447	1.99986825876433		GSE219280_CLR_composition_results.tsv								
GSE219280	Endo	ALS_region_interaction	0.140608174282558	-0.843970622377823	1.12518697094294	0.285820024039298	0.776026595937273	0.94876185381333	33	17	0.236677165090426	secondary	1.15097357857204	0.429999762604249	3.0807928138094		GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_deep	ALS_region_interaction	0.216601662865085	-0.645421624515904	1.07862495024607	0.502892720415167	0.616929632464358	0.94876185381333	33	17	0.236677165090426	secondary	1.24184932889736	0.524441378143615	2.94063325274174		GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_intermediate	ALS_region_interaction	-0.0279119766789495	-0.893488770272205	0.837664816914306	-0.0645383042755128	0.94876185381333	0.94876185381333	33	17	0.236677165090426	secondary	0.972473963421838	0.40922556541819	2.31096414655071		GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_upper	ALS_region_interaction	-0.0848454133730343	-1.03542986848233	0.865739041736264	-0.17863650899163	0.858840933772244	0.94876185381333	33	17	0.236677165090426	secondary	0.918654285092751	0.35507371311559	2.37676196335194		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_LAMP5	ALS_region_interaction	-0.154438684309495	-0.947635575574005	0.638758206955015	-0.389679582018526	0.698189945857905	0.94876185381333	33	17	0.236677165090426	secondary	0.856896031703206	0.387656525267806	1.89412730416815		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_PVALB	ALS_region_interaction	-0.404298955596561	-1.27025922069428	0.461661309501157	-0.934409436646704	0.353937484403587	0.94876185381333	33	17	0.236677165090426	secondary	0.667444555154554	0.280758833844884	1.58670780934923		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_SST	ALS_region_interaction	-0.329044637110586	-1.31167549676672	0.653586222545551	-0.67018851154574	0.505377240017985	0.94876185381333	33	17	0.236677165090426	secondary	0.719610894679078	0.269368352272679	1.9224227173377		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_VIP	ALS_region_interaction	-0.439108377293794	-1.30615919629535	0.427942441707761	-1.0135839638586	0.314959232156112	0.94876185381333	33	17	0.236677165090426	secondary	0.644610914657501	0.270858374969352	1.53409777837808		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_other_CGE	ALS_region_interaction	0.459672210029115	-0.413338497502066	1.3326829175603	1.05380738910976	0.296308401628132	0.94876185381333	33	17	0.236677165090426	secondary	1.58355482652118	0.661438349700441	3.79120123551079		GSE219280_CLR_composition_results.tsv								
GSE219280	Micro	ALS_region_interaction	0.220628272464652	-0.66231996258129	1.10357650751059	0.50010187485108	0.618881230674385	0.94876185381333	33	17	0.236677165090426	secondary	1.24685985226719	0.515653648566039	3.0149296829743		GSE219280_CLR_composition_results.tsv								
GSE219280	OPC	ALS_region_interaction	0.208577261946045	-0.711929196511994	1.12908372040408	0.453495187962862	0.651871622053108	0.94876185381333	33	17	0.236677165090426	secondary	1.23192410723801	0.49069663350251	3.0928213123484		GSE219280_CLR_composition_results.tsv								
GSE219280	Oligo	ALS_region_interaction	0.487997817469684	-0.960220452912947	1.93621608785231	0.693778675733376	0.494179223793607	0.94876185381333	33	17	0.236677165090426	secondary	1.62905129451486	0.382808485426567	6.9324694231983		GSE219280_CLR_composition_results.tsv								
GSE219280	VLMC	ALS_region_interaction	-0.0575595618198068	-1.01068022131092	0.895561097671309	-0.120865445432083	0.904212194282101	0.94876185381333	33	17	0.236677165090426	secondary	0.944065658443166	0.363971314302923	2.44870936919485		GSE219280_CLR_composition_results.tsv								
GSE219280	Astro	FTD_region_interaction	-0.586227359366241	-1.63070854032504	0.458253821592555	-1.12330586072937	0.265900797730329	0.815882090580689	33	17	0.236677165090426	secondary	0.556422512158274	0.195790799292362	1.58131032283192		GSE219280_CLR_composition_results.tsv								
GSE219280	Endo	FTD_region_interaction	0.802093182226199	-0.303733970351634	1.90792033480403	1.45167746934179	0.151938508650243	0.709046373701133	33	17	0.236677165090426	secondary	2.2302042701169	0.738057185429613	6.73905922825271		GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_deep	FTD_region_interaction	-0.0351957008147921	-1.00337494718253	0.932983545552945	-0.0727555971032787	0.942249032170494	0.942249032170494	33	17	0.236677165090426	secondary	0.9654164649804	0.366639960255764	2.54208229295322		GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_intermediate	FTD_region_interaction	0.441761461355622	-0.530408896408894	1.41393181912014	0.909448292734958	0.36684892167584	0.815882090580689	33	17	0.236677165090426	secondary	1.55544466251645	0.588364340419569	4.11209166147904		GSE219280_CLR_composition_results.tsv								
GSE219280	Exc_upper	FTD_region_interaction	-0.214939887532174	-1.28258638250423	0.852706607439887	-0.402923037865089	0.688475007754458	0.815882090580689	33	17	0.236677165090426	secondary	0.806589924830952	0.27731911879037	2.34598793504241		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_LAMP5	FTD_region_interaction	-0.305010188298885	-1.19588724422962	0.585866867631846	-0.685218584447392	0.495914878120512	0.815882090580689	33	17	0.236677165090426	secondary	0.737115864396631	0.302435500954912	1.79654767985124		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_PVALB	FTD_region_interaction	-1.00645440210327	-1.97905545490542	-0.0338533493011299	-2.07105641651289	0.0427786550970882	0.475425249631617	33	17	0.236677165090426	secondary	0.365512645674095	0.138199711541404	0.966713263418428		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_SST	FTD_region_interaction	-0.170987871983198	-1.27462720410612	0.932651460139724	-0.310077817567382	0.757604798396354	0.815882090580689	33	17	0.236677165090426	secondary	0.842831795287809	0.279535158358604	2.54123824466035		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_VIP	FTD_region_interaction	-0.379213370982695	-1.35303927660749	0.594612534642101	-0.779354199045142	0.438915658276811	0.815882090580689	33	17	0.236677165090426	secondary	0.68439956607781	0.258453553901274	1.81232859435324		GSE219280_CLR_composition_results.tsv								
GSE219280	Inh_other_CGE	FTD_region_interaction	0.230788502219603	-0.749731236935584	1.21130824137479	0.471075359983541	0.639340580812574	0.815882090580689	33	17	0.236677165090426	secondary	1.25959281019207	0.47249352448515	3.35787469091		GSE219280_CLR_composition_results.tsv								
GSE219280	Micro	FTD_region_interaction	0.193956167274512	-0.797724880444892	1.18563721499392	0.391439043158011	0.696896297367907	0.815882090580689	33	17	0.236677165090426	secondary	1.21404306697346	0.450352405013902	3.27277161630972		GSE219280_CLR_composition_results.tsv								
GSE219280	OPC	FTD_region_interaction	0.340223934740706	-0.693640535364553	1.37408840484597	0.658618330013449	0.512727314919613	0.815882090580689	33	17	0.236677165090426	secondary	1.40526224236741	0.499753383437431	3.95147293699259		GSE219280_CLR_composition_results.tsv								
GSE219280	Oligo	FTD_region_interaction	-0.305670159997491	-1.93223279945359	1.32089247945861	-0.38691836245894	0.702071048286484	0.815882090580689	33	17	0.236677165090426	secondary	0.736629549282294	0.144824473206662	3.74676379524281		GSE219280_CLR_composition_results.tsv								
GSE219280	VLMC	FTD_region_interaction	0.994875693262105	-0.0756193331626081	2.06537071968682	1.86001620305745	0.0679178928045168	0.475425249631617	33	17	0.236677165090426	secondary	2.70438814671574	0.927169081913288	7.88822167473937		GSE219280_CLR_composition_results.tsv								
GSE219280	Astro	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.118104563735835	17	0.941176470588235	-0.264537651179227	0.034903673898516			
GSE219280	Astro	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	-0.656546811707189	17	1	-0.905227731659674	-0.226650502182435			
GSE219280	Astro	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.538442247971354	17	1	0.0971597262253289	0.791057466876838			
GSE219280	Endo	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.623598501563379	17	1	0.334586971512269	0.903171792891276			
GSE219280	Endo	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	-1.34332764972238	17	1	-1.73977957738819	-1.07870927181329			
GSE219280	Endo	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	1.96692615128576	17	1	1.73745975740867	2.36601899024396			
GSE219280	Exc_deep	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.0221153317302035	17	0.764705882352941	-0.160476384537853	0.119290945428659			
GSE219280	Exc_deep	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	0.446782055566689	17	1	0.191570835987032	0.615264164050685			
GSE219280	Exc_deep	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.468897387296893	17	1	-0.641172969507084	-0.203420933179787			
GSE219280	Exc_intermediate	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.0314020646606285	17	0.823529411764706	-0.11506975774922	0.174148621701062			
GSE219280	Exc_intermediate	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	0.897091955774442	17	1	0.766796510119164	0.972688310989182			
GSE219280	Exc_intermediate	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.865689891113813	17	1	-1.02152651624583	-0.707128176594656			
GSE219280	Exc_upper	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.268063187607656	17	0.941176470588235	-0.0332230610436168	0.425768874888514			
GSE219280	Exc_upper	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	1.02024913807426	17	1	0.840898899030497	1.20440172041562			
GSE219280	Exc_upper	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.7521859504666	17	1	-1.02233611413812	-0.572390943895117			
GSE219280	Inh_LAMP5	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.00934719038212362	17	0.705882352941177	-0.0919266630006557	0.107778006021387			
GSE219280	Inh_LAMP5	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	0.211732813696945	17	0.941176470588235	-0.0474205150807466	0.304506064910759			
GSE219280	Inh_LAMP5	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.202385623314821	17	0.941176470588235	-0.294097195954634	0.0626068425071705			
GSE219280	Inh_PVALB	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.110214259905771	17	0.941176470588235	-0.0184198933963449	0.220813987197727			
GSE219280	Inh_PVALB	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	0.809815920014227	17	1	0.680659126069117	0.9406384360734			
GSE219280	Inh_PVALB	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.699601660108456	17	1	-0.812362106388503	-0.5758583647302			
GSE219280	Inh_SST	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.249207124636186	17	0.941176470588235	-0.500536912283673	0.0596163760246868			
GSE219280	Inh_SST	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	0.630484614665718	17	1	0.398806952723824	0.964508189576674			
GSE219280	Inh_SST	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.879691739301905	17	1	-1.19729889402572	-0.669233738196622			
GSE219280	Inh_VIP	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.0526290711552527	17	0.764705882352941	-0.226339919746519	0.160292656868144			
GSE219280	Inh_VIP	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	0.462486014561537	17	1	0.356118104135412	0.685136261601353			
GSE219280	Inh_VIP	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.51511508571679	17	1	-0.678120597081256	-0.40896481917633			
GSE219280	Inh_other_CGE	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.0216885954115645	17	0.823529411764706	-0.0939423902640448	0.0558452443942007			
GSE219280	Inh_other_CGE	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	0.647320328093841	17	1	0.532964476170755	0.833344899782287			
GSE219280	Inh_other_CGE	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.669008923505406	17	1	-0.855769831860197	-0.549296956566065			
GSE219280	Micro	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.282903620172317	17	1	-0.546697633483088	-0.144080443938157			
GSE219280	Micro	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	-0.470841657687503	17	1	-0.685672665543532	-0.352362722324258			
GSE219280	Micro	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.187938037515186	17	0.941176470588235	-0.130701698941742	0.406576095805688			
GSE219280	OPC	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.182342142464998	17	0.941176470588235	-0.0293940777611567	0.371969877945832			
GSE219280	OPC	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	-1.46339395170879	17	1	-1.67707823609161	-1.28816786216556			
GSE219280	OPC	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	1.64573609417379	17	1	1.46055470599344	1.86098492305525			
GSE219280	Oligo	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.404966700287729	17	0.941176470588235	-0.618915441840285	0.0342903165203134			
GSE219280	Oligo	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	-0.36211078864783	17	0.941176470588235	-0.606401517842764	0.0397109705033913			
GSE219280	Oligo	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.0428559116398994	17	0.764705882352941	-0.447929749463781	0.353271449489593			
GSE219280	VLMC	ALS_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	-0.0733523394554685	17	0.882352941176471	-0.222613561248841	0.0838800435531947			
GSE219280	VLMC	ALS_vs_FTD_mean															GSE219280_CLR_composition_LOO.tsv	-0.829741980973959	17	1	-1.18775106168021	-0.422666987634046			
GSE219280	VLMC	FTD_vs_Ctrl_mean															GSE219280_CLR_composition_LOO.tsv	0.756389641518491	17	1	0.358118944372628	1.11762928344479			
Gittings_ALS_sampling_frame	Astro	ALS_vs_Ctrl_mean	-0.544149590664469	-1.15799119516899	0.06969201384005	-1.78119007810684	0.0810486731463187	0.128973687253009	42	21	0.543478868906507	primary	0.580335095934618	0.314116546365856	1.07217791443937	0.193460530879514	Gittings2023_CLR_composition_results.tsv								
