cohort	cell_type	contrast	clr_effect	CI_low	CI_high	t	p_value	contrast_FDR	n_samples	n_donors	duplicate_correlation	analysis_role	compositional_fold_ratio	fold_ratio_CI_low	fold_ratio_CI_high	global_primary_FDR	record_type	full_effect	loo_iterations	loo_same_direction_fraction	loo_effect_min	loo_effect_max	model	clr_effect_per_pTDP_level	FDR
Gittings_ALS_sampling_frame	Exc	ALS_vs_Ctrl_mean	0.815060316371473	0.000868188136542547	1.6292524446064	2.01145874847705	0.0497655423880025	0.128973687253009	42	21	0.543478868906507	primary	2.25931194173837	1.00086856512095	5.10006071522963	0.174179398358009	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Inh	ALS_vs_Ctrl_mean	0.613482643272038	-0.0354201364616638	1.26238542300574	1.89963834060719	0.0633444296123415	0.128973687253009	42	21	0.543478868906507	primary	1.84685213889427	0.965199815424432	3.53384114711882	0.190033288837025	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Micro	ALS_vs_Ctrl_mean	-0.524130913326097	-1.13722562466351	0.0889637980113136	-1.71775209241038	0.0921240623235781	0.128973687253009	42	21	0.543478868906507	primary	0.592069700719924	0.320707551810494	1.09304108534905	0.193460530879514	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	OPC	ALS_vs_Ctrl_mean	-0.463310358416101	-0.990473169996008	0.0638524531638064	-1.76593829817712	0.0836043366298227	0.128973687253009	42	21	0.543478868906507	primary	0.629197325516784	0.371400913670202	1.06593511180486	0.193460530879514	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Oligo	ALS_vs_Ctrl_mean	-0.0662358461668902	-0.801442829642843	0.668971137309063	-0.181022161406465	0.857093075512431	0.857093075512431	42	21	0.543478868906507	primary	0.935910107448919	0.448681126440494	1.95222771275006	0.903736143985275	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Vascular	ALS_vs_Ctrl_mean	0.169283748930045	-0.59897188267755	0.937539380537641	0.442749211733148	0.659885673398555	0.769866618964981	42	21	0.543478868906507	primary	1.18445617941975	0.549376168997158	2.55369002176881	0.882763950850411	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Astro	ALSFTD_vs_Ctrl_mean	-0.653491447078744	-1.23548535558997	-0.0714975385675202	-2.25615924365378	0.0285339745587021	0.0399475643821829	42	21	0.543478868906507	primary	0.520226259780752	0.290693638340618	0.930998569182158	0.119842693146549	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Exc	ALSFTD_vs_Ctrl_mean	1.03025110085243	0.258301373898021	1.80220082780684	2.68165157845363	0.00994166396101137	0.0375518407067866	42	21	0.543478868906507	primary	2.80176927303117	1.29472895734523	6.06297635869473	0.11265552212036	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Inh	ALSFTD_vs_Ctrl_mean	0.739427452125229	0.124191433175597	1.35466347107486	2.4149163830481	0.0194962583779338	0.0375518407067866	42	21	0.543478868906507	primary	2.09473583453976	1.13223259713581	3.87545653393572	0.11265552212036	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Micro	ALSFTD_vs_Ctrl_mean	-0.700905413214834	-1.28219117931542	-0.119619647114251	-2.42280246268444	0.0191232668705888	0.0375518407067866	42	21	0.543478868906507	primary	0.496135892377283	0.277428737849911	0.887257843627471	0.11265552212036	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	OPC	ALSFTD_vs_Ctrl_mean	-0.590910551350575	-1.09072278773492	-0.0910983149662332	-2.37554434209392	0.0214581946895923	0.0375518407067866	42	21	0.543478868906507	primary	0.553822771004419	0.335973568351115	0.912927952006242	0.11265552212036	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Oligo	ALSFTD_vs_Ctrl_mean	-0.120289349884161	-0.817351886437541	0.576773186669219	-0.346739817480026	0.730263955845023	0.730263955845023	42	21	0.543478868906507	primary	0.886663843515931	0.441599513172352	1.78028450654475	0.882763950850411	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Vascular	ALSFTD_vs_Ctrl_mean	0.295918208550656	-0.432478326473995	1.02431474357531	0.816304327451931	0.418256924038787	0.487966411378585	42	21	0.543478868906507	primary	1.34436019516635	0.648898916909597	2.7851862397229	0.675645800370348	Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Astro	ALS_vs_Ctrl_region_interaction	0.307946850715229	-0.249629166297829	0.865522867728286	1.10973673554024	0.27250163371085	0.476877858993987	42	21	0.543478868906507	secondary	1.36062867057465	0.779089642205086	2.37624822472279		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Exc	ALS_vs_Ctrl_region_interaction	-0.882510925948833	-1.62207305502781	-0.142948796869856	-2.39769373059976	0.0203337064251917	0.142335944976342	42	21	0.543478868906507	secondary	0.413742728962905	0.19748886913727	0.866798450553112		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Inh	ALS_vs_Ctrl_region_interaction	-0.524359394093871	-1.11378282954945	0.0650640413617091	-1.78751598591281	0.0800080158179369	0.186685370241853	42	21	0.543478868906507	secondary	0.591934439632994	0.328314650689814	1.06722736888969		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Micro	ALS_vs_Ctrl_region_interaction	0.115999335339813	-0.440898249787568	0.672896920467195	0.418531786267192	0.677377868124542	0.790274179478632	42	21	0.543478868906507	secondary	1.12299512572286	0.643458175248197	1.95990679877655		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	OPC	ALS_vs_Ctrl_region_interaction	0.204564831828042	-0.27427749270841	0.683407156364495	0.858394099407301	0.39483329887646	0.552766618427044	42	21	0.543478868906507	secondary	1.2269910013368	0.760121117924942	1.98061451242319		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Oligo	ALS_vs_Ctrl_region_interaction	0.0507405711912645	-0.617076302931494	0.718557445314024	0.15266737708803	0.879284332951656	0.879284332951656	42	21	0.543478868906507	secondary	1.05204992581794	0.539519525587975	2.05147171496215		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Vascular	ALS_vs_Ctrl_region_interaction	0.727618730968354	0.0297824944275308	1.42545496750918	2.09507046294203	0.0413292983078674	0.144652544077536	42	21	0.543478868906507	secondary	2.07014516113009	1.03023042872316	4.1597499633763		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Astro	ALSFTD_vs_Ctrl_region_interaction	0.590421015013244	-0.0260024651644659	1.20684449519095	1.92455760547615	0.060071629877898	0.140167136381762	42	21	0.543478868906507	secondary	1.80474808150866	0.974332687715469	3.34291939373006		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Exc	ALSFTD_vs_Ctrl_region_interaction	-0.803609661026853	-1.62122635813064	0.0140070360769319	-1.97489348978894	0.0538996501912678	0.140167136381762	42	21	0.543478868906507	secondary	0.447709962648382	0.197656153159432	1.01410559423837		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Inh	ALSFTD_vs_Ctrl_region_interaction	-0.522095910353921	-1.17372803637006	0.12953621566222	-1.60988956340444	0.113813652825968	0.199173892445445	42	21	0.543478868906507	secondary	0.593275791103156	0.309212036122168	1.13830033501675		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Micro	ALSFTD_vs_Ctrl_region_interaction	-0.138815048420922	-0.754488493928431	0.476858397086588	-0.453037766206013	0.652511170684113	0.652511170684113	42	21	0.543478868906507	secondary	0.870388993391174	0.470251089510586	1.61100530485734		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	OPC	ALSFTD_vs_Ctrl_region_interaction	0.27930531556524	-0.250074792511095	0.808685423641576	1.06013180406642	0.294256078094536	0.411958509332351	42	21	0.543478868906507	secondary	1.32221097383999	0.778742536783417	2.24495488144771		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Oligo	ALSFTD_vs_Ctrl_region_interaction	-0.225099076943758	-0.963398410321489	0.513200256433973	-0.612617669261536	0.542947619493302	0.633438889408852	42	21	0.543478868906507	secondary	0.798437108131965	0.381593867388693	1.67062909056862		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Vascular	ALSFTD_vs_Ctrl_region_interaction	0.819893366166969	0.0484063789270986	1.59138035340684	2.13538923101444	0.037727480434943	0.140167136381762	42	21	0.543478868906507	secondary	2.27025773834004	1.04959710281349	4.91052250875801		Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Astro	FTD_vs_Ctrl_mean	0.127174761719666	-0.496738235764768	0.7510877592041	0.416587947127096	0.679996685731334	0.95867539781978	30	16	0.556125609767911	primary	1.13561546255182	0.608512249708883	2.11930405575854	0.882763950850411	Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Exc	FTD_vs_Ctrl_mean	-0.081531705657104	-1.02283178257237	0.859768371258159	-0.17702240423406	0.860701089509785	0.95867539781978	30	16	0.556125609767911	primary	0.921703486175927	0.359575258146111	2.36261338115665	0.903736143985275	Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Inh	FTD_vs_Ctrl_mean	0.142822184786275	-0.790425337429805	1.07606970700235	0.312772547808258	0.756654815014638	0.95867539781978	30	16	0.556125609767911	primary	1.15352466919312	0.453651799150749	2.93312881141013	0.882763950850411	Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Micro	FTD_vs_Ctrl_mean	0.4768926443624	-0.584047960827116	1.53783324955192	0.91866961761516	0.365722137227572	0.95867539781978	30	16	0.556125609767911	primary	1.61106047834512	0.557636500970615	4.65449420970091	0.640013740148252	Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	OPC	FTD_vs_Ctrl_mean	-0.365450312960089	-1.08819759611174	0.35729697019156	-1.03340764817474	0.309814452817703	0.95867539781978	30	16	0.556125609767911	primary	0.693884115503884	0.336823038077049	1.42946031393039	0.591463955379252	Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Oligo	FTD_vs_Ctrl_mean	-0.331088443614754	-1.80598743103451	1.143810543805	-0.458787467461103	0.649750570962536	0.95867539781978	30	16	0.556125609767911	primary	0.718141651188201	0.164312129550907	3.13870578259126	0.882763950850411	Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Vascular	FTD_vs_Ctrl_mean	0.0311808713636056	-1.18826880401786	1.25063054674507	0.0522581662567766	0.95867539781978	0.95867539781978	30	16	0.556125609767911	primary	1.03167208694941	0.304748386841502	3.49254447586005	0.95867539781978	Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Astro	FTD_vs_Ctrl_region_interaction	0.015543211741218	-0.380903254658468	0.411989678140904	0.080128315551596	0.936676544315218	0.975937030541439	30	16	0.556125609767911	secondary	1.01566463574748	0.683243987095418	1.50981885211086		Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Exc	FTD_vs_Ctrl_region_interaction	-0.00890263225077903	-0.607023028555103	0.589217764053545	-0.0304200289219398	0.975937030541439	0.975937030541439	30	16	0.556125609767911	secondary	0.991136878841873	0.544970819172505	1.80257782259247		Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Inh	FTD_vs_Ctrl_region_interaction	0.391008837010481	-0.201994809252006	0.984012483272968	1.34759381828568	0.188052383202806	0.329091670604911	30	16	0.556125609767911	secondary	1.47847157862425	0.817099169287102	2.67516880565038		Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Micro	FTD_vs_Ctrl_region_interaction	-0.0887389082617962	-0.762881225673322	0.58540340914973	-0.269024784896739	0.78978401385847	0.975937030541439	30	16	0.556125609767911	secondary	0.915084463380165	0.466320913788287	1.7957152475043		Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	OPC	FTD_vs_Ctrl_region_interaction	-0.320869037709247	-0.780116733559009	0.138378658140514	-1.42794219465559	0.163814428419326	0.329091670604911	30	16	0.556125609767911	secondary	0.725518260302039	0.458352503063217	1.1484103228713		Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Oligo	FTD_vs_Ctrl_region_interaction	-1.01740588858433	-1.95458542197533	-0.0802263551933385	-2.21871363504085	0.0343551526179717	0.120243034162901	30	16	0.556125609767911	secondary	0.361531577969962	0.14162317838262	0.922907417854497		Gittings2023_CLR_composition_results.tsv								
Gittings_FTD_sampling_frame	Vascular	FTD_vs_Ctrl_region_interaction	1.02936441805446	0.254502351217505	1.80422648489141	2.71502949771233	0.0109646177374135	0.0767523241618942	30	16	0.556125609767911	secondary	2.79928609347188	1.28981958398609	6.07527031717757		Gittings2023_CLR_composition_results.tsv								
Gittings_ALS_sampling_frame	Astro	ALSFTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.653491447078744	21	1	-0.842808034728879	-0.380933019719644			
Gittings_ALS_sampling_frame	Astro	ALS_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.544149590664469	21	1	-0.691548366073795	-0.278022403946632			
Gittings_ALS_sampling_frame	Exc	ALSFTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	1.03025110085243	21	1	0.325619296601378	1.27264735142254			
Gittings_ALS_sampling_frame	Exc	ALS_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.815060316371473	21	1	0.127054880053841	1.22882649910503			
Gittings_ALS_sampling_frame	Inh	ALSFTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.739427452125229	21	1	0.311450093621713	0.967493038848482			
Gittings_ALS_sampling_frame	Inh	ALS_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.613482643272038	21	1	0.19560376313229	0.785411315533058			
Gittings_ALS_sampling_frame	Micro	ALSFTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.700905413214834	21	1	-0.923196787732634	-0.203386929272094			
Gittings_ALS_sampling_frame	Micro	ALS_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.524130913326097	21	1	-0.903578422404715	-0.0383517878934382			
Gittings_ALS_sampling_frame	OPC	ALSFTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.590910551350575	21	1	-0.717767457025397	-0.402237908304962			
Gittings_ALS_sampling_frame	OPC	ALS_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.463310358416101	21	1	-0.646347810213488	-0.279089601821429			
Gittings_ALS_sampling_frame	Oligo	ALSFTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.120289349884161	21	1	-0.372927636233128	-0.0175835613676658			
Gittings_ALS_sampling_frame	Oligo	ALS_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.0662358461668902	21	0.904761904761905	-0.31291292401297	0.0467285644908975			
Gittings_ALS_sampling_frame	Vascular	ALSFTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.295918208550656	21	1	0.155942436646281	0.722416103306737			
Gittings_ALS_sampling_frame	Vascular	ALS_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.169283748930045	21	0.952380952380952	-0.0439222467482605	0.585718074488338			
Gittings_FTD_sampling_frame	Astro	FTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.127174761719666	16	0.875	-0.117315726729559	0.24816671436752			
Gittings_FTD_sampling_frame	Exc	FTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.081531705657104	16	0.875	-0.429291394036073	0.472530734287075			
Gittings_FTD_sampling_frame	Inh	FTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.142822184786275	16	0.9375	-0.0683723045015818	0.616290503785097			
Gittings_FTD_sampling_frame	Micro	FTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.4768926443624	16	1	0.115129959155823	0.896219542010247			
Gittings_FTD_sampling_frame	OPC	FTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.365450312960089	16	1	-0.493377893962305	-0.24065631430389			
Gittings_FTD_sampling_frame	Oligo	FTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	-0.331088443614754	16	0.9375	-1.25558583711009	0.582706723763401			
Gittings_FTD_sampling_frame	Vascular	FTD_vs_Ctrl_mean															Gittings2023_CLR_composition_LOO.tsv	0.0311808713636056	16	0.6875	-0.612151519884812	0.276779582216433			
Emory	ASC			-0.379943336914173	0.337537531509845	-0.128775995198688	0.899668041372899			14			0.979020298551156	0.68390016000794	1.40149220752349		GSE212630_CLR_composition_pTDP_results.tsv						primary_ptdp_ordinal	-0.021202902702164	0.899668041372899
Emory	ASC			-0.38951367561423	0.180486248623399	-0.807133905279537	0.436694129580368			14			0.900762444720528	0.677386223845605	1.19779964997315		GSE212630_CLR_composition_pTDP_results.tsv						sensitivity_ptdp_plus_total_QC_cells	-0.104513713495415	0.436694129580368
Emory	ENDO			-0.0960884304835346	0.894857221178657	1.75626956552567	0.104506702843141			14			1.49090660603651	0.908383683708458	2.44698638668711		GSE212630_CLR_composition_pTDP_results.tsv						primary_ptdp_ordinal	0.399384395347561	0.365773459950992
Emory	ENDO			-0.159798725724656	0.883151369533915	1.52652407989139	0.155105998791337			14			1.43573415104762	0.852315320851723	2.4185093263659		GSE212630_CLR_composition_pTDP_results.tsv						sensitivity_ptdp_plus_total_QC_cells	0.361676321904629	0.436694129580368
Emory	EX			-0.866907566640757	0.0311465350764077	-2.02768057584333	0.065394973647244			14			0.65844089702047	0.42024913430802	1.03163666376849		GSE212630_CLR_composition_pTDP_results.tsv						primary_ptdp_ordinal	-0.417880515782175	0.365773459950992
Emory	EX			-0.692324770767162	0.0533906885714325	-1.88581906889374	0.0859877187192772			14			0.726536147815171	0.500411374032222	1.05484167921435		GSE212630_CLR_composition_pTDP_results.tsv						sensitivity_ptdp_plus_total_QC_cells	-0.319467041097865	0.436694129580368
Emory	IN			-0.325452541140517	0.0804267604448214	-1.31533022870042	0.212977619494835			14			0.884694500850127	0.722200454262688	1.08374947040641		GSE212630_CLR_composition_pTDP_results.tsv						primary_ptdp_ordinal	-0.122512890347848	0.496947778821282
Emory	IN			-0.339614960754444	0.098323840243193	-1.21267668975057	0.250654565699798			14			0.886348060904727	0.712044435039301	1.10332002668655		GSE212630_CLR_composition_pTDP_results.tsv						sensitivity_ptdp_plus_total_QC_cells	-0.120645560255625	0.436694129580368
Emory	MG			-0.1094217609008	0.229147732971185	0.770478406096348	0.45591800592513			14			1.06169107007652	0.896352291414581	1.2575278036065		GSE212630_CLR_composition_pTDP_results.tsv						primary_ptdp_ordinal	0.0598629860351923	0.589622182344535
Emory	MG			-0.097315856104992	0.25158839260684	0.973194120461132	0.351371757112285			14			1.0801892618654	0.907269394294546	1.2860665738169		GSE212630_CLR_composition_pTDP_results.tsv						sensitivity_ptdp_plus_total_QC_cells	0.0771362682509242	0.436694129580368
Emory	ODC			-0.188396482880673	0.457424830604835	0.90762321299378	0.381942724127152			14			1.14398087351461	0.828286240806549	1.57999997403422		GSE212630_CLR_composition_pTDP_results.tsv						primary_ptdp_ordinal	0.134514173862081	0.589622182344535
Emory	ODC			-0.197109371293	0.494314263174019	0.946082146932983	0.364425831766097			14			1.16021165066007	0.821100823542688	1.63937367462326		GSE212630_CLR_composition_pTDP_results.tsv						sensitivity_ptdp_plus_total_QC_cells	0.14860244594051	0.436694129580368
Emory	OPC			-0.134237394227968	0.069906901402673	-0.686593287721193	0.505390442009602			14			0.968346553063358	0.874382466612416	1.07240833689468		GSE212630_CLR_composition_pTDP_results.tsv						primary_ptdp_ordinal	-0.0321652464126477	0.589622182344535
Emory	OPC			-0.147770119112252	0.0621926766179378	-0.897085982845378	0.388884994483357			14			0.958113797772329	0.862629394161799	1.06416736514492		GSE212630_CLR_composition_pTDP_results.tsv						sensitivity_ptdp_plus_total_QC_cells	-0.0427887212471569	0.436694129580368
GSE212630_Emory	ASC																GSE212630_CLR_composition_pTDP_LOO.tsv	-0.104513713495415	14	1	-0.181199702537043	-0.0158113807027292			
GSE212630_Emory	ENDO																GSE212630_CLR_composition_pTDP_LOO.tsv	0.361676321904629	14	1	0.203957470840472	0.464208474683591			
GSE212630_Emory	EX																GSE212630_CLR_composition_pTDP_LOO.tsv	-0.319467041097865	14	1	-0.404431832455504	-0.185842593956924			
GSE212630_Emory	IN																GSE212630_CLR_composition_pTDP_LOO.tsv	-0.120645560255625	14	1	-0.189184089456865	-0.0493381152410106			
GSE212630_Emory	MG																GSE212630_CLR_composition_pTDP_LOO.tsv	0.0771362682509242	14	1	0.0422894018508597	0.11606346204446			
GSE212630_Emory	ODC																GSE212630_CLR_composition_pTDP_LOO.tsv	0.14860244594051	14	1	0.0258040660617447	0.303057949512176			
GSE212630_Emory	OPC																GSE212630_CLR_composition_pTDP_LOO.tsv	-0.0427887212471569	14	1	-0.0658545512423765	-0.00247286115342528			
