estimand	cell_type	gene	discovery_log2FC	discovery_ci_low	discovery_ci_high	discovery_adjusted_p	replication_log2FC	replication_ci_low	replication_ci_high	replication_adjusted_p	same_direction	replication_class	discovery_n_donors	replication_n_donors	model_test	adjusted_p_scope	CI_definition
ALS_vs_FTD	OPC	CCT8	-0.497585413954987	-1.42906283548891	0.433892007578934	0.858599941685428	0.376727818311656	-0.334213000063602	1.08766863668691	0.88431331290388	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	CHORDC1	-0.941440500158228	-1.78375366247758	-0.099127337838877	0.53098691096249	-0.110119722007386	-1.09562640911369	0.87538696509892	0.981634429272657	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	COA3	-1.55711843708173	-3.44150822231548	0.327271348152021	0.706152012667967	0.39979388179662	-0.539413465359247	1.33900122895249	0.913419222313612	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	COX5B	-1.14910304739116	-3.29614626933716	0.997940174554839	0.857889040639164	0.464782701539433	-0.956062800197235	1.8856282032761	0.940071583409379	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	COX7C	-1.473939177488	-3.60517255856171	0.65729420358571	0.784296047246305	0.634993134414077	-0.57581438275877	1.84580065158692	0.884626212082908	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	DOCK7	0.106194499684776	-0.235666600612832	0.448055599982384	0.939673283099057	0.0380483911124871	-0.522406729553418	0.598503511778392	0.989513870954234	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	HSP90AA1	-2.41598869277598	-4.18059486401751	-0.651382521534455	0.393247796528145	0.383659050762126	-0.733109563807993	1.50042766533224	0.934603958927057	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	HSP90AB1	-2.71441567195703	-3.93981230420469	-1.48901903970937	0.141333433475843	0.451462880182523	-0.548398605296671	1.45132436566172	0.905928307551889	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	MAP1B	-1.43609911106077	-2.53477046143531	-0.337427760686226	0.423066371981149	0.354270732056882	-0.260967640058189	0.969509104171953	0.877282320734128	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	MAPT	-0.58243191050354	-1.00717225559293	-0.157691565414151	0.385429370751098	-0.395167516665438	-0.912290293262831	0.121955259931955	0.823315668890759	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	PARK7	-1.9790635668258	-3.52070103486325	-0.437426098788347	0.432477523821415	0.0616669427268448	-0.911969680230199	1.03530356568389	0.991508134241219	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	OPC	STARD13	-0.387106137313542	-0.758497901016894	-0.0157143736101902	0.571841922831087	-0.619388676716674	-1.37460860681115	0.135831253377802	0.798971512204286	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	ARHGAP35	-0.447522559083051	-0.714192041054431	-0.180853077111671	0.268597499543726	-0.0235790417180644	-0.537019224426636	0.489861140990507	0.996767902179043	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	ARHGAP39	0.449711872052728	-0.379160111534159	1.27858385563962	0.855154261807509	-0.0544587513477803	-1.07290419484573	0.963986692150165	0.996390051345435	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	BAG3	-3.0222937480467	-5.9118195407559	-0.132767955337496	0.574280859158524	-0.293074712752671	-2.1536211305884	1.56747170508306	0.996390051345435	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	BCR	-0.100021715393157	-0.672959153095277	0.472915722308963	0.971797696658442	-0.0809188893163553	-0.760785708473936	0.598947929841225	0.996390051345435	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	CCT5	-0.893986451133547	-1.97684085433983	0.188867952072735	0.708826892244497	-0.3712491854498	-1.22221346038359	0.479715089483988	0.977012713552985	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	CCT8	-0.907130693944706	-2.36547036795677	0.551208980067358	0.819480409202307	0.317890668795244	-0.416158589383728	1.05193992697422	0.977012713552985	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	CHORDC1	-1.26285093074213	-2.1616726992265	-0.364029162257761	0.375113682301371	-0.444551046526363	-1.66019616045436	0.771094067401632	0.978310916378204	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	COA3	-2.02639420402184	-4.26874269813023	0.215954290086553	0.66250297388868	-0.140775072980503	-1.13047377965383	0.84892363369282	0.996390051345435	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	COX5B	-2.14092168070473	-5.05725739503427	0.77541403362481	0.760589154158252	-0.192081938723102	-1.53337707293918	1.14921319549297	0.996390051345435	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	COX7C	-3.35472228777733	-6.27759443871039	-0.431850136844274	0.51308021126331	0.148451722288963	-1.29765599903605	1.59455944361398	0.996390051345435	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	DOCK7	-0.630627725634554	-1.13401305197898	-0.127242399290124	0.450813828563816	-0.38170787343025	-1.05279616554554	0.28938041868504	0.939922331893033	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	HSP90AA1	-1.07935127659185	-2.87568635978907	0.71698380660537	0.829213405403377	-0.280899026352337	-1.13414856488166	0.572350512176988	0.980872412960729	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	HSP90AB1	-1.64420474612897	-3.51464634633163	0.226236854073688	0.678106938442987	0.251147583088933	-0.764105880684711	1.26640104686258	0.985053252980032	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	MAP1B	-1.3308838991164	-3.18569627313787	0.523928474905073	0.770179245152751	0.584877821481822	0.0573601095044811	1.11239553345916	0.711305541045283	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	MAPT	-0.467926194946656	-0.81533491562096	-0.120517474272352	0.399754148808679	-0.730147517159031	-1.26181344634826	-0.198481587969806	0.623676365811167	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	PARK7	-1.97686004420355	-4.20995811115064	0.256238022743542	0.67395628934929	0.0957412696736366	-0.888590250683323	1.0800727900306	0.996390051345435	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
ALS_vs_FTD	Oligodendrocyte	STARD13	-0.54340943457593	-0.869965295895924	-0.216853573255936	0.271750526803601	-0.157948201822638	-0.708031370438622	0.392134966793346	0.984719647540729	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	ARHGAP35	0.358865321765896	-0.117810018466632	0.835540661998424	0.751238746579595	0.229793514915199	-0.179737364914206	0.639324394744604	0.83806199724898	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	ARHGAP39	0.439184705869162	-0.215342773873298	1.09371218561162	0.796056399404607	0.179693391644371	-0.511061588504678	0.87044837179342	0.951620095206875	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	BAG3	1.0102467411918	0.00602630333416698	2.01446717904943	0.601015975394292	-0.310633525997818	-1.18319209107958	0.561925039083945	0.920232194936995	FALSE	discordant_direction	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	BCR	-0.389706559444771	-0.799512501788535	0.020099382898993	0.634369148692115	-0.070014467156498	-0.567240634136825	0.427211699823829	0.972465206887343	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	CCT5	0.218971892760969	-1.78783593802449	2.22577972354642	0.98436192961265	0.2521423790016	-0.500361350379686	1.00464610838289	0.928172837180892	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	CCT8	-0.285415550103278	-1.51684038860865	0.946009288402092	0.960010634992701	-0.0414835510030667	-0.721085528092442	0.638118426086308	0.991149216118649	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	CHORDC1	1.48472187521861	0.554030720811959	2.41541302962526	0.301712677000587	0.262351899713037	-0.579173362155182	1.10387716158126	0.9373640414682	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	COA3	0.806388664395266	-1.06093079390004	2.67370812269057	0.899967331733274	0.409210612582254	-0.408136123878655	1.22655734904316	0.865872186030033	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	COX5B	0.928258168193647	-1.16637942473311	3.02289576112041	0.895657547627814	-0.331345774929694	-1.34726511239225	0.684573562532863	0.930685346167683	FALSE	discordant_direction	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	COX7C	0.708072959674111	-1.12204740444374	2.53819332379196	0.915432635896672	-0.337623790867653	-1.24883163561039	0.573584053875084	0.917285019901085	FALSE	discordant_direction	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	DOCK7	0.344978521085093	-0.0255129579333189	0.715470000103505	0.646892190742753	0.117537419294269	-0.289025857492105	0.524100696080643	0.942890182286905	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	HSP90AA1	3.52302919223549	0.908329646754034	6.13772873771695	0.403376934016732	0.0908674117265793	-0.895761898712145	1.0774967221653	0.984097196646477	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	HSP90AB1	3.70481348982238	1.92193069899615	5.48769628064861	0.166922581797572	-0.10248282896056	-0.973810230812031	0.768844572890911	0.979867759109163	FALSE	discordant_direction	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	MAP1B	3.90393137835746	1.98536833667586	5.82249442003906	0.176830403225823	-0.191803519252253	-1.0235905357487	0.639983497244193	0.958995863590815	FALSE	discordant_direction	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	MAPT	0.161391429831567	-0.191134054284142	0.513916913947276	0.890334073983339	0.088108964833399	-0.378611227951673	0.554829157618471	0.966480847426944	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	PARK7	2.47534977259891	0.59453955225474	4.35615999294308	0.420414574363396	0.130178461428652	-0.564351495240486	0.82470841809779	0.966480847426944	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Astrocyte	STARD13	0.49244230736278	-0.0136212151175683	0.998505829843128	0.620878009417574	0.391461457219823	-0.0862582088212243	0.86918112326087	0.711968586908193	TRUE	direction_only	16	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	ARHGAP35	0.447258178282583	0.218235644910242	0.676280711654924	0.180281313293335	0.331937220527581	-0.0883550552391874	0.752229496294349	0.999910824798957	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	ARHGAP39	0.359418929122379	-0.155512595154245	0.874350453399003	0.779331891953111	0.120319179079737	-0.39791358399792	0.638551942157394	0.999910824798957	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	BAG3	2.32446941836406	0.914110547859427	3.73482828886869	0.270755752923578	-0.715841392318561	-2.19391765340555	0.762234868768432	0.999910824798957	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	BCR	0.201323079609623	-0.0379393425174599	0.440585501736706	0.696911328589325	0.0729310720719489	-0.424314363113218	0.570176507257116	0.999910824798957	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	CCT5	0.743477037569803	-0.115760286405937	1.60271436154554	0.685910433427637	-0.0549235712265448	-0.713020437640626	0.603173295187537	0.999910824798957	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	CCT8	0.408639479762746	-0.537810305478959	1.35508926500445	0.899845774280447	-0.0856712629446239	-0.642512790690682	0.471170264801435	0.999910824798957	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	CHORDC1	1.38729521726187	0.50585483967823	2.26873559484551	0.305751277791358	0.220216385041968	-0.551759808453787	0.992192578537723	0.999910824798957	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	COA3	1.28968544430647	-0.943641499518107	3.52301238813105	0.839266189150182	-0.326695908718679	-1.07381026489211	0.420418447454748	0.999910824798957	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	COX5B	2.26619084487854	-0.0136502467447004	4.54603193650178	0.602973487627143	-0.222538691726432	-1.33459224264651	0.889514859193642	0.999910824798957	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	COX7C	1.77315821020576	-0.376541917095504	3.92285833750702	0.708857154297101	-0.208224184407132	-1.15077940661374	0.734331037799473	0.999910824798957	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	DOCK7	0.198676894563032	-0.152173820069657	0.549527609195721	0.843883847197395	-0.414136427391784	-0.853867222665818	0.0255943678822502	0.964669684400098	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	HSP90AA1	3.71943478332305	1.61496430276252	5.82390526388358	0.243384089141038	0.126796321447459	-0.750252782874432	1.00384542576935	0.999910824798957	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	HSP90AB1	4.49543807352482	2.85716033129369	6.13371581575595	0.0756900119958357	-0.0358369743294578	-0.81760640674576	0.745932458086845	0.999910824798957	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	MAP1B	1.85232416504567	0.703321882801772	3.00132644728957	0.294065725746201	-0.119527933807214	-0.601522699633725	0.362466832019297	0.999910824798957	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	MAPT	0.731555171938026	0.301422377651308	1.16168796622474	0.255270380032024	0.215661659314227	-0.192992535891741	0.624315854520195	0.999910824798957	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	PARK7	2.57931709703269	0.540555381224185	4.61807881284119	0.442892324980673	0.225673991246854	-0.542894847063604	0.994242829557312	0.999910824798957	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	OPC	STARD13	0.393124864746069	0.0163584398834104	0.769891289608728	0.571101464171536	0.189230188349597	-0.405066862196633	0.783527238895827	0.999910824798957	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	ARHGAP35	0.529653648592722	0.26504238807299	0.794264909112454	0.178034989526927	-0.110561509255102	-0.505803330600259	0.284680312090055	0.853666752314822	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	ARHGAP39	0.524165815482246	-0.307861828473848	1.35619345943834	0.815402912103234	0.217402385717461	-0.56629549989742	1.00110027133234	0.854852175797821	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	BAG3	5.37301574240688	2.21960472373645	8.52642676107731	0.260022691071756	0.574652849649008	-0.876871329741095	2.02617702903911	0.77499559548362	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	BCR	0.382502515180065	-0.184913619500384	0.949918649860514	0.793465197402923	-0.0464377187998144	-0.566291317314882	0.473415879715253	0.962175374232613	FALSE	discordant_direction	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	CCT5	0.710486031773082	-0.351136516123659	1.77210857966982	0.796447148935151	0.768115662698848	0.124371067117939	1.41186025827976	0.24678326241806	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	CCT8	0.382478104118632	-1.04768123390493	1.81263744214219	0.951567896501119	0.223005169241023	-0.332437662054018	0.778448000536064	0.771619490354923	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	CHORDC1	1.92826407255761	1.02733966539813	2.82918847971709	0.154043608396435	0.679266629789247	-0.250254383944939	1.60878764352343	0.53262339060783	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	COA3	1.66329837982964	-0.408783913580753	3.73538067324003	0.722571195221496	0.670725792338511	-0.104618829255519	1.44607041393254	0.440030325946132	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	COX5B	3.08470193624726	0.261592020507118	5.9078118519874	0.54547947807606	0.619545777673737	-0.397401595456656	1.63649315080413	0.617045045990548	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	COX7C	3.75088480850522	0.906406025092332	6.59536359191811	0.41496006600813	0.574889436040492	-0.521470935103441	1.67124980718443	0.675570612018431	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	DOCK7	0.950322249345239	0.44983776053705	1.45080673815343	0.201518332961139	0.235817383223107	-0.271746927897318	0.743381694343532	0.722705574758596	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
FTD_vs_Control	Oligodendrocyte	HSP90AA1	1.79673774485391	-0.0128628816206444	3.60633837132846	0.607054081612345	0.444215407906428	-0.231947128193272	1.12037794400613	0.583328779235898	TRUE	direction_only	17	37	cohort-specific limma donor-aware gene contrast	gene-model adjusted FDR within each cohort/model collection; no combined gene-level FDR	normal-approximation 95% CI reconstructed from frozen model estimate and SE
