feature	cell_type	log2FC_per_pTDP_level	logCPM	F	p_value	FDR	layer	n_donors	model	target_global_FDR	loo_same_direction_fraction	model_test	candidate_FDR_family	transcriptome_FDR_family	valid_LOO_iterations	uncertainty_interval
COX7C	ASC	-1.70597059651508	5.51637038040223	7.69558155182125	0.0111086557073706	0.416858835031534	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.110160835764758	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
COX7C	EX	2.79250672406749	5.23282435061757	-11.5888400980024	1	1	RNA	12	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	1	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
COX7C	IN	0.434909387440958	5.25851127998996	0.610422512763834	0.447934512510173	0.794646260083155	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.730351685851355	0.857142857142857	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
COX7C	MG	0.0283749298464386	5.54131612527796	0.00362505400949106	0.952975109214744	0.990745276534577	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.988320055661227	0.928571428571429	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
COX7C	ODC	0.0371562706401812	5.12342845016158	0.0072575459997497	0.933615755485948	1	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.988320055661227	0.571428571428571	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
COX7C	OPC	-0.0323355812455895	5.02131627552908	0.00543223732386343	0.942217886968964	0.999794890344818	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.988320055661227	0.928571428571429	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
DOCK7	ASC	-0.00432603885167596	8.91650719365937	0.000227399654861923	0.988106673013425	0.999082581254605	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	1	0.642857142857143	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
DOCK7	EX	-0.00869498456389853	6.89660282929141	0.00206158334912991	0.964397764688913	0.983193089465325	RNA	12	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.989339086189489	0.75	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
DOCK7	IN	0.106672903860853	7.19377448326316	0.611979763459441	0.44383118196101	0.792123756316407	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.730351685851355	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
DOCK7	MG	-0.0677982702257146	7.09639118184708	0.182153846124886	0.673779539358247	0.896596876062008	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.862148012727219	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
DOCK7	ODC	0.179331078543392	5.64008736037339	1.25388052924492	0.275404170779025	0.985798152946771	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.585233862905428	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
DOCK7	OPC	0.329367923392569	6.69701291325722	4.65548187811981	0.0440541905319065	0.999794890344818	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.201632641280649	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AA1	ASC	-1.5932365932288	9.95408997889052	18.0797971101648	0.000336016250636618	0.122113226928973	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.0115251521710285	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AA1	EX	0.291169479407671	8.60314639249629	0.418751237714472	0.527567928877647	0.704857782659022	RNA	12	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.774918629708187	0.833333333333333	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AA1	IN	-0.0403794833762219	9.12530796561809	0.015382229891071	0.902617859285849	0.972603916591397	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.988320055661227	0.571428571428571	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AA1	MG	-0.923356417724097	10.7022810754795	13.8250333638782	0.00307019862291073	0.162117593951372	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.0456692045157971	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AA1	ODC	-0.509507353946683	10.8609135127277	4.71810549187818	0.0474518336554275	0.852179106764825	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.201670293035567	0.928571428571429	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AA1	OPC	-0.758824984977104	9.79093280797532	6.93432628028297	0.0191100085945384	0.999794890344818	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.133770060161769	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AB1	ASC	-1.50834406349245	7.65886549529018	30.6083369391221	1.55326443767122e-05	0.0532523734844735	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.00184838468082875	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AB1	EX	1.09723851254993	7.88664732951227	4.90494386271442	0.0430725947533552	0.211086186243785	RNA	12	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.201632641280649	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AB1	IN	0.126517848426405	7.95921036014117	0.0609406597374997	0.809030400946298	0.943423645122541	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.963802222161469	0.928571428571429	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AB1	MG	-0.443484341543655	8.33917995167362	3.71071732834872	0.0674020369951292	0.421379587715999	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.243055830376375	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AB1	ODC	-0.110981952801441	8.32265850441196	0.202271011945379	0.659755471467486	1	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.862148012727219	0.857142857142857	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
HSP90AB1	OPC	-0.346469281700899	7.70135085565571	2.65381207483797	0.12233509804553	0.999794890344818	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.346616111129001	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAP1B	ASC	-0.230179938752055	8.66578867346436	0.419080104119672	0.524203819571131	0.925464176380426	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.774918629708187	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAP1B	EX	-0.114740942402097	9.77775255205197	0.380113695137181	0.547001385676367	0.718730863265115	RNA	12	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.774918629708187	0.833333333333333	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAP1B	IN	-0.26973920604445	9.36910531552676	3.87137007343962	0.0641175351792968	0.636153059305195	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.23843708394801	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAP1B	MG	-0.682978712551391	8.7525895650865	17.6246786832965	0.000388340540819536	0.0843978385329204	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.0115251521710285	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAP1B	ODC	-0.346387563979542	9.2656037840511	6.81724672814945	0.0162748469038289	0.660293788669629	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.129113785437042	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAP1B	OPC	-0.305798960612461	8.58214227623732	3.61208556049634	0.0727227675230834	0.999794890344818	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.246814014979566	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAPT	ASC	0.398668162955081	8.31650154907194	1.61257359634433	0.217614021009746	0.837635306143182	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.488605066040751	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAPT	EX	-0.402155238381309	8.65935944209559	3.62504559680049	0.0767404920524702	0.259724529337563	RNA	12	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.246814014979566	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAPT	IN	0.0120191179093761	8.54931603726773	0.00622663754147969	0.937942648332668	0.983888798566695	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.988320055661227	0.571428571428571	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAPT	MG	-0.232916180883899	7.72095664458996	0.93091138261438	0.345367876148553	0.71881304103684	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.66288350422061	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAPT	ODC	0.383506658449354	9.12686332785517	8.14712524543895	0.00946322315862585	0.533859329114457	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.102374868716043	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
MAPT	OPC	0.360312830044957	8.43368805228362	4.91436680119852	0.0390984151172299	0.999794890344818	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.201632641280649	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
PARK7	ASC	-1.15363118012299	5.44767719645812	10.3096320006062	0.00409829349112188	0.311799145255944	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.0541885472715005	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
PARK7	EX	0.180309065107584	5.41880327870221	0.191270121307402	0.668242002772004	0.807045358677121	RNA	12	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.862148012727219	0.916666666666667	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
PARK7	IN	-0.20658056852602	5.13355044150623	0.58867600836594	0.452511221396921	0.797202090448365	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.730351685851355	0.928571428571429	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
PARK7	MG	-0.374583600546269	5.61514311561873	1.8531874644623	0.18756920191731	0.596565015206553	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.455525204656325	0.928571428571429	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
PARK7	ODC	-0.0573031594054189	5.54850686795832	0.0827602937690189	0.776397864256392	1	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.952488101510419	0.857142857142857	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
PARK7	OPC	-0.193471452138453	5.64648908483663	0.794650666799935	0.383945627661782	0.999794890344818	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.700715896427115	0.928571428571429	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
STARD13	ASC	0.0713934020694258	8.36574375141598	0.0492802661163449	0.826401641906928	0.980252006455142	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.973681142444796	0.5	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
STARD13	EX	0.0139191529089677	6.98959378889562	0.00421643629262937	0.949104066948112	0.974801090315148	RNA	12	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.988320055661227	0.916666666666667	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
STARD13	IN	0.230135075662596	7.33056107347688	0.870808392975284	0.362617479117843	0.74747892770768	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.67503326699497	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
STARD13	MG	0.862436268121832	8.06719857261643	16.8682618618995	0.000484250091219685	0.0913706854393365	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.0115251521710285	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
STARD13	ODC	0.315620951042384	8.63005789750047	7.48780717678912	0.012330516373558	0.597540737912264	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.112871649881031	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
STARD13	OPC	0.283342831743178	6.42885394942869	3.44523434636985	0.0791166663748341	0.999794890344818	RNA	14	ptdp_order+z_median_TSS+z_median_fragments+z_median_RNA_UMI	0.247760086805401	1	edgeR robust quasi-likelihood ordinal pTDP trend adjusted for TSS enrichment, fragment depth and RNA UMI	target_global_FDR: BH across 119 frozen candidate RNA tests, including 17 whole-tissue rows	FDR: BH across all retained transcripts within the fitted donor-cell-type model	14	not available in frozen edgeR target export; no CI displayed or inferred
