cell_type	contrast	set_id	threshold	minimum_nuclei	analysis_role	set_label	NES	pval	padj	comparison_FDR	global_primary_FDR	direction	size	ES	ranked_genes	leadingEdge	log2err	cell	contrast_label	sig	n_samples	n_donors	duplicate_correlation	donor_aware_model	leaveouts_tested	loo_direction_retained_fraction	programme_test	primary_FDR_family	statistical_unit
Astro	ALS_vs_FTD_mean	protein_folding	min30_primary	30	primary	Protein folding	-1.69771836550436	0.000187094094413113	0.00130965866089179	0.00130965866089179	0.000785795196535074	negative	149	-0.380526407725924	15416	PPIA;FKBP4;HSPH1;HSP90AB1;HSP90B1;PFDN2;COA3;FKBP8;PDIA4;DNAJA1;ZPR1;PDCL3;TBCC;HSPA4;CCT7;DNAJB1;DNAJB2;BAG2;DNAJB6;SACS;KHSRP;COX19;NFYC;HSP90AA1;TCP1;TBCE;TRAP1;ST13;PTGES3;CCT4;AHSA1;ZMYND10;ATPAF2;CHORDC1;PFDN6;GRPEL1;ERP44;CDC123;TAPBP;PDIA5;TBCD;DNAJC5;HSPA4L;PPID;CRYAB;HSPBP1;CCT6A;ERP29;HSPA8;HSPB1	0.518848077743792	Astrocyte	ALS vs FTD	TRUE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	ALS_vs_FTD_mean	protein_stabilization	min30_primary	30	primary	Protein stabilization	-1.35345250936694	0.0233533693177136	0.0544911950746651	0.0544911950746651	0.0432724196181164	negative	194	-0.292061358678046	15416	HSP90AB1;PIN1;PFDN2;ANK2;RPL23;PARK7;STUB1;NAA16;PDCL3;PARVA;CCT7;GAPDH;BAG2;TRIM44;PAK4;USP13;HSP90AA1;TCP1;CFP;SOX4;HIP1;PFN1;MAPK8IP3;HSPA1B;MSX1;ATP1B1;HERC2;HSPA1A;PTGES3;CCT4;COG3;MDM4;MTOR;PFDN6;PPP1CA;STXBP4;CBL;ATP1B3;PEX6;POLR2E;WFS1;PINK1;BAG6;PTEN;CRYAB;CCT6A;HSPB1;FBXW7;TUBA1A;CCNH;EP300;USP36;VHL;MORC3;HSPD1;PYURF;CCT3;TTI2;WIZ;NAA15;EPHA4;CLU;PIK3R1;LAMP1;WDR81;BAG5;NCLN;PFDN5;BAG1;CBLB;USP27X;BAG4;PFN2;CCT8	0.352487857583619	Astrocyte	ALS vs FTD	TRUE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	ALS_vs_FTD_mean	small_GTPase	min30_primary	30	primary	Small GTPase	-1.31469391049289	0.0386206896551724	0.0675862068965517	0.0675862068965517	0.0675862068965517	negative	177	-0.285129928765367	15416	NGEF;RND2;TIAM1;STARD13;GDI1;ARAP1;RASGEF1B;SOS1;SIPA1L3;SIPA1L1;FGD1;ARHGAP28;FAM13A;DOCK7;ARHGAP5;MYO9B;DOCK9;SOS2;ARHGEF28;ARHGEF25;DOCK3;RAC3;CCDC88A;PLEKHG4B;RAPGEF2;RAPGEF1;TIAM2;ARHGAP35;RALGPS1;RAPGEF4;RASGRF1;RIT2;RAC1;ARHGEF4;ARHGAP6;RASGRP2;ARHGEF2;ARHGAP31;ARHGAP23;RUNDC3A;RRAD;GNA13;TNK2;MCF2L;SIPA1;MCF2;RHOF;VAV3;RHOJ;RHOA;RHOQ;ARHGAP18;SRGAP2;RHOBTB1	0.271288554688953	Astrocyte	ALS vs FTD	FALSE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	0.9375	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	ALS_vs_FTD_mean	synapse_junction	min30_primary	30	primary	Synapse / junction assembly	-1.04259268020308	0.377708978328173	0.377708978328173	0.377708978328173	0.432648466084999	negative	63	-0.26689065673724	15416	GRIA1;SHANK3;DNM3;MAP1B;SDK2;ADGRL3;NRXN2;SDK1;PLXNB1;CDH2;NLGN3;OPHN1;ERBB4;PTEN;NRG3;NLGN1;PLXNA3	0.080419996876154	Astrocyte	ALS vs FTD	FALSE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	0.9375	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	FTD_vs_Ctrl_mean	axon_development	min30_primary	30	primary	Axon development	1.64793064899862	0.00222756448134375	0.00389823784235157	0.00389823784235157	0.00584735676352736	positive	76	0.414109645907231	15416	TAOK2;NMNAT2;MAP1A;MAP1B;APP;MARK2;CNTN4;DCC;STK11;LLGL1;MAPK8IP3;PRICKLE1;SPTBN4;GRM7;APLP1;ACTB;WNT7A;OLIG2;NTNG1;DSCAML1;BRSK1;DOCK7;PAK3;MAP1S;BAIAP2;PITPNA;SHTN1;ANK3;SLITRK5;RAB10;RAB8A;CELSR2;S100A6;PARD3;GPM6B;APLP2;PICALM;ACTG1;DRD2;PLP1;MAPT;SPG11;AMIGO1;NPR2	0.431707695803346	Astrocyte	FTD vs control	TRUE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	FTD_vs_Ctrl_mean	heat_response	min30_primary	30	primary	Heat response	1.44428495452126	0.0464396284829721	0.0541795665634675	0.0541795665634675	0.0750178613955704	positive	25	0.453454866006764	15416	HSPB1;EIF2B3;DNAJA1;MAP2K7;HSP90AA1;NOS1;SOD1;CRYAB;EIF2B4;LRP11;HSPA2;MTOR	0.261663521711573	Astrocyte	FTD vs control	FALSE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	FTD_vs_Ctrl_mean	mitochondrial_energy	min30_primary	30	primary	Mitochondrial energy	0.774592021664811	0.787539936102236	0.787539936102236	0.787539936102236	0.787539936102236	positive	21	0.253503819309657	15416	UQCRB;COX4I1;COX6C;MT-CO1;C2orf69;COX5B;NDUFV3;COX7A2;COX7C;ATP5F1C;UQCRH	0.0463227785794633	Astrocyte	FTD vs control	FALSE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	0.6875	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	FTD_vs_Ctrl_mean	protein_folding	min30_primary	30	primary	Protein folding	1.84419732639559	4.51066345732279e-06	3.15746442012595e-05	3.15746442012595e-05	6.4375098727079e-05	positive	149	0.415078129132913	15416	PDIA4;PPIA;DNAJB2;HSPH1;DNAJB1;HSP90AB1;PDIA5;TAPBP;PTGES3;COX19;FKBP4;KHSRP;DNAJB6;CHORDC1;HSPB1;CLU;DNAJA1;FKBP8;PDIA3;DNAJC5;HSP90B1;TBCD;TBCE;P4HB;PFDN2;HSP90AA1;AHSA1;RIC8B;TRAP1;HSPA5;HSPA4L;ZMYND10;CANX;BAG3;HSPA4;ST13;ATPAF2;CRYAB;CCT4;HSPA9;HSPD1;PDCL3;BAG2;DNAJC18;RP2	0.610526878385931	Astrocyte	FTD vs control	TRUE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	FTD_vs_Ctrl_mean	protein_stabilization	min30_primary	30	primary	Protein stabilization	1.62237930103362	0.000261899442628797	0.000611098699467194	0.000611098699467194	0.000916648049200791	positive	194	0.354272134521984	15416	HSPA1B;HSP90AB1;PTGES3;HSPA1A;MSX1;PEX6;HSPB1;LAMP1;CLU;WIZ;PFDN2;BAG6;WFS1;MAPK8IP3;HSP90AA1;ATP1B1;PARK7;CBL;HIP1;NAA16;CFP;ANK2;USP36;PFN1;SOX4;FLNA;PRKCD;USP2;HCFC1;LAMP2;BAG3;DVL1;MORC3;PAK4;CRYAB;CCT4;NCLN;CCNH;TMC8;RASSF1;HSPD1;WDR81;RASSF2;PDCL3;BAG2;RPL23;RTN4;PINK1;PIN1;GRN;MDM4;ATP1B3;TMC6;AKT2;TUBA1A;FLOT2;TTI1;AAK1;USP27X;MTOR;COG7;VHL;BAG1;CDKN2A;TRIM44;CCT7;GAPDH;UBE2B;CALR;CRTAP;USP13;CCT3;PIM1;RUVBL2;GPIHBP1;CHEK2;TCP1;CD74	0.49849310876659	Astrocyte	FTD vs control	TRUE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	FTD_vs_Ctrl_mean	small_GTPase	min30_primary	30	primary	Small GTPase	1.67635785211178	7.78460992794584e-05	0.000272461347478104	0.000272461347478104	0.000490430425460588	positive	177	0.371688819274527	15416	RASGEF1B;NGEF;PLEKHG4B;MYO9B;ARAP1;MCF2L;SIPA1L3;SIPA1;RND2;TIAM2;RIT2;SOS1;SRGAP2;TIAM1;RHOA;PLCE1;FGD3;RRAD;DOCK9;ARHGAP6;RAC3;DOCK3;RASGRP2;FGD1;ARHGAP1;RHOC;RHOG;CCDC88A;RAPGEF1;ARHGAP28;GDI1;RAPGEF4;TNK2;ARHGAP10;PLEKHG3;FAM13A;ARHGEF10L;STARD13;RASL12;RASGRP1;DOCK7;ARHGEF4;RHOBTB1;ARHGEF40;RGL3;ARHGAP15;DOCK10;RALGPS1;ARHGEF17;ARHGAP35;OBSCN;ARHGAP22;SIPA1L1;RHOF;RASGEF1A;FGD2;RASGEF1C;PLD1;GNA13;ARHGAP39;PREX1;DOCK11;RHOQ;SOS2;ABR;ARHGAP33;MCF2;ARHGEF3;RAPGEF2;DOCK2;RAC1;RASGRP3;DOCK8;RUNDC3A;RASGRF1;ARHGEF1;VAV1;RHOU;ARHGAP23;TRIO;ARHGAP4;ARHGAP44;RABIF;PLEKHG5;ARHGAP20;RRAGC;RAPGEF5;NUCB1;ARHGEF2	0.538434096309916	Astrocyte	FTD vs control	TRUE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Astro	FTD_vs_Ctrl_mean	synapse_junction	min30_primary	30	primary	Synapse / junction assembly	1.62158793371156	0.00545647088586568	0.00763905924021194	0.00763905924021194	0.0127317654003532	positive	63	0.42160694651981	15416	MAP1B;SDK2;ADD2;PLXNB1;NRXN2;PLXNB2;RHOA;SHANK3;SPOCK2;PLXND1;PLXNA3;NLGN3;NLGN1;SDK1;DNM3;PLXNA1;DSCAM;DAG1;KIRREL3	0.407017918923954	Astrocyte	FTD vs control	TRUE	31	16	0.579643633572217	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	16	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_Ctrl_mean	axon_development	min30_primary	30	primary	Axon development	1.17893080311925	0.185770750988142	0.282641509433962	0.282641509433962	0.229481515926529	positive	74	0.282686354159495	12825	SPTBN4;CCK;DOCK7;CTNNA2;SLITRK1;NMNAT2;ACTG1;PLP1;BRSK1;APP;PARD3;NTNG1;KLF7;SLITRK4;CNTNAP1;RAB8A;SLITRK2;MAP1B;MAPT;PLPPR4;CELSR2;ADGRB1;APLP1;SPG11;GRM7;PICALM;ACTB	0.142056643575821	OPC	ALS vs control	FALSE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_Ctrl_mean	heat_response	min30_primary	30	primary	Heat response	1.22913067382814	0.20188679245283	0.282641509433962	0.282641509433962	0.244593613933237	positive	21	0.392589233594371	12825	CRYAB;HSPB1;NOS1;HSP90AA1;EIF2B5;DNAJA3;DNAJA1;SOD1	0.132147260608774	OPC	ALS vs control	FALSE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_Ctrl_mean	mitochondrial_energy	min30_primary	30	primary	Mitochondrial energy	0.964601724649418	0.492452830188679	0.492452830188679	0.492452830188679	0.534905660377359	positive	21	0.308097633447291	12825	UQCRC2;NDUFV3;COX7B;C2orf69;COX5B	0.0768736734126542	OPC	ALS vs control	FALSE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.882352941176471	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_Ctrl_mean	protein_folding	min30_primary	30	primary	Protein folding	1.46135177145963	0.0083975239540757	0.0293913338392649	0.0293913338392649	0.0188944288966703	positive	140	0.316631325833792	12825	CLU;DNAJB2;CRYAB;BAG3;HSP90AB1;PDIA4;TTC1;BAG2;PDIA3;FKBP10;PDIA5;HSPA9;PTGES3;CALR;HSPB1;PDIA6;HSP90B1;HSPH1;DNAJC7;HSPA8;CCT4;HSP90AA1;COX19;ERO1B;DNAJC21;LMAN2L;PPIF;ERO1A;ST13;DNAJA3;CRTAP;TBCE;TBCD;CHORDC1;CCT5;HSPA4L;FKBP4;CCT3;ATF6;RANBP2;DNAJB1;RIC8A;HSPA5	0.380730400722792	OPC	ALS vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.941176470588235	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_Ctrl_mean	protein_stabilization	min30_primary	30	primary	Protein stabilization	1.30813121400575	0.0418290972442123	0.097601226903162	0.097601226903162	0.0693482401680361	positive	180	0.272453922018534	12825	FLNA;CLU;ZSWIM7;FLOT2;CRYAB;BAG3;RAB21;HSP90AB1;UBE2B;BAG2;PRKRA;STK3;ATP1B2;PTGES3;CALR;DVL1;HSPB1;MORC3;SMAD3;TBL1X;HSPA1A;OTUD3;CCT4;PEX6;HSP90AA1;TBRG1;UXT;NAA30;MT3;NCLN;DNAJA3;TUBA1A;CRTAP;TMC6;HSPA1B;CCT5;CCT3;ZNF207;PPARGC1A;PER3;CBX4;WIZ;RUVBL1;AKT2;CCNH;USP2;USP33	0.321775918075361	OPC	ALS vs control	FALSE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_Ctrl_mean	small_GTPase	min30_primary	30	primary	Small GTPase	1.92895220727043	3.55496522489143e-06	2.488475657424e-05	2.488475657424e-05	6.4375098727079e-05	positive	161	0.406625878058734	12825	TIAM2;PLEKHG4B;ARHGEF3;RIT2;RAPGEF3;VAV3;RASGEF1C;ABR;PLEKHG1;TIAM1;RGL2;PLCE1;RHOU;DOCK7;RALGDS;ARHGAP25;ARL3;ARHGEF17;RACGAP1;ARHGAP24;SOS1;ARHGAP18;ARHGAP1;DOCK2;RHOQ;DOCK8;MCF2L;MCF2;KALRN;SYDE2;RHOC;ARHGEF12;RND2;MYO9A;FAM13B;RERG;VAV2;NET1;ARHGAP21;RHOB;CCDC88C;ARHGAP23;ARHGEF10L;PREX1;ARHGAP39;GDI2;RAC3;ECT2;AKAP13;FGD1;RALGPS2;DVL2;SRGAP2;NUCB2;DOCK6;ARAP1;DOCK4;RASGEF1B	0.627256739718528	OPC	ALS vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_Ctrl_mean	synapse_junction	min30_primary	30	primary	Synapse / junction assembly	0.978918188032707	0.48443579766537	0.492452830188679	0.492452830188679	0.534905660377359	positive	54	0.247822487282595	12825	SDK2;NLGN2;PLXNC1;SLITRK1;NRG3;MYO9A;ERBB4;NRXN2;PLXNB2;PLXNA3;PLXNA1;MAP1B;MAPT	0.0793434960134973	OPC	ALS vs control	FALSE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.941176470588235	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_FTD_mean	axon_development	min30_primary	30	primary	Axon development	-2.1138937290066	5.64499167774086e-07	3.9514941744186e-06	3.9514941744186e-06	1.77817237848837e-05	negative	74	-0.52219776017824	12825	GPM6B;DSCAML1;CAMSAP2;MAPT;OLIG2;MAP1B;MARK2;MAP1A;RAB10;OLIG1;PARD3;ANK3;ZPR1;MAPK8IP3;MAP7D2;CNTN4;SPAST;NMNAT2;ACTB;GRM7;SPG11;TAOK2;PITPNA;ATL1;MAP1S;DCC;DCHS2;PICALM;SLITRK5	0.659444398037935	OPC	ALS vs FTD	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
