cell_type	contrast	set_id	threshold	minimum_nuclei	analysis_role	set_label	NES	pval	padj	comparison_FDR	global_primary_FDR	direction	size	ES	ranked_genes	leadingEdge	log2err	cell	contrast_label	sig	n_samples	n_donors	duplicate_correlation	donor_aware_model	leaveouts_tested	loo_direction_retained_fraction	programme_test	primary_FDR_family	statistical_unit
OPC	ALS_vs_FTD_mean	heat_response	min30_primary	30	primary	Heat response	-1.50421835680148	0.0483592400690846	0.0564191134139321	0.0564191134139321	0.0761658031088083	negative	21	-0.494287542120491	12825	HSP90AA1;EIF2B3;MTOR;SOD1;MAP2K7;EIF2B4;DNAJA1;HSPB1	0.271288554688953	OPC	ALS vs FTD	FALSE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_FTD_mean	mitochondrial_energy	min30_primary	30	primary	Mitochondrial energy	-1.36081724236568	0.115716753022453	0.115716753022453	0.115716753022453	0.155109690221585	negative	21	-0.447165803397311	12825	COX4I1;COX7A2;COX5A;UQCRB;COX6B1;C2orf69;UQCRH;MT-CO1;UQCRC1;COX7C;COX6C;COX5B;COX7B;NDUFA12	0.170932335370056	OPC	ALS vs FTD	FALSE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_FTD_mean	protein_folding	min30_primary	30	primary	Protein folding	-1.84560071902792	6.37148074847595e-06	2.23001826196658e-05	2.23001826196658e-05	6.4375098727079e-05	negative	140	-0.412657971644684	12825	PPIA;DNAJB1;HSP90AB1;WIPF1;HSPH1;DNAJB6;COX19;HSPA4;PFDN5;CMC1;CCT3;CWC27;FKBP8;KHSRP;BAG2;PFDN2;HSP90AA1;HSPBP1;PTGES3;ST13;TBCE;ERP44;CCT7;FKBP4;NUDC;CHORDC1;CCT4;HSPA4L;AHSA1;ZPR1;BAG4;RIC8B;DNAJB2;DNAJA1;HSP90B1;RUVBL2;TCP1;BAG1;HSPB1;COA3;ATPAF2;TBCC;TAPBP;HSPA8;BAG3;DNAJB5;DNAJC5;DNAJC18;HSPA9;CLU;NFYC;DNAJA2	0.610526878385931	OPC	ALS vs FTD	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_FTD_mean	protein_stabilization	min30_primary	30	primary	Protein stabilization	-1.35549155461325	0.0251334984745961	0.0351868978644346	0.0351868978644346	0.045240297254273	negative	180	-0.291121589652345	12825	HSP90AB1;HIP1;SMAD7;PFDN5;CCT3;PIN1;HSPA1A;POLR2E;NAA16;BAG2;PFDN2;CCNH;HSPA1B;C10orf90;HSP90AA1;PTGES3;PARK7;PIK3R1;PINK1;MTOR;GAPDH;CCT7;CCT4;EGLN3;MAPK8IP3;STUB1;BAG6;BAG4;ATP1B1;RASSF2;PPP1CA;EPHA4;NLK;RUVBL2;TCP1;MT3;BAG1;ZSWIM7;HSPB1;FLOT2;PFN1	0.352487857583619	OPC	ALS vs FTD	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_FTD_mean	small_GTPase	min30_primary	30	primary	Small GTPase	-1.41598854946698	0.0102883536319016	0.0180046188558278	0.0180046188558278	0.0209085896390258	negative	161	-0.310773687565878	12825	RIN2;RASGEF1B;ARHGAP35;ARHGAP5;RUNDC3A;CHN1;ARHGEF25;FAM13A;SOS1;ARHGAP31;ARHGEF28;DOCK10;ARHGAP1;RAPGEF4;DIRAS2;ARHGAP20;STARD13;NGEF;TNK2;RND1;DOCK4;RAPGEF2;GDI1;ARHGAP44;DOCK11;RAPGEF1;ARHGEF4;SRGAP2;RAC1;SIPA1L1;DOCK9;RRAGC;MCF2L;ARHGEF2;BCR;PLD1;CCDC88A;PLEKHG4B;SOS2;DOCK3;ARHGEF11;KRIT1;FGD4;RALGAPA2;ARHGAP26;DOCK1;FGD3;SIPA1L3	0.380730400722792	OPC	ALS vs FTD	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	ALS_vs_FTD_mean	synapse_junction	min30_primary	30	primary	Synapse / junction assembly	-1.84747532200089	0.000202687671788902	0.000472937900840771	0.000472937900840771	0.000798082707668802	negative	54	-0.487342756473876	12825	OPHN1;PLXNB1;SDK1;NLGN4X;DSCAM;ADGRL3;DNER;MAPT;NRXN1;MAP1B;GPHN;DNM3;PLXNA3;ERBB4;NLGN1;NRG3	0.518848077743792	OPC	ALS vs FTD	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	FTD_vs_Ctrl_mean	axon_development	min30_primary	30	primary	Axon development	2.28832436912744	6.9566434409223e-08	4.86965040864561e-07	4.86965040864561e-07	4.38268536778105e-06	positive	74	0.546846118483486	12825	MAPT;GPM6B;DSCAML1;MAP1B;NMNAT2;PARD3;RAB10;SPTBN4;OLIG1;CTNNA2;MARK2;GRM7;MAP1A;ACTB;MAPK8IP3;SLITRK4;SPG11;CAMSAP2;ANK3;PICALM;SLITRK1;ACTG1;APLP1;KLF7;CNTN4;DCHS2;NTNG1;SLITRK5;ATL1;DCC;MAP1S;STK11;CCK;TAOK2;APP;SPAST;BAIAP2;DOCK7;PITPNA;PLP1;NTNG2;OLIG2	0.704975715167238	OPC	FTD vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	FTD_vs_Ctrl_mean	heat_response	min30_primary	30	primary	Heat response	1.65287895721478	0.016733074334941	0.016733074334941	0.016733074334941	0.0319449600939783	positive	21	0.529933851294925	12825	HSP90AA1;SOD1;NOS1;HSPB1;DNAJA1;EIF2B3;MAP2K7;CRYAB	0.352487857583619	OPC	FTD vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	FTD_vs_Ctrl_mean	mitochondrial_energy	min30_primary	30	primary	Mitochondrial energy	1.65964428122134	0.015444060006784	0.016733074334941	0.016733074334941	0.030405493138356	positive	21	0.532102899542774	12825	C2orf69;COX4I1;UQCRB;COX7B;COX5B;COX7A2;MT-CO1;COX7C;COX5A;COX6B1;UQCRH;COX6C	0.380730400722792	OPC	FTD vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	FTD_vs_Ctrl_mean	protein_folding	min30_primary	30	primary	Protein folding	1.89011493429251	1.44496003957323e-05	4.30310484720189e-05	4.30310484720189e-05	0.000113790603116392	positive	140	0.41271668652308	12825	HSP90AB1;DNAJB1;HSPH1;COX19;DNAJB2;BAG2;DNAJB6;PTGES3;WIPF1;PPIA;CCT3;CLU;HSPA4;ST13;HSP90AA1;TBCE;CCT4;BAG3;KHSRP;CHORDC1;HSPA4L;HSP90B1;CWC27;FKBP4;HSPA9;FKBP8;PFDN2;HSPB1;HSPA8;DNAJA1;NUDC;BAG1;AHSA1;CRYAB;PDIA4;PDIA6;TAPBP;CMC1;CCT5;P4HB;RIC8B;PFDN5;ERP44;CCT7;PDIA3;CALR;ATF6;DNAJC7;LMAN2L;TCP1;DNAJB5;NFYC;ENGASE;RIC8A;HSPA5;RUVBL2;TBCD;DNAJC5;FKBP5;COA3	0.593325476396405	OPC	FTD vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	FTD_vs_Ctrl_mean	protein_stabilization	min30_primary	30	primary	Protein stabilization	1.7130504306272	0.000121420436523203	0.000169988611132484	0.000169988611132484	0.000588422115458597	positive	180	0.361095409573762	12825	HSP90AB1;BAG2;PTGES3;HSPA1A;CCT3;ZSWIM7;CLU;FLOT2;HIP1;HSP90AA1;CCNH;CCT4;BAG3;NAA16;HSPA1B;SMAD7;FLNA;MT3;PFDN2;UBE2B;HSPB1;SMAD3;PARK7;MORC3;PPARGC1A;DVL1;GAPDH;MAPK8IP3;PIN1;STUB1;PINK1;EGLN3;BAG1;CRYAB;TMC6;RTN4;PEX6;RASSF2;USP2;PTEN;CCT5;PRKRA;PFN1;MCM8;EP300;GNAQ;EPHA4;PIK3R1;ATP1B1;PFDN5;WIZ;RPL23;NLK;POLR2E;CCT7;CBLB;C10orf90;AAK1;ANK2;CALR;UXT	0.538434096309916	OPC	FTD vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	FTD_vs_Ctrl_mean	small_GTPase	min30_primary	30	primary	Small GTPase	1.81066808677671	1.84418779165795e-05	4.30310484720189e-05	4.30310484720189e-05	0.000129093145416057	positive	161	0.388474835104039	12825	RIN2;RASGEF1B;SOS1;PLEKHG4B;ARHGAP35;TIAM2;ARHGAP1;FAM13A;RIT2;RUNDC3A;MCF2L;RAPGEF4;DOCK4;SRGAP2;RASGEF1C;ARHGAP24;CHN1;ARHGEF25;GDI1;ARHGAP5;ARHGAP25;RND1;VAV3;STARD13;ARHGAP18;ARHGEF4;RAC1;ABR;DOCK11;PLD1;RALGDS;DOCK10;BCR;RAPGEF3;ARAP1;FGD4;SOS2;RAPGEF2;RALGAPA2;ARHGEF2;RAPGEF1;DIRAS2;RALGPS2;ARHGAP44;RALGAPA1;ARHGEF28;TIAM1;DOCK9;SIPA1L3;ITSN1;PLEKHG1;ARHGAP39;ARHGEF11;ARHGAP10;ARL3;DOCK6;ARHGAP26;GNA13;DOCK8;ARHGAP31;ARHGEF12;DOCK7;MYO9A;DOCK3	0.575610261071129	OPC	FTD vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
OPC	FTD_vs_Ctrl_mean	synapse_junction	min30_primary	30	primary	Synapse / junction assembly	2.01168591718957	9.22609385618391e-05	0.000161456642483219	0.000161456642483219	0.000528403557217806	positive	54	0.505680093444748	12825	MAPT;NRG3;MAP1B;ERBB4;DNER;PLXNA3;NRXN1;ADGRL3;NLGN2;GPHN;SDK1;DNM3;SDK2;PLXNB1;NLGN1;DSCAM;PLXNC1;NRXN2;SLITRK1;PTEN;NLGN4X	0.538434096309916	OPC	FTD vs control	TRUE	33	17	0.384809035974326	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_Ctrl_mean	axon_development	min30_primary	30	primary	Axon development	0.853582267031354	0.761341222879684	0.779324055666004	0.779324055666004	0.786303230187215	positive	78	0.206941815224324	16304	PARD3;PARD6B;LLGL1;DOCK7;CELSR3;GRM7;SLITRK2;NTNG2;BRSK2;KLF7;DCC;MAPT;MARK2;DSCAML1;SPG11;ULK1;S100B;RAB8A;APLP1;MAP1B;CELSR1;CELSR2	0.057609110864425	Oligodendrocyte	ALS vs control	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.705882352941177	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_Ctrl_mean	heat_response	min30_primary	30	primary	Heat response	1.3318241883244	0.104536489151874	0.243918474687706	0.243918474687706	0.146351084812623	positive	23	0.415844014362978	16304	LRP11;HSPB1;DNAJA4;DNAJA3;CRYAB;PSIP1;DNAJA1;SOD1;EIF2B5;HSP90AA1	0.193813302725311	Oligodendrocyte	ALS vs control	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_Ctrl_mean	mitochondrial_energy	min30_primary	30	primary	Mitochondrial energy	0.808193360852544	0.779324055666004	0.779324055666004	0.779324055666004	0.787539936102236	positive	22	0.254641677716636	16304	C2orf69;ATP5F1C;NDUFV3;NDUFS2;COX6B1;COX5B;UQCRC2;COX4I1	0.0568864160475701	Oligodendrocyte	ALS vs control	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.705882352941177	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_Ctrl_mean	protein_folding	min30_primary	30	primary	Protein folding	1.24254957539195	0.0757575757575758	0.243918474687706	0.243918474687706	0.116306932801745	positive	152	0.270772229092915	16304	DNAJB2;TBCD;TTC4;COX19;P3H1;PTGES3;QSOX1;PDIA3;PDIA6;ENGASE;PDIA5;HSPB1;UNC45A;CHORDC1;BAG2;PDIA4;HSPA8;BAG3;ATPAF2;DNAJA4;PPIF;DNAJA3;ERO1B;CALR;CRYAB;HSPA4L;ATF6;RIC3;HSP90AB1;FKBP6;ST13;NKTR;DNAJA1;TTC1;CCT4;HSP90AA1;TAPBP;SACS;TBCE;LMAN2L;ERO1A;CSNK2A1;PDIA2;CCT3;ALG12;PPID;DNAJB1;MESD	0.224966093540314	Oligodendrocyte	ALS vs control	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.941176470588235	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_Ctrl_mean	protein_stabilization	min30_primary	30	primary	Protein stabilization	1.14593503659387	0.159090909090909	0.278409090909091	0.278409090909091	0.200454545454545	positive	192	0.242951020257956	16304	ZSWIM7;UBE2B;MORC3;P3H1;DBR1;COG7;PTGES3;TBL1X;ZNF207;HSPB1;SMAD3;PRKRA;TNIP2;BAG2;PEX6;CEP63;BAG3;HSPA1A;PIM1;DNAJA3;MT3;CALR;EFNA1;RTN4;CRYAB;CBL;PYHIN1;FLOT2;PER3;HSP90AB1;AAK1;HSPA1B;IFT46;USP2;TMC8;MYCNOS;RASSF1;CHP1;PRKCD;RABL3;CCT4;HSP90AA1;AKT2;CDK7;CSNK2A1;TRIM44;CCT3;PARK7;RUVBL1;OTUD3;UXT;GAPDH;FLNA;STX12;PTEN;CDKN2A;ATM	0.151148761385484	Oligodendrocyte	ALS vs control	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_Ctrl_mean	small_GTPase	min30_primary	30	primary	Small GTPase	1.43649353203199	0.00894155464783459	0.0625908825348421	0.0625908825348421	0.0194247566487441	positive	162	0.309574114139298	16304	ARHGAP39;RAPGEF3;ARHGAP22;ARHGAP33;ARHGEF10L;SIAH2;RIN2;ARHGAP31;RASGEF1C;PLCD4;RACGAP1;TRIO;DOCK11;RASGRF1;NUCB2;GDI2;DOCK7;SWAP70;SIPA1L2;TIAM2;RALGPS1;SOS1;TIAM1;RHOQ;RALGAPA1;ARHGEF1;BCR;RAB18;PREX2;MYO9B;SRGAP2;SIPA1L3;ARHGAP25;RAPGEF4;RHOF;ARHGEF10;DOCK10;GNA13;MCF2L;CHP1;ARHGEF3;GARNL3;CHM;PLD2;FAM13A;ARHGAP28;ARHGAP29;ABR;ARHGEF4;ARHGAP26;ITSN1;ARHGAP35;RRAD;RASGEF1B;DNMBP;TSC2	0.380730400722792	Oligodendrocyte	ALS vs control	TRUE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_Ctrl_mean	synapse_junction	min30_primary	30	primary	Synapse / junction assembly	-0.913254886968132	0.646245059288538	0.779324055666004	0.779324055666004	0.678557312252965	negative	65	-0.225767828297995	16304	OPHN1;GRIA1;BDNF;CDC42;PCDHB16;DRD2;SPOCK2;PLXNB3;SLITRK1;PCDHB5;DAG1;SDK1;NLGN3;VMP1;CDH1	0.0655321029282414	Oligodendrocyte	ALS vs control	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.764705882352941	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_FTD_mean	axon_development	min30_primary	30	primary	Axon development	-1.88157198157206	0.000171474831882252	0.000600161911587883	0.000600161911587883	0.000771636743470135	negative	78	-0.422441087877532	16304	MAP7D2;RAB3A;S100A6;NMNAT2;CNTN4;STK11;APLP2;BAIAP2;GPM6B;NTNG1;MAPT;DOCK7;NPR2;MGARP;SLITRK5;MAPK8IP3;TAOK2;CAMSAP2;RAB10;CELSR2;APP;CNTNAP1;PITPNA;CTNNA2;NRCAM;PARD3;MAP1B;SHTN1;MARK2	0.518848077743792	Oligodendrocyte	ALS vs FTD	TRUE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_FTD_mean	heat_response	min30_primary	30	primary	Heat response	-0.93445139239187	0.55868544600939	0.55868544600939	0.55868544600939	0.596562425399857	negative	23	-0.269364083952916	16304	HSPB1;SOD1;EIF2B3;MAP2K7;DNAJA2;DNAJA1;DNAJA4;HSP90AA1	0.0817515582532145	Oligodendrocyte	ALS vs FTD	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.941176470588235	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_FTD_mean	mitochondrial_energy	min30_primary	30	primary	Mitochondrial energy	-2.19372712824255	0.000107232852553699	0.000600161911587883	0.000600161911587883	0.000562972475906921	negative	22	-0.647310605042217	16304	UQCRC1;UQCRB;COX6C;COX7B;COX7C;COX6B1;UQCRH;C2orf69;COX7A2;COX6A1;COX4I1;NDUFA12;COX5A;MT-CO1;COX5B;NDUFB6	0.538434096309916	Oligodendrocyte	ALS vs FTD	TRUE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_FTD_mean	protein_folding	min30_primary	30	primary	Protein folding	-1.58964458798259	0.000971926169787948	0.00226782772950521	0.00226782772950521	0.00291577850936384	negative	152	-0.319848168119665	16304	HSPB1;ZMYND10;BAG2;CLU;HSPA4;HSPA4L;PTGES3;CHORDC1;DNAJB1;FKBP4;RIC8B;DNAJB6;HSPH1;HYPK;PPIA;CCT2;TBCE;ST13;RUVBL2;CCT3;KHSRP;BAG3;AHSA1;ATPAF2;PPID;CCT4;TSC1;P4HB;COA3;CCT7;NUDC;HSP90AB1;PFDN4;CCT6A;MKKS;HSPD1;CCT5;GRPEL1;HSPA9;DNAJA2;DNAJA1	0.477270815362862	Oligodendrocyte	ALS vs FTD	TRUE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_FTD_mean	protein_stabilization	min30_primary	30	primary	Protein stabilization	-1.43802007800456	0.00478661616308233	0.00670126262831526	0.00670126262831526	0.0115983391643918	negative	192	-0.280510792042708	16304	HSPB1;NAA16;HIP1;SOX4;BAG2;CLU;RTN4;SMAD3;PINK1;PTGES3;PARVA;HSPA1B;PPARGC1A;HYPK;MSX1;USP27X;CCT2;MAPK8IP3;PIM1;RUVBL2;CCT3;BAG3;CHEK2;CCT4;UBE2B;TSC1;CCT7;PARK7;HSP90AB1;MT3;WFS1;HSPA1A;CCT6A;HSPD1;CCT5;BAG6;WDR81;CCNH;APOA1;STUB1;STK4;LAMP1;FLNA;CAMLG;MORC3;PYHIN1;CBLB;TCP1;RASSF2;SPAG1;VHL;LAMP2;PFDN5;RPAP3;MCM8;PIN1;EGLN3;HCFC1;CCT8;PRKCD;FBXW7;HSP90AA1;RPL23;PEX6;TMC8	0.407017918923954	Oligodendrocyte	ALS vs FTD	TRUE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_FTD_mean	small_GTPase	min30_primary	30	primary	Small GTPase	-1.49296886697339	0.00346217368571853	0.00605880395000743	0.00605880395000743	0.0087246776880107	negative	162	-0.295436855248697	16304	ARHGAP10;ARHGAP20;RAP1GAP2;ARHGAP35;STARD13;RASGEF1B;RUNDC3A;FAM13A;RIT2;ARHGAP25;ARHGAP18;RAPGEF1;ARHGEF10;RALGPS2;CHN1;DOCK7;SOS1;SIPA1L3;ABR;TIAM2;ARHGAP24;DOCK11;RASGRP3;DIRAS2;FAM13B;DOCK5;SOS2;RALGDS;DEF6;CCDC88A;DOCK1;ARHGAP31;ARHGAP44;RAC1;RALGAPB;RAPGEF4;ARHGAP12;RHOA;ARAP1;PLCE1;RALGAPA2;RND2;ARHGAP4;ARHGAP5;RAPGEF2;RAC3;ARHGAP11A;RHOBTB1;RGL3;DNMBP;ARHGAP15;GNA13;RRAGC;RABIF;KRIT1;RRAD;OBSCN	0.431707695803346	Oligodendrocyte	ALS vs FTD	TRUE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	ALS_vs_FTD_mean	synapse_junction	min30_primary	30	primary	Synapse / junction assembly	-1.34846461211024	0.0775379552011636	0.0904609477346908	0.0904609477346908	0.116306932801745	negative	65	-0.31616515848568	16304	GRIA1;PLXNA4;SPOCK2;FARP1;MAPT;PLXNA1;SDK1;GPM6A;FLRT3;ZDHHC2;PLXNB2;RHOA;NRCAM;MAP1B;NRG3;DSCAM;GPHN;KIRREL3	0.287805130535564	Oligodendrocyte	ALS vs FTD	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	FTD_vs_Ctrl_mean	axon_development	min30_primary	30	primary	Axon development	1.86260798257112	0.000330234761584685	0.000680817757157071	0.000680817757157071	0.00109498894630711	positive	78	0.414937484330842	16304	MAP7D2;PARD3;DOCK7;MAPT;S100A6;RAB3A;STK11;MAPK8IP3;APLP2;NTNG1;MGARP;TAOK2;NPR2;NMNAT2;CELSR2;CAMSAP2;MARK2;MAP1B;APP;RAB10;BAIAP2;CELSR3;SLITRK5;CNTN4;NRCAM	0.49849310876659	Oligodendrocyte	FTD vs control	TRUE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	FTD_vs_Ctrl_mean	heat_response	min30_primary	30	primary	Heat response	1.12325744253865	0.281795511221945	0.281795511221945	0.281795511221945	0.334964475603444	positive	23	0.325770299436292	16304	HSPB1;SOD1;DNAJA4;DNAJA1;HSP90AA1;EIF2B3	0.128142916898415	Oligodendrocyte	FTD vs control	FALSE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	0.941176470588235	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
Oligo	FTD_vs_Ctrl_mean	mitochondrial_energy	min30_primary	30	primary	Mitochondrial energy	2.00565036910229	0.00108449851590354	0.00151829792226496	0.00151829792226496	0.00310560938645105	positive	22	0.59806094012805	16304	C2orf69;COX6B1;UQCRB;COX7C;COX4I1;COX7A2;COX5B;COX6A1;COX6C;COX7B;UQCRC1;UQCRH;NDUFB6;COX5A;NDUFA12;NDUFV3	0.45505986738723	Oligodendrocyte	FTD vs control	TRUE	33	17	0.553617893012401	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	17	1	FGSEA preranked NES from donor-aware pseudobulk gene statistics	BH across 63 frozen family-by-cell-type-by-contrast primary axes	biological donor; repeated regions donor-blocked
