cell_type	contrast	set_id	set_label	threshold	minimum_nuclei	analysis_role	NES	pval	padj	comparison_FDR	global_primary_FDR	direction	size	ES	ranked_genes	leadingEdge	log2err	primary_NES	primary_pval	primary_comparison_FDR	primary_global_FDR	direction_retained	absolute_NES_difference	n_samples	n_donors	donor_aware_model	sensitivity_test	uncertainty_interval
OPC	ALS_vs_Ctrl_mean	protein_folding	Protein folding	min20_sensitivity	20	sensitivity	1.47457436898895	0.00852342439451858	0.029831985380815	0.029831985380815		positive	140	0.316631325833792	12825	CLU;DNAJB2;CRYAB;BAG3;HSP90AB1;PDIA4;TTC1;BAG2;PDIA3;FKBP10;PDIA5;HSPA9;PTGES3;CALR;HSPB1;PDIA6;HSP90B1;HSPH1;DNAJC7;HSPA8;CCT4;HSP90AA1;COX19;ERO1B;DNAJC21;LMAN2L;PPIF;ERO1A;ST13;DNAJA3;CRTAP;TBCE;TBCD;CHORDC1;CCT5;HSPA4L;FKBP4;CCT3;ATF6;RANBP2;DNAJB1;RIC8A;HSPA5	0.380730400722792	1.46135177145963	0.0083975239540757	0.0293913338392649	0.0188944288966703	TRUE	0.0132225975293241	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	protein_folding	Protein folding	min50_sensitivity	50	sensitivity	1.55696224306376	0.00305794038740756	0.0107027913559265	0.0107027913559265		positive	140	0.334358233039258	12761	DNAJB2;CLU;CRYAB;BAG3;HSP90AB1;PDIA3;PDIA4;BAG2;TTC1;FKBP10;PTGES3;HSPA9;PDIA5;PDIA6;HSPB1;HSPH1;CALR;HSP90B1;DNAJC7;HSPA8;CCT4;PPIF;ERO1B;COX19;ERO1A;DNAJC21;ST13;FKBP4;DNAJA3;TBCE;TBCD;LMAN2L;CCT5;CRTAP;CHORDC1;HSPA4L;CCT3;RANBP2;DNAJB1;HSP90AA1	0.431707695803346	1.46135177145963	0.0083975239540757	0.0293913338392649	0.0188944288966703	TRUE	0.0956104716041308	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	protein_stabilization	Protein stabilization	min20_sensitivity	20	sensitivity	1.30978264298591	0.0366203294203543	0.0854474353141601	0.0854474353141601		positive	180	0.272453922018534	12825	FLNA;CLU;ZSWIM7;FLOT2;CRYAB;BAG3;RAB21;HSP90AB1;UBE2B;BAG2;PRKRA;STK3;ATP1B2;PTGES3;CALR;DVL1;HSPB1;MORC3;SMAD3;TBL1X;HSPA1A;OTUD3;CCT4;PEX6;HSP90AA1;TBRG1;UXT;NAA30;MT3;NCLN;DNAJA3;TUBA1A;CRTAP;TMC6;HSPA1B;CCT5;CCT3;ZNF207;PPARGC1A;PER3;CBX4;WIZ;RUVBL1;AKT2;CCNH;USP2;USP33	0.321775918075361	1.30813121400575	0.0418290972442123	0.097601226903162	0.0693482401680361	TRUE	0.00165142898016124	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	protein_stabilization	Protein stabilization	min50_sensitivity	50	sensitivity	1.32645087477897	0.0306702886480333	0.0715640068454109	0.0715640068454109		positive	178	0.27775101121217	12761	FLNA;CLU;CRYAB;ZSWIM7;FLOT2;BAG3;RAB21;STK3;HSP90AB1;UBE2B;BAG2;PRKRA;PTGES3;MORC3;ATP1B2;DVL1;HSPB1;OTUD3;SMAD3;TBL1X;CALR;HSPA1A;CCT4;PEX6;TBRG1;NAA30;MT3;NCLN;HSPA1B;DNAJA3;CCT5;UXT;PER3;ZNF207;CRTAP;CCT3;PPARGC1A;HSP90AA1;TUBA1A	0.352487857583619	1.30813121400575	0.0418290972442123	0.097601226903162	0.0693482401680361	TRUE	0.0183196607732172	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	small_GTPase	Small GTPase	min20_sensitivity	20	sensitivity	1.9361767098634	2.29000321213147e-06	1.60300224849203e-05	1.60300224849203e-05		positive	161	0.406625878058734	12825	TIAM2;PLEKHG4B;ARHGEF3;RIT2;RAPGEF3;VAV3;RASGEF1C;ABR;PLEKHG1;TIAM1;RGL2;PLCE1;RHOU;DOCK7;RALGDS;ARHGAP25;ARL3;ARHGEF17;RACGAP1;ARHGAP24;SOS1;ARHGAP18;ARHGAP1;DOCK2;RHOQ;DOCK8;MCF2L;MCF2;KALRN;SYDE2;RHOC;ARHGEF12;RND2;MYO9A;FAM13B;RERG;VAV2;NET1;ARHGAP21;RHOB;CCDC88C;ARHGAP23;ARHGEF10L;PREX1;ARHGAP39;GDI2;RAC3;ECT2;AKAP13;FGD1;RALGPS2;DVL2;SRGAP2;NUCB2;DOCK6;ARAP1;DOCK4;RASGEF1B	0.627256739718528	1.92895220727043	3.55496522489143e-06	2.488475657424e-05	6.4375098727079e-05	TRUE	0.00722450259297758	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	small_GTPase	Small GTPase	min50_sensitivity	50	sensitivity	1.91592352698541	1.56779053344719e-06	1.09745337341304e-05	1.09745337341304e-05		positive	160	0.405479389972629	12761	TIAM2;PLEKHG4B;RAPGEF3;ARHGEF3;RIT2;VAV3;PLEKHG1;RASGEF1C;ABR;RGL2;TIAM1;PLCE1;RALGDS;RHOU;ARL3;ARHGEF17;DOCK7;ARHGAP25;DOCK8;DOCK2;RACGAP1;RHOQ;ARHGAP18;ARHGAP24;ARHGAP21;MCF2L;SOS1;ARHGAP1;SYDE2;MCF2;KALRN;RND2;MYO9A;ARHGEF12;RERG;RHOC;RHOB;FAM13B;ARHGAP23;NET1;GDI2;CCDC88C;ARHGEF10L;VAV2;RASGEF1B;PREX1;RAC3;ARHGAP39;MYO9B;AKAP13;DOCK6;ECT2;FGD1;NUCB2;RALGPS2;ARAP1;DVL2;NUCB1;SRGAP2	0.643551836150722	1.92895220727043	3.55496522489143e-06	2.488475657424e-05	6.4375098727079e-05	TRUE	0.0130286802850168	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	min20_sensitivity	20	sensitivity	0.972179402437844	0.532319391634981	0.532319391634981	0.532319391634981		positive	54	0.247822487282595	12825	SDK2;NLGN2;PLXNC1;SLITRK1;NRG3;MYO9A;ERBB4;NRXN2;PLXNB2;PLXNA3;PLXNA1;MAP1B;MAPT	0.0732558655828455	0.978918188032707	0.48443579766537	0.492452830188679	0.534905660377359	TRUE	0.00673878559486374	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	min50_sensitivity	50	sensitivity	0.703242056226045	0.948818897637795	0.948818897637795	0.948818897637795		positive	54	0.179018917771165	12761	SDK2;NLGN2;PLXNC1;SLITRK1;MYO9A;NRG3;PLXNA3;PLXNB2;NRXN2	0.0473534245254193	0.978918188032707	0.48443579766537	0.492452830188679	0.534905660377359	TRUE	0.275676131806662	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	axon_development	Axon development	min20_sensitivity	20	sensitivity	-2.11756849428931	7.98839501370944e-07	5.5918765095966e-06	5.5918765095966e-06		negative	74	-0.52219776017824	12825	GPM6B;DSCAML1;CAMSAP2;MAPT;OLIG2;MAP1B;MARK2;MAP1A;RAB10;OLIG1;PARD3;ANK3;ZPR1;MAPK8IP3;MAP7D2;CNTN4;SPAST;NMNAT2;ACTB;GRM7;SPG11;TAOK2;PITPNA;ATL1;MAP1S;DCC;DCHS2;PICALM;SLITRK5	0.659444398037935	-2.1138937290066	5.64499167774086e-07	3.9514941744186e-06	1.77817237848837e-05	TRUE	0.00367476528270716	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	axon_development	Axon development	min50_sensitivity	50	sensitivity	-2.12104259826724	8.58531586233063e-07	6.00972110363144e-06	6.00972110363144e-06		negative	74	-0.522720758571383	12761	GPM6B;DSCAML1;CAMSAP2;GRM7;OLIG2;MAP1A;OLIG1;MAPT;RAB10;MARK2;MAP1B;PARD3;ANK3;MAP7D2;MAPK8IP3;ZPR1;SPAST;NMNAT2;ACTB;CNTN4;SPG11;DCC;PITPNA;TAOK2;ATL1;DCHS2;MAP1S;PICALM;SLITRK5;APLP1;SLITRK4	0.659444398037935	-2.1138937290066	5.64499167774086e-07	3.9514941744186e-06	1.77817237848837e-05	TRUE	0.00714886926063851	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	heat_response	Heat response	min20_sensitivity	20	sensitivity	-1.55017322694073	0.033667556721143	0.0392788161746669	0.0392788161746669		negative	21	-0.494287542120491	12825	HSP90AA1;EIF2B3;MTOR;SOD1;MAP2K7;EIF2B4;DNAJA1;HSPB1	0.321775918075361	-1.50421835680148	0.0483592400690846	0.0564191134139321	0.0761658031088083	TRUE	0.0459548701392516	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	heat_response	Heat response	min50_sensitivity	50	sensitivity	-1.48715758766749	0.0525451559934319	0.0613026819923372	0.0613026819923372		negative	21	-0.487119198099519	12761	HSP90AA1;EIF2B3;MTOR;SOD1;MAP2K7;EIF2B4;DNAJA1;DNAJA2;HSPB1	0.252961123069611	-1.50421835680148	0.0483592400690846	0.0564191134139321	0.0761658031088083	TRUE	0.0170607691339866	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	mitochondrial_energy	Mitochondrial energy	min20_sensitivity	20	sensitivity	-1.40239111318929	0.087248322147651	0.087248322147651	0.087248322147651		negative	21	-0.447165803397311	12825	COX4I1;COX7A2;COX5A;UQCRB;COX6B1;C2orf69;UQCRH;MT-CO1;UQCRC1;COX7C;COX6C;COX5B;COX7B;NDUFA12	0.195789002148949	-1.36081724236568	0.115716753022453	0.115716753022453	0.155109690221585	TRUE	0.0415738708236111	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	mitochondrial_energy	Mitochondrial energy	min50_sensitivity	50	sensitivity	-1.24371917129892	0.180623973727422	0.180623973727422	0.180623973727422		negative	21	-0.407380825279149	12761	COX7A2;COX4I1;COX5A;UQCRB;COX6B1;C2orf69;UQCRH;COX6C;UQCRC1;COX7C;MT-CO1;COX5B;COX7B	0.130105630751129	-1.36081724236568	0.115716753022453	0.115716753022453	0.155109690221585	TRUE	0.117098071066754	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	protein_folding	Protein folding	min20_sensitivity	20	sensitivity	-1.85645396712333	1.56989232266221e-05	5.49462312931774e-05	5.49462312931774e-05		negative	140	-0.412657971644684	12825	PPIA;DNAJB1;HSP90AB1;WIPF1;HSPH1;DNAJB6;COX19;HSPA4;PFDN5;CMC1;CCT3;CWC27;FKBP8;KHSRP;BAG2;PFDN2;HSP90AA1;HSPBP1;PTGES3;ST13;TBCE;ERP44;CCT7;FKBP4;NUDC;CHORDC1;CCT4;HSPA4L;AHSA1;ZPR1;BAG4;RIC8B;DNAJB2;DNAJA1;HSP90B1;RUVBL2;TCP1;BAG1;HSPB1;COA3;ATPAF2;TBCC;TAPBP;HSPA8;BAG3;DNAJB5;DNAJC5;DNAJC18;HSPA9;CLU;NFYC;DNAJA2	0.575610261071129	-1.84560071902792	6.37148074847595e-06	2.23001826196658e-05	6.4375098727079e-05	TRUE	0.0108532480954111	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	protein_folding	Protein folding	min50_sensitivity	50	sensitivity	-1.83956413669654	3.98999829030262e-05	9.30999601070612e-05	9.30999601070612e-05		negative	140	-0.404984449566713	12761	PPIA;DNAJB1;HSP90AB1;WIPF1;HSPH1;DNAJB6;COX19;HSPA4;CMC1;PFDN5;CWC27;CCT3;FKBP8;KHSRP;PFDN2;BAG2;HSP90AA1;HSPBP1;PTGES3;ST13;TBCE;ERP44;CCT7;CCT4;CHORDC1;NUDC;HSPA4L;FKBP4;BAG4;ZPR1;AHSA1;HSP90B1;RIC8B;TCP1;DNAJB2;RUVBL2;DNAJA1;BAG1;ATPAF2;TAPBP;TBCC;BAG3;COA3;DNAJC5;HSPA9;HSPA8;DNAJA2;HSPB1;DNAJB5;DNAJC18;NFYC	0.557332238758646	-1.84560071902792	6.37148074847595e-06	2.23001826196658e-05	6.4375098727079e-05	TRUE	0.00603658233137994	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	protein_stabilization	Protein stabilization	min20_sensitivity	20	sensitivity	-1.34943459763711	0.0165898793789409	0.0232258311305173	0.0232258311305173		negative	180	-0.291121589652345	12825	HSP90AB1;HIP1;SMAD7;PFDN5;CCT3;PIN1;HSPA1A;POLR2E;NAA16;BAG2;PFDN2;CCNH;HSPA1B;C10orf90;HSP90AA1;PTGES3;PARK7;PIK3R1;PINK1;MTOR;GAPDH;CCT7;CCT4;EGLN3;MAPK8IP3;STUB1;BAG6;BAG4;ATP1B1;RASSF2;PPP1CA;EPHA4;NLK;RUVBL2;TCP1;MT3;BAG1;ZSWIM7;HSPB1;FLOT2;PFN1	0.352487857583619	-1.35549155461325	0.0251334984745961	0.0351868978644346	0.045240297254273	TRUE	0.00605695697613395	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	protein_stabilization	Protein stabilization	min50_sensitivity	50	sensitivity	-1.39277047909233	0.0170163373965706	0.0238228723551988	0.0238228723551988		negative	178	-0.297940112695779	12761	HSP90AB1;HIP1;SMAD7;PFDN5;CCT3;CCNH;PIK3R1;HSPA1A;PFDN2;PIN1;NAA16;C10orf90;POLR2E;BAG2;HSP90AA1;PTGES3;HSPA1B;PARK7;PINK1;EGLN3;MTOR;CCT7;GAPDH;CCT4;MAPK8IP3;BAG4;BAG6;EPHA4;RASSF2;STUB1;TCP1;ATP1B1;NLK;GNAQ;PPP1CA;RUVBL2;PPARGC1A;MT3;BAG1;ZSWIM7;FLOT2;RPL23;RTN4	0.352487857583619	-1.35549155461325	0.0251334984745961	0.0351868978644346	0.045240297254273	TRUE	0.0372789244790812	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	small_GTPase	Small GTPase	min20_sensitivity	20	sensitivity	-1.42344285812977	0.0132293330823628	0.0231513328941348	0.0231513328941348		negative	161	-0.310773687565878	12825	RIN2;RASGEF1B;ARHGAP35;ARHGAP5;RUNDC3A;CHN1;ARHGEF25;FAM13A;SOS1;ARHGAP31;ARHGEF28;DOCK10;ARHGAP1;RAPGEF4;DIRAS2;ARHGAP20;STARD13;NGEF;TNK2;RND1;DOCK4;RAPGEF2;GDI1;ARHGAP44;DOCK11;RAPGEF1;ARHGEF4;SRGAP2;RAC1;SIPA1L1;DOCK9;RRAGC;MCF2L;ARHGEF2;BCR;PLD1;CCDC88A;PLEKHG4B;SOS2;DOCK3;ARHGEF11;KRIT1;FGD4;RALGAPA2;ARHGAP26;DOCK1;FGD3;SIPA1L3	0.380730400722792	-1.41598854946698	0.0102883536319016	0.0180046188558278	0.0209085896390258	TRUE	0.0074543086627934	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	small_GTPase	Small GTPase	min50_sensitivity	50	sensitivity	-1.49041300334461	0.00408670152597086	0.00715172767044901	0.00715172767044901		negative	160	-0.322762049418302	12761	RIN2;RASGEF1B;ARHGAP35;CHN1;FAM13A;RUNDC3A;ARHGAP5;SOS1;CCDC88A;ARHGEF25;ARHGEF4;ARHGAP31;DOCK10;RAPGEF4;ARHGEF28;ARHGAP1;ARHGAP20;DOCK4;RAPGEF2;DIRAS2;STARD13;PLD1;NGEF;GDI1;TNK2;ARHGAP44;RND1;RAPGEF1;RAC1;DOCK11;SIPA1L1;SOS2;SRGAP2;RRAGC;DOCK9;BCR;ARHGEF2;MCF2L;DOCK3;PLEKHG4B;FGD4;KRIT1;ARHGEF11;RALGAPA2;ARHGAP26;ARHGAP24;RHOBTB2;DOCK1;SIPA1L3;ARHGAP12;RASGRP3;FGD3	0.407017918923954	-1.41598854946698	0.0102883536319016	0.0180046188558278	0.0209085896390258	TRUE	0.0744244538776278	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	synapse_junction	Synapse / junction assembly	min20_sensitivity	20	sensitivity	-1.86349473841052	0.000278275528454774	0.000649309566394472	0.000649309566394472		negative	54	-0.487342756473876	12825	OPHN1;PLXNB1;SDK1;NLGN4X;DSCAM;ADGRL3;DNER;MAPT;NRXN1;MAP1B;GPHN;DNM3;PLXNA3;ERBB4;NLGN1;NRG3	0.49849310876659	-1.84747532200089	0.000202687671788902	0.000472937900840771	0.000798082707668802	TRUE	0.0160194164096241	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_FTD_mean	synapse_junction	Synapse / junction assembly	min50_sensitivity	50	sensitivity	-2.04800736150536	1.76580663550676e-05	6.18032322427365e-05	6.18032322427365e-05		negative	54	-0.537197735437725	12761	NLGN4X;ADGRL3;OPHN1;NRXN1;DNER;NLGN1;SDK1;PLXNB1;DSCAM;MAPT;ERBB4;MAP1B;DNM3;GPHN;PLXNA3;NRG3	0.575610261071129	-1.84747532200089	0.000202687671788902	0.000472937900840771	0.000798082707668802	TRUE	0.200532039504463	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	FTD_vs_Ctrl_mean	axon_development	Axon development	min20_sensitivity	20	sensitivity	2.20427761411168	4.87229201535998e-08	3.41060441075199e-07	3.41060441075199e-07		positive	74	0.546846118483486	12825	MAPT;GPM6B;DSCAML1;MAP1B;NMNAT2;PARD3;RAB10;SPTBN4;OLIG1;CTNNA2;MARK2;GRM7;MAP1A;ACTB;MAPK8IP3;SLITRK4;SPG11;CAMSAP2;ANK3;PICALM;SLITRK1;ACTG1;APLP1;KLF7;CNTN4;DCHS2;NTNG1;SLITRK5;ATL1;DCC;MAP1S;STK11;CCK;TAOK2;APP;SPAST;BAIAP2;DOCK7;PITPNA;PLP1;NTNG2;OLIG2	0.719512826338911	2.28832436912744	6.9566434409223e-08	4.86965040864561e-07	4.38268536778105e-06	TRUE	0.0840467550157618	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	FTD_vs_Ctrl_mean	axon_development	Axon development	min50_sensitivity	50	sensitivity	2.21260452775684	2.85492524893945e-07	1.99844767425762e-06	1.99844767425762e-06		positive	74	0.536080588686865	12761	GPM6B;MAPT;DSCAML1;OLIG1;NMNAT2;GRM7;PARD3;MAP1B;RAB10;SPTBN4;MARK2;CTNNA2;MAP1A;MAPK8IP3;APLP1;ACTB;SPG11;SLITRK4;CAMSAP2;ANK3;PICALM;NTNG1;SLITRK1;ACTG1;KLF7;DCHS2;CNTN4;CCK;PLP1;SLITRK5;ATL1;OLIG2;TAOK2;STK11;MAP1S;PITPNA;NTNG2;SPAST;DCC;DOCK7;BAIAP2	0.674962860011025	2.28832436912744	6.9566434409223e-08	4.86965040864561e-07	4.38268536778105e-06	TRUE	0.0757198413705988	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	FTD_vs_Ctrl_mean	heat_response	Heat response	min20_sensitivity	20	sensitivity	1.64069929812355	0.013200307024709	0.013200307024709	0.013200307024709		positive	21	0.529933851294925	12825	HSP90AA1;SOD1;NOS1;HSPB1;DNAJA1;EIF2B3;MAP2K7;CRYAB	0.380730400722792	1.65287895721478	0.016733074334941	0.016733074334941	0.0319449600939783	TRUE	0.0121796590912224	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	FTD_vs_Ctrl_mean	heat_response	Heat response	min50_sensitivity	50	sensitivity	1.62438421062115	0.0227855687743492	0.0265831635700741	0.0265831635700741		positive	21	0.519727950772089	12761	HSP90AA1;SOD1;NOS1;HSPB1;CRYAB;DNAJA1;EIF2B3;MAP2K7	0.352487857583619	1.65287895721478	0.016733074334941	0.016733074334941	0.0319449600939783	TRUE	0.0284947465936258	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	FTD_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	min20_sensitivity	20	sensitivity	1.64741477011906	0.0119934356074367	0.013200307024709	0.013200307024709		positive	21	0.532102899542774	12825	C2orf69;COX4I1;UQCRB;COX7B;COX5B;COX7A2;MT-CO1;COX7C;COX5A;COX6B1;UQCRH;COX6C	0.380730400722792	1.65964428122134	0.015444060006784	0.016733074334941	0.030405493138356	TRUE	0.0122295111022739	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	FTD_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	min50_sensitivity	50	sensitivity	1.54802771329682	0.0402108748533612	0.0402108748533612	0.0402108748533612		positive	21	0.495297396951737	12761	C2orf69;COX4I1;UQCRB;COX7B;COX5B;COX7A2;COX7C;MT-CO1;COX5A;COX6C;COX6B1;UQCRH	0.321775918075361	1.65964428122134	0.015444060006784	0.016733074334941	0.030405493138356	TRUE	0.111616567924516	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	FTD_vs_Ctrl_mean	protein_folding	Protein folding	min20_sensitivity	20	sensitivity	1.8648099580891	6.097690496475e-06	2.13419167376625e-05	2.13419167376625e-05		positive	140	0.41271668652308	12825	HSP90AB1;DNAJB1;HSPH1;COX19;DNAJB2;BAG2;DNAJB6;PTGES3;WIPF1;PPIA;CCT3;CLU;HSPA4;ST13;HSP90AA1;TBCE;CCT4;BAG3;KHSRP;CHORDC1;HSPA4L;HSP90B1;CWC27;FKBP4;HSPA9;FKBP8;PFDN2;HSPB1;HSPA8;DNAJA1;NUDC;BAG1;AHSA1;CRYAB;PDIA4;PDIA6;TAPBP;CMC1;CCT5;P4HB;RIC8B;PFDN5;ERP44;CCT7;PDIA3;CALR;ATF6;DNAJC7;LMAN2L;TCP1;DNAJB5;NFYC;ENGASE;RIC8A;HSPA5;RUVBL2;TBCD;DNAJC5;FKBP5;COA3	0.610526878385931	1.89011493429251	1.44496003957323e-05	4.30310484720189e-05	0.000113790603116392	TRUE	0.0253049762034154	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
