cell_type	contrast	set_id	set_label	threshold	minimum_nuclei	analysis_role	NES	pval	padj	comparison_FDR	global_primary_FDR	direction	size	ES	ranked_genes	leadingEdge	log2err	primary_NES	primary_pval	primary_comparison_FDR	primary_global_FDR	direction_retained	absolute_NES_difference	n_samples	n_donors	donor_aware_model	sensitivity_test	uncertainty_interval
Astro	ALS_vs_FTD_mean	protein_folding	Protein folding	min20_sensitivity	20	sensitivity	-1.68928382571433	0.000246080345353512	0.00172256241747458	0.00172256241747458		negative	149	-0.380526407725924	15416	PPIA;FKBP4;HSPH1;HSP90AB1;HSP90B1;PFDN2;COA3;FKBP8;PDIA4;DNAJA1;ZPR1;PDCL3;TBCC;HSPA4;CCT7;DNAJB1;DNAJB2;BAG2;DNAJB6;SACS;KHSRP;COX19;NFYC;HSP90AA1;TCP1;TBCE;TRAP1;ST13;PTGES3;CCT4;AHSA1;ZMYND10;ATPAF2;CHORDC1;PFDN6;GRPEL1;ERP44;CDC123;TAPBP;PDIA5;TBCD;DNAJC5;HSPA4L;PPID;CRYAB;HSPBP1;CCT6A;ERP29;HSPA8;HSPB1	0.49849310876659	-1.69771836550436	0.000187094094413113	0.00130965866089179	0.000785795196535074	TRUE	0.00843453979003139	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	ALS_vs_FTD_mean	protein_folding	Protein folding	min50_sensitivity	50	sensitivity	-1.69994413233782	0.000271045899748858	0.00189732129824201	0.00189732129824201		negative	150	-0.368497877965351	15943	PPIA;FKBP4;HSPH1;HSP90AB1;HSP90B1;COA3;PDIA4;PFDN2;FKBP8;DNAJA1;TBCC;PDCL3;SACS;HSPA4;NFYC;ZPR1;CCT7;DNAJB1;DNAJB2;BAG2;TBCE;DNAJB6;KHSRP;COX19;HSP90AA1;TRAP1;TCP1;ST13;ATPAF2;CCT4;DNAJC5;CHORDC1;PTGES3;AHSA1;CDC123;ZMYND10;ERP44;PFDN6;PDIA5;HYPK;GRPEL1;TBCD;CCT6A;HSPA4L;HSPA8;NGLY1;SIL1;TAPBP;RIC8B;CRYAB;HSPBP1;ERP29;PPID;MKKS	0.49849310876659	-1.69771836550436	0.000187094094413113	0.00130965866089179	0.000785795196535074	TRUE	0.00222576683345732	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	ALS_vs_FTD_mean	protein_stabilization	Protein stabilization	min20_sensitivity	20	sensitivity	-1.34031717110547	0.0394557823129252	0.0920634920634921	0.0920634920634921		negative	194	-0.292061358678046	15416	HSP90AB1;PIN1;PFDN2;ANK2;RPL23;PARK7;STUB1;NAA16;PDCL3;PARVA;CCT7;GAPDH;BAG2;TRIM44;PAK4;USP13;HSP90AA1;TCP1;CFP;SOX4;HIP1;PFN1;MAPK8IP3;HSPA1B;MSX1;ATP1B1;HERC2;HSPA1A;PTGES3;CCT4;COG3;MDM4;MTOR;PFDN6;PPP1CA;STXBP4;CBL;ATP1B3;PEX6;POLR2E;WFS1;PINK1;BAG6;PTEN;CRYAB;CCT6A;HSPB1;FBXW7;TUBA1A;CCNH;EP300;USP36;VHL;MORC3;HSPD1;PYURF;CCT3;TTI2;WIZ;NAA15;EPHA4;CLU;PIK3R1;LAMP1;WDR81;BAG5;NCLN;PFDN5;BAG1;CBLB;USP27X;BAG4;PFN2;CCT8	0.266350657088526	-1.35345250936694	0.0233533693177136	0.0544911950746651	0.0432724196181164	TRUE	0.0131353382614647	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	ALS_vs_FTD_mean	protein_stabilization	Protein stabilization	min50_sensitivity	50	sensitivity	-1.38881442502905	0.00852444011944791	0.0198903602787118	0.0198903602787118		negative	195	-0.290495968468371	15943	PIN1;HSP90AB1;ANK2;PFDN2;RPL23;STUB1;PARK7;PAK4;PARVA;NAA16;TRIM44;PDCL3;HIP1;CCT7;USP13;GAPDH;BAG2;CFP;MSX1;ATP1B1;HSP90AA1;MTOR;TCP1;HERC2;PFN1;COG3;MAPK8IP3;SOX4;CCT4;ATP1B3;HSPA1B;PTGES3;STXBP4;HSPA1A;CBL;POLR2E;PFDN6;PPP1CA;HYPK;PEX6;PIK3R1;MDM4;TTI2;PINK1;CCT6A;PTEN;WFS1;NAA15;CCNH;BAG6	0.380730400722792	-1.35345250936694	0.0233533693177136	0.0544911950746651	0.0432724196181164	TRUE	0.0353619156621112	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	ALS_vs_FTD_mean	small_GTPase	Small GTPase	min20_sensitivity	20	sensitivity	-1.29322895178844	0.053941908713693	0.0943983402489627	0.0943983402489627		negative	177	-0.285129928765367	15416	NGEF;RND2;TIAM1;STARD13;GDI1;ARAP1;RASGEF1B;SOS1;SIPA1L3;SIPA1L1;FGD1;ARHGAP28;FAM13A;DOCK7;ARHGAP5;MYO9B;DOCK9;SOS2;ARHGEF28;ARHGEF25;DOCK3;RAC3;CCDC88A;PLEKHG4B;RAPGEF2;RAPGEF1;TIAM2;ARHGAP35;RALGPS1;RAPGEF4;RASGRF1;RIT2;RAC1;ARHGEF4;ARHGAP6;RASGRP2;ARHGEF2;ARHGAP31;ARHGAP23;RUNDC3A;RRAD;GNA13;TNK2;MCF2L;SIPA1;MCF2;RHOF;VAV3;RHOJ;RHOA;RHOQ;ARHGAP18;SRGAP2;RHOBTB1	0.227987202850442	-1.31469391049289	0.0386206896551724	0.0675862068965517	0.0675862068965517	TRUE	0.0214649587044429	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	ALS_vs_FTD_mean	small_GTPase	Small GTPase	min50_sensitivity	50	sensitivity	-1.31650672877367	0.0339523922263981	0.0594166863961966	0.0594166863961966		negative	180	-0.278669958947036	15943	STARD13;RND2;NGEF;TIAM1;SIPA1L3;GDI1;ARAP1;ARHGAP5;RALGPS1;ARHGEF25;SIPA1L1;SOS1;RASGEF1B;FGD1;ARHGAP28;FAM13A;MYO9B;DOCK7;SOS2;DOCK9;DOCK3;RAC3;ARHGEF28;PLEKHG4B;VAV3;RAPGEF2;CCDC88A;ARHGEF4;RAPGEF1;ARHGAP35;TIAM2;ARHGAP6;RRAD;RASGRF1;RAPGEF4;RIT2;RASGRP2;ARHGEF2;TNK2;ARHGAP23;RALGAPB;RAC1;SIPA1;SRGAP3;RUNDC3A;ARHGAP32;ARHGAP31;MCF2L;ARHGAP18;RHOJ	0.321775918075361	-1.31469391049289	0.0386206896551724	0.0675862068965517	0.0675862068965517	TRUE	0.00181281828078483	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	ALS_vs_FTD_mean	synapse_junction	Synapse / junction assembly	min20_sensitivity	20	sensitivity	-1.03115788687623	0.408882082695253	0.408882082695253	0.408882082695253		negative	63	-0.26689065673724	15416	GRIA1;SHANK3;DNM3;MAP1B;SDK2;ADGRL3;NRXN2;SDK1;PLXNB1;CDH2;NLGN3;OPHN1;ERBB4;PTEN;NRG3;NLGN1;PLXNA3	0.0756946307932749	-1.04259268020308	0.377708978328173	0.377708978328173	0.432648466084999	TRUE	0.011434793326847	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	ALS_vs_FTD_mean	synapse_junction	Synapse / junction assembly	min50_sensitivity	50	sensitivity	-1.1384080446859	0.2375	0.295497185741088	0.295497185741088		negative	65	-0.283095649699039	15943	SHANK3;GRIA1;DNM3;SDK2;ADGRL3;MAP1B;NRXN2;PLXNA2;SDK1;CDH2;PLXNB1;NLGN3;ERBB4;PTEN;OPHN1;NLGN1	0.116739204791222	-1.04259268020308	0.377708978328173	0.377708978328173	0.432648466084999	TRUE	0.0958153644828219	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	axon_development	Axon development	min20_sensitivity	20	sensitivity	1.6489279417987	0.00191088095121818	0.00334404166463181	0.00334404166463181		positive	76	0.414109645907231	15416	TAOK2;NMNAT2;MAP1A;MAP1B;APP;MARK2;CNTN4;DCC;STK11;LLGL1;MAPK8IP3;PRICKLE1;SPTBN4;GRM7;APLP1;ACTB;WNT7A;OLIG2;NTNG1;DSCAML1;BRSK1;DOCK7;PAK3;MAP1S;BAIAP2;PITPNA;SHTN1;ANK3;SLITRK5;RAB10;RAB8A;CELSR2;S100A6;PARD3;GPM6B;APLP2;PICALM;ACTG1;DRD2;PLP1;MAPT;SPG11;AMIGO1;NPR2	0.45505986738723	1.64793064899862	0.00222756448134375	0.00389823784235157	0.00584735676352736	TRUE	0.000997292800082095	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	axon_development	Axon development	min50_sensitivity	50	sensitivity	1.73815587323869	0.00148154182851934	0.0034569309332118	0.0034569309332118		positive	81	0.413599432558184	15943	TAOK2;MAP7D2;MAP1A;MAP1B;NMNAT2;APP;MARK2;CCK;CNTN4;STK11;DCC;LLGL1;PRICKLE1;WNT7A;MAPK8IP3;SPTBN4;APLP1;GRM7;NTNG1;OLIG2;ACTB;BRSK1;DSCAML1;PAK3;DOCK7;CELSR3;MAP1S;BAIAP2;SLITRK5;RAB8A;SLITRK1;S100A6;SHTN1;ANK3;GPM6B;PITPNA;PARD3;CELSR2;APLP2	0.45505986738723	1.64793064899862	0.00222756448134375	0.00389823784235157	0.00584735676352736	TRUE	0.0902252242400725	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	heat_response	Heat response	min20_sensitivity	20	sensitivity	1.42923144191951	0.0600924499229584	0.0701078582434515	0.0701078582434515		positive	25	0.453454866006764	15416	HSPB1;EIF2B3;DNAJA1;MAP2K7;HSP90AA1;NOS1;SOD1;CRYAB;EIF2B4;LRP11;HSPA2;MTOR	0.227987202850442	1.44428495452126	0.0464396284829721	0.0541795665634675	0.0750178613955704	TRUE	0.0150535126017486	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	heat_response	Heat response	min50_sensitivity	50	sensitivity	1.55113169898538	0.0323210381112292	0.0377078777964341	0.0377078777964341		positive	25	0.47442783714178	15943	EIF2B3;DNAJA1;HSPB1;MAP2K7;HSP90AA1;SOD1;NOS1;CRYAB;EIF2B4;HSPA2;LRP11;MTOR	0.321775918075361	1.44428495452126	0.0464396284829721	0.0541795665634675	0.0750178613955704	TRUE	0.106846744464121	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	min20_sensitivity	20	sensitivity	0.762294777103946	0.795631825273011	0.795631825273011	0.795631825273011		positive	21	0.253503819309657	15416	UQCRB;COX4I1;COX6C;MT-CO1;C2orf69;COX5B;NDUFV3;COX7A2;COX7C;ATP5F1C;UQCRH	0.044774889329693	0.774592021664811	0.787539936102236	0.787539936102236	0.787539936102236	TRUE	0.0122972445608653	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	min50_sensitivity	50	sensitivity	0.794174208173499	0.799276672694394	0.799276672694394	0.799276672694394		positive	22	0.250417505880292	15943	UQCRB;COX4I1;COX6A1;COX6C;MT-CO1;C2orf69;COX5B;NDUFV3;COX7C;COX7A2;UQCRH;COX6B1;COX5A;ATP5F1C	0.0513223330421143	0.774592021664811	0.787539936102236	0.787539936102236	0.787539936102236	TRUE	0.0195821865086878	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	protein_folding	Protein folding	min20_sensitivity	20	sensitivity	1.82936696217107	8.72725761457346e-06	6.10908033020142e-05	6.10908033020142e-05		positive	149	0.415078129132913	15416	PDIA4;PPIA;DNAJB2;HSPH1;DNAJB1;HSP90AB1;PDIA5;TAPBP;PTGES3;COX19;FKBP4;KHSRP;DNAJB6;CHORDC1;HSPB1;CLU;DNAJA1;FKBP8;PDIA3;DNAJC5;HSP90B1;TBCD;TBCE;P4HB;PFDN2;HSP90AA1;AHSA1;RIC8B;TRAP1;HSPA5;HSPA4L;ZMYND10;CANX;BAG3;HSPA4;ST13;ATPAF2;CRYAB;CCT4;HSPA9;HSPD1;PDCL3;BAG2;DNAJC18;RP2	0.593325476396405	1.84419732639559	4.51066345732279e-06	3.15746442012595e-05	6.4375098727079e-05	TRUE	0.0148303642245229	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	protein_folding	Protein folding	min50_sensitivity	50	sensitivity	1.79445356736188	4.16460950416265e-05	0.000291522665291385	0.000291522665291385		positive	150	0.386285989624999	15943	PDIA4;DNAJB2;HSPH1;DNAJB1;PPIA;HSP90AB1;PDIA5;PTGES3;COX19;FKBP4;TAPBP;KHSRP;DNAJB6;CHORDC1;DNAJC5;DNAJA1;HSPB1;TBCE;HSP90B1;FKBP8;CLU;P4HB;PDIA3;TBCD;PFDN2;AHSA1;HSP90AA1;RIC8B;HSPA5;TRAP1;HSPA4L;ZMYND10;HSPA4;ATPAF2;BAG3;ST13;CANX;CCT4;PDCL3;HSPD1;SACS;HSPA9;BAG2;CRYAB	0.557332238758646	1.84419732639559	4.51066345732279e-06	3.15746442012595e-05	6.4375098727079e-05	TRUE	0.0497437590337113	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	protein_stabilization	Protein stabilization	min20_sensitivity	20	sensitivity	1.62031913450884	0.000266229395783734	0.00062120192349538	0.00062120192349538		positive	194	0.354272134521984	15416	HSPA1B;HSP90AB1;PTGES3;HSPA1A;MSX1;PEX6;HSPB1;LAMP1;CLU;WIZ;PFDN2;BAG6;WFS1;MAPK8IP3;HSP90AA1;ATP1B1;PARK7;CBL;HIP1;NAA16;CFP;ANK2;USP36;PFN1;SOX4;FLNA;PRKCD;USP2;HCFC1;LAMP2;BAG3;DVL1;MORC3;PAK4;CRYAB;CCT4;NCLN;CCNH;TMC8;RASSF1;HSPD1;WDR81;RASSF2;PDCL3;BAG2;RPL23;RTN4;PINK1;PIN1;GRN;MDM4;ATP1B3;TMC6;AKT2;TUBA1A;FLOT2;TTI1;AAK1;USP27X;MTOR;COG7;VHL;BAG1;CDKN2A;TRIM44;CCT7;GAPDH;UBE2B;CALR;CRTAP;USP13;CCT3;PIM1;RUVBL2;GPIHBP1;CHEK2;TCP1;CD74	0.49849310876659	1.62237930103362	0.000261899442628797	0.000611098699467194	0.000916648049200791	TRUE	0.00206016652477947	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	protein_stabilization	Protein stabilization	min50_sensitivity	50	sensitivity	1.52240531595544	0.00264285316580165	0.00462499304015289	0.00462499304015289		positive	195	0.318200641214576	15943	HSPA1B;HSP90AB1;PTGES3;HSPA1A;MSX1;PEX6;HSPB1;HIP1;CLU;LAMP1;PFDN2;WIZ;ATP1B1;WFS1;BAG6;PARK7;HSP90AA1;ANK2;CBL;MAPK8IP3;CFP;PAK4;NAA16;PFN1;HCFC1;USP36;SOX4;USP2;PRKCD;LAMP2;RASSF1;FLNA;BAG3;PIN1;CCNH;RASSF2;PINK1;CCT4;PDCL3;ATP1B3;HSPD1;TMC8;MORC3;RPL23;BAG2;CRYAB;DVL1;TTI1;NCLN;RTN4;TMC6;TRIM44;HYPK;AKT2;MTOR;TUBA1A;USP27X	0.431707695803346	1.62237930103362	0.000261899442628797	0.000611098699467194	0.000916648049200791	TRUE	0.0999739850781796	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	small_GTPase	Small GTPase	min20_sensitivity	20	sensitivity	1.67060033947494	0.000168861649742012	0.000591015774097043	0.000591015774097043		positive	177	0.371688819274527	15416	RASGEF1B;NGEF;PLEKHG4B;MYO9B;ARAP1;MCF2L;SIPA1L3;SIPA1;RND2;TIAM2;RIT2;SOS1;SRGAP2;TIAM1;RHOA;PLCE1;FGD3;RRAD;DOCK9;ARHGAP6;RAC3;DOCK3;RASGRP2;FGD1;ARHGAP1;RHOC;RHOG;CCDC88A;RAPGEF1;ARHGAP28;GDI1;RAPGEF4;TNK2;ARHGAP10;PLEKHG3;FAM13A;ARHGEF10L;STARD13;RASL12;RASGRP1;DOCK7;ARHGEF4;RHOBTB1;ARHGEF40;RGL3;ARHGAP15;DOCK10;RALGPS1;ARHGEF17;ARHGAP35;OBSCN;ARHGAP22;SIPA1L1;RHOF;RASGEF1A;FGD2;RASGEF1C;PLD1;GNA13;ARHGAP39;PREX1;DOCK11;RHOQ;SOS2;ABR;ARHGAP33;MCF2;ARHGEF3;RAPGEF2;DOCK2;RAC1;RASGRP3;DOCK8;RUNDC3A;RASGRF1;ARHGEF1;VAV1;RHOU;ARHGAP23;TRIO;ARHGAP4;ARHGAP44;RABIF;PLEKHG5;ARHGAP20;RRAGC;RAPGEF5;NUCB1;ARHGEF2	0.518848077743792	1.67635785211178	7.78460992794584e-05	0.000272461347478104	0.000490430425460588	TRUE	0.00575751263684055	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	small_GTPase	Small GTPase	min50_sensitivity	50	sensitivity	1.6163502819943	0.000247961125784356	0.000867863940245245	0.000867863940245245		positive	180	0.340606420214859	15943	RASGEF1B;PLEKHG4B;NGEF;MYO9B;ARAP1;SIPA1L3;MCF2L;SIPA1;RND2;TIAM2;SRGAP2;RIT2;TIAM1;SOS1;RHOA;RRAD;ARHGAP6;PLCE1;FGD3;RAC3;DOCK9;DOCK3;RASGRP2;RALGPS1;STARD13;ARHGAP1;RHOG;TNK2;FGD1;RHOC;ARHGAP28;RAPGEF1;ARHGEF10L;GDI1;ARHGEF4;RAPGEF4;PLEKHG3;ARHGAP10;CCDC88A;RASGRP1;RHOBTB1;RASL12;FAM13A;ARHGEF40;ARHGAP45;ARHGAP15;RGL3;DOCK7;PLD1;ARHGAP35;RASGEF1A;ARHGAP22;RHOQ;RASGEF1C;ARHGEF17;RHOF;DOCK10;PREX1;FGD2;OBSCN;DOCK11;ARHGAP39;SIPA1L1;GNA13;RASGRP3;MCF2;SOS2;DOCK8;ABR;RAPGEF2;ARHGAP33;DOCK2;RAC1;RABIF;ARHGEF3;RUNDC3A;RASGRF1;ARHGEF1;PLEKHG5;RHOU;ARHGAP23;VAV1;ARHGAP20	0.49849310876659	1.67635785211178	7.78460992794584e-05	0.000272461347478104	0.000490430425460588	TRUE	0.0600075701174854	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	min20_sensitivity	20	sensitivity	1.63776273123944	0.0048994910262028	0.00685928743668392	0.00685928743668392		positive	63	0.42160694651981	15416	MAP1B;SDK2;ADD2;PLXNB1;NRXN2;PLXNB2;RHOA;SHANK3;SPOCK2;PLXND1;PLXNA3;NLGN3;NLGN1;SDK1;DNM3;PLXNA1;DSCAM;DAG1;KIRREL3	0.407017918923954	1.62158793371156	0.00545647088586568	0.00763905924021194	0.0127317654003532	TRUE	0.0161747975278874	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Astro	FTD_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	min50_sensitivity	50	sensitivity	1.50991158776253	0.00979488760001233	0.0137128426400173	0.0137128426400173		positive	65	0.376770917904337	15943	MAP1B;SDK2;SHANK3;NRXN2;ADD2;PLXNB1;PLXNB2;RHOA;PLXND1;NLGN3;SPOCK2;PLXNA3;DNM3;NLGN1;SDK1;PLXNA1;DSCAM	0.380730400722792	1.62158793371156	0.00545647088586568	0.00763905924021194	0.0127317654003532	TRUE	0.111676345949027	31	16	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	axon_development	Axon development	min20_sensitivity	20	sensitivity	1.19036428888273	0.151401869158879	0.264953271028037	0.264953271028037		positive	74	0.282686354159495	12825	SPTBN4;CCK;DOCK7;CTNNA2;SLITRK1;NMNAT2;ACTG1;PLP1;BRSK1;APP;PARD3;NTNG1;KLF7;SLITRK4;CNTNAP1;RAB8A;SLITRK2;MAP1B;MAPT;PLPPR4;CELSR2;ADGRB1;APLP1;SPG11;GRM7;PICALM;ACTB	0.154190966581424	1.17893080311925	0.185770750988142	0.282641509433962	0.229481515926529	TRUE	0.0114334857634848	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	axon_development	Axon development	min50_sensitivity	50	sensitivity	0.982123782178757	0.492094861660079	0.574110671936759	0.574110671936759		positive	74	0.235055557305135	12761	CCK;SPTBN4;DOCK7;SLITRK1;CTNNA2;PLP1;NMNAT2;BRSK1;ACTG1;RAB8A;KLF7;CNTNAP1;APLP1;NTNG1;SLITRK4;SLITRK2;APP;PARD3;PLPPR4;CELSR2;MAP1B	0.0793434960134973	1.17893080311925	0.185770750988142	0.282641509433962	0.229481515926529	TRUE	0.19680702094049	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	heat_response	Heat response	min20_sensitivity	20	sensitivity	1.2231494028559	0.204280155642023	0.285992217898833	0.285992217898833		positive	21	0.392589233594371	12825	CRYAB;HSPB1;NOS1;HSP90AA1;EIF2B5;DNAJA3;DNAJA1;SOD1	0.133554954557592	1.22913067382814	0.20188679245283	0.282641509433962	0.244593613933237	TRUE	0.00598127097224332	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	heat_response	Heat response	min50_sensitivity	50	sensitivity	1.29030682738168	0.146825396825397	0.25	0.25		positive	21	0.416362699333078	12761	CRYAB;NOS1;HSPB1;EIF2B5;DNAJA3;HSP90AA1;DNAJA1;SOD1;HSPA2	0.161978948883402	1.22913067382814	0.20188679245283	0.282641509433962	0.244593613933237	TRUE	0.0611761535535396	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	min20_sensitivity	20	sensitivity	0.959907720652713	0.505836575875486	0.532319391634981	0.532319391634981		positive	21	0.308097633447291	12825	UQCRC2;NDUFV3;COX7B;C2orf69;COX5B	0.0770736734944102	0.964601724649418	0.492452830188679	0.492452830188679	0.534905660377359	TRUE	0.0046940039967045	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
OPC	ALS_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	min50_sensitivity	50	sensitivity	1.25546534360187	0.178571428571429	0.25	0.25		positive	21	0.405119874039526	12761	UQCRC2;NDUFV3;C2orf69;COX7B;COX5B;UQCRB;NDUFB6;MT-CO1;NDUFS2;ATP5F1C;COX7C	0.14551614609036	0.964601724649418	0.492452830188679	0.492452830188679	0.534905660377359	TRUE	0.290863618952454	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
